Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0008217	sp|Q8N684|CPSF7_HUMAN	tr|A0A8C0CSV7|A0A8C0CSV7_BALMU
OG0008218	sp|Q96N76|HUTU_HUMAN	tr|A0A8C0CYU9|A0A8C0CYU9_BALMU
OG0008219	sp|Q9Y6C2|EMIL1_HUMAN	tr|A0A8C0D3I9|A0A8C0D3I9_BALMU
OG0008220	sp|Q9BTT6|LRRC1_HUMAN	tr|A0A8C0D5S7|A0A8C0D5S7_BALMU
OG0008221	sp|Q8N3J2|METL4_HUMAN	tr|A0A8C0DB52|A0A8C0DB52_BALMU
OG0008222	sp|Q9NPA8|ENY2_HUMAN	tr|A0A8C0DCB8|A0A8C0DCB8_BALMU
OG0008223	sp|O00445|SYT5_HUMAN	tr|A0A8C0DJN5|A0A8C0DJN5_BALMU
OG0008224	sp|Q9ULV8|CBLC_HUMAN	tr|A0A8C0DPP8|A0A8C0DPP8_BALMU
OG0008225	sp|Q8IWT6|LRC8A_HUMAN	tr|A0A8C0DQX0|A0A8C0DQX0_BALMU
OG0008226	sp|Q9NP86|CABP5_HUMAN	tr|A0A8C0DXE9|A0A8C0DXE9_BALMU
OG0008227	sp|Q13740|CD166_HUMAN	tr|A0A8C0HZU4|A0A8C0HZU4_BALMU
OG0008228	sp|Q15847|ADIRF_HUMAN	tr|A0A8C0I6Z9|A0A8C0I6Z9_BALMU
OG0008229	sp|O95294|RASL1_HUMAN	tr|A0A8B8V3W2|A0A8B8V3W2_BALMU
OG0008230	sp|Q86X10|RLGPB_HUMAN	tr|A0A8B8V705|A0A8B8V705_BALMU
OG0008231	sp|P55884|EIF3B_HUMAN	tr|A0A8B8V8F7|A0A8B8V8F7_BALMU
OG0008232	sp|Q96LM9|CT173_HUMAN	tr|A0A8B8V8G3|A0A8B8V8G3_BALMU
OG0008233	sp|O75808|CAN15_HUMAN	tr|A0A8B8VBT1|A0A8B8VBT1_BALMU
OG0008234	sp|B2CW77|KILIN_HUMAN	tr|A0A8B8VGL7|A0A8B8VGL7_BALMU
OG0008235	sp|Q6UWX4|HIPL2_HUMAN	tr|A0A8B8VIU0|A0A8B8VIU0_BALMU
OG0008236	sp|Q8NDM7|CFA43_HUMAN	tr|A0A8B8VLB2|A0A8B8VLB2_BALMU
OG0008237	sp|Q17RY6|LY6K_HUMAN	tr|A0A8B8VQ86|A0A8B8VQ86_BALMU
OG0008238	sp|Q5TEC3|ZN697_HUMAN	tr|A0A8B8VSM9|A0A8B8VSM9_BALMU
OG0008239	sp|Q8N6G2|TEX26_HUMAN	tr|A0A8B8VSX1|A0A8B8VSX1_BALMU
OG0008240	sp|Q7Z443|PK1L3_HUMAN	tr|A0A8B8VTI8|A0A8B8VTI8_BALMU
OG0008241	sp|Q9BQ70|TCF25_HUMAN	tr|A0A8B8VVC8|A0A8B8VVC8_BALMU
OG0008242	sp|O15554|KCNN4_HUMAN	tr|A0A8B8VY77|A0A8B8VY77_BALMU
OG0008243	sp|O94983|CMTA2_HUMAN	tr|A0A8B8W585|A0A8B8W585_BALMU
OG0008244	sp|Q96GE4|CEP95_HUMAN	tr|A0A8B8W7B0|A0A8B8W7B0_BALMU
OG0008245	sp|P29275|AA2BR_HUMAN	tr|A0A8B8WAV0|A0A8B8WAV0_BALMU
OG0008246	sp|O15123|ANGP2_HUMAN	tr|A0A8B8WB38|A0A8B8WB38_BALMU
OG0008247	sp|Q8N8U3|RTL3_HUMAN	tr|A0A8B8WFI7|A0A8B8WFI7_BALMU
OG0008248	sp|Q9Y5S8|NOX1_HUMAN	tr|A0A8B8WGQ9|A0A8B8WGQ9_BALMU
OG0008249	sp|P78345|RPP38_HUMAN	tr|A0A8B8WKV9|A0A8B8WKV9_BALMU
OG0008250	sp|Q8ND07|BBOF1_HUMAN	tr|A0A8B8WLY4|A0A8B8WLY4_BALMU
OG0008251	sp|Q06418|TYRO3_HUMAN	tr|A0A8B8WT16|A0A8B8WT16_BALMU
OG0008252	sp|Q643R3|LPCT4_HUMAN	tr|A0A8B8WU91|A0A8B8WU91_BALMU
OG0008253	sp|O00115|DNS2A_HUMAN	tr|A0A8B8WV89|A0A8B8WV89_BALMU
OG0008254	sp|Q14934|NFAC4_HUMAN	tr|A0A8B8WW74|A0A8B8WW74_BALMU
OG0008255	sp|Q86WG3|ATCAY_HUMAN	tr|A0A8B8WYG6|A0A8B8WYG6_BALMU
OG0008256	sp|P48378|RFX2_HUMAN	tr|A0A8B8X2Y4|A0A8B8X2Y4_BALMU
OG0008257	sp|Q66K74|MAP1S_HUMAN	tr|A0A8B8X4H5|A0A8B8X4H5_BALMU
OG0008258	sp|Q14164|IKKE_HUMAN	tr|A0A8B8X5J9|A0A8B8X5J9_BALMU
OG0008259	sp|P61927|RL37_HUMAN	tr|A0A8B8X6R4|A0A8B8X6R4_BALMU
OG0008260	sp|Q9Y215|COLQ_HUMAN	tr|A0A8B8X706|A0A8B8X706_BALMU
OG0008261	sp|Q8TCB7|METL6_HUMAN	tr|A0A8B8X7M1|A0A8B8X7M1_BALMU
OG0008262	sp|P31040|SDHA_HUMAN	tr|A0A8B8X7U1|A0A8B8X7U1_BALMU
OG0008263	sp|Q9P2G9|KLHL8_HUMAN	tr|A0A8B8XHJ8|A0A8B8XHJ8_BALMU
OG0008264	sp|Q8N8Q1|C56D1_HUMAN	tr|A0A8B8XIS8|A0A8B8XIS8_BALMU
OG0008265	sp|P63218|GBG5_HUMAN	tr|A0A8B8XK80|A0A8B8XK80_BALMU
OG0008266	sp|Q9H756|LRC19_HUMAN	tr|A0A8B8XT13|A0A8B8XT13_BALMU
OG0008267	sp|Q92844|TANK_HUMAN	tr|A0A8B8XUQ4|A0A8B8XUQ4_BALMU
OG0008268	sp|P09683|SECR_HUMAN	tr|A0A8B8XZE1|A0A8B8XZE1_BALMU
OG0008269	sp|Q9UID3|VPS51_HUMAN	tr|A0A8B8Y385|A0A8B8Y385_BALMU
OG0008270	sp|O60725|ICMT_HUMAN	tr|A0A8B8Y498|A0A8B8Y498_BALMU
OG0008271	sp|Q6B0B8|TIGD3_HUMAN	tr|A0A8B8Y4N2|A0A8B8Y4N2_BALMU
OG0008272	sp|H3BU77|CC179_HUMAN	tr|A0A8B8Y795|A0A8B8Y795_BALMU
OG0008273	sp|P13727|PRG2_HUMAN	tr|A0A8B8Y904|A0A8B8Y904_BALMU
OG0008274	sp|O00217|NDUS8_HUMAN	tr|A0A8B8Y9I5|A0A8B8Y9I5_BALMU
OG0008275	sp|Q9C0D2|CE295_HUMAN	tr|A0A8B8YB08|A0A8B8YB08_BALMU
OG0008276	sp|H3BMG3|SMKR1_HUMAN	tr|A0A8B8YGP5|A0A8B8YGP5_BALMU
OG0008277	sp|P55001|MFAP2_HUMAN	tr|A0A8B8YJA3|A0A8B8YJA3_BALMU
OG0008278	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A8B8YND0|A0A8B8YND0_BALMU
OG0008279	sp|O14896|IRF6_HUMAN	tr|A0A8B8YQH7|A0A8B8YQH7_BALMU
OG0008280	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A8B8YT32|A0A8B8YT32_BALMU
OG0008281	sp|Q9Y603|ETV7_HUMAN	tr|A0A8B8YU84|A0A8B8YU84_BALMU
OG0008282	sp|Q9BYV9|BACH2_HUMAN	tr|A0A8B8YYH0|A0A8B8YYH0_BALMU
OG0008283	sp|Q01344|IL5RA_HUMAN	tr|A0A8B8Z1W5|A0A8B8Z1W5_BALMU
OG0008284	sp|P82675|RT05_HUMAN	tr|A0A8B8Z2Q3|A0A8B8Z2Q3_BALMU
OG0008285	sp|Q8TE12|LMX1A_HUMAN	tr|A0A8B8Z540|A0A8B8Z540_BALMU
OG0008286	sp|Q5VT97|SYDE2_HUMAN	tr|A0A8B8Z6J5|A0A8B8Z6J5_BALMU
OG0008287	sp|Q53T59|H1BP3_HUMAN	tr|A0A8B8Z6U5|A0A8B8Z6U5_BALMU
OG0008288	sp|P12036|NFH_HUMAN	tr|A0A8B8Z7J3|A0A8B8Z7J3_BALMU
OG0008289	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A8B8ZD33|A0A8B8ZD33_BALMU
OG0008290	sp|Q9Y487|VPP2_HUMAN	tr|A0A8B8ZEE8|A0A8B8ZEE8_BALMU
OG0008291	sp|Q14527|HLTF_HUMAN	tr|A0A8C0C746|A0A8C0C746_BALMU
OG0008292	sp|O60894|RAMP1_HUMAN	tr|A0A8C0CAY2|A0A8C0CAY2_BALMU
OG0008293	sp|Q99471|PFD5_HUMAN	tr|A0A8C0CWF0|A0A8C0CWF0_BALMU
OG0008294	sp|O95967|FBLN4_HUMAN	tr|A0A8C0D1A5|A0A8C0D1A5_BALMU
OG0008295	sp|Q5GH72|XKR7_HUMAN	tr|A0A8C0DC31|A0A8C0DC31_BALMU
OG0008296	sp|Q02040|AK17A_HUMAN	tr|A0A8C0DHA1|A0A8C0DHA1_BALMU
OG0008297	sp|Q9H492|MLP3A_HUMAN	tr|A0A8C0DHT2|A0A8C0DHT2_BALMU
OG0008298	sp|Q96T17|MA7D2_HUMAN	tr|A0A8C0DLW7|A0A8C0DLW7_BALMU
OG0008299	sp|A0A1B0GTQ4|MYMX_HUMAN	tr|A0A8C0DY22|A0A8C0DY22_BALMU
OG0008300	sp|Q9UQE7|SMC3_HUMAN	tr|A0A8C0E318|A0A8C0E318_BALMU
OG0008301	sp|Q9NTK1|DEPP1_HUMAN	tr|A0A8C0E7H9|A0A8C0E7H9_BALMU
OG0008302	sp|Q92540|SMG7_HUMAN	tr|A0A8C0HT30|A0A8C0HT30_BALMU
OG0008303	sp|A7MD48|SRRM4_HUMAN	tr|A0A8C0I2G3|A0A8C0I2G3_BALMU
OG0008304	sp|P51168|SCNNB_HUMAN	tr|A0A8C0I5J6|A0A8C0I5J6_BALMU
OG0008305	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A8B8V7L7|A0A8B8V7L7_BALMU
OG0008306	sp|Q6UWS5|PT117_HUMAN	tr|A0A8B8V8L7|A0A8B8V8L7_BALMU
OG0008307	sp|P49411|EFTU_HUMAN	tr|A0A8B8VC43|A0A8B8VC43_BALMU
OG0008308	sp|Q9NZR4|VSX1_HUMAN	tr|A0A8B8VD32|A0A8B8VD32_BALMU
OG0008309	sp|Q8IX12|CCAR1_HUMAN	tr|A0A8B8VHI2|A0A8B8VHI2_BALMU
OG0008310	sp|Q6YP21|KAT3_HUMAN	tr|A0A8B8VHQ9|A0A8B8VHQ9_BALMU
OG0008311	sp|Q9H2G2|SLK_HUMAN	tr|A0A8B8VJC0|A0A8B8VJC0_BALMU
OG0008312	sp|O75940|SPF30_HUMAN	tr|A0A8B8VK99|A0A8B8VK99_BALMU
OG0008313	sp|P57678|GEMI4_HUMAN	tr|A0A8B8W3N2|A0A8B8W3N2_BALMU
OG0008314	sp|Q67FW5|B3GNL_HUMAN	tr|A0A8B8W4L5|A0A8B8W4L5_BALMU
OG0008315	sp|Q17R89|RHG44_HUMAN	tr|A0A8B8W554|A0A8B8W554_BALMU
OG0008316	sp|Q8IXM2|BAP18_HUMAN	tr|A0A8B8W6P9|A0A8B8W6P9_BALMU
OG0008317	sp|Q6PJF5|RHDF2_HUMAN	tr|A0A8B8W7X1|A0A8B8W7X1_BALMU
OG0008318	sp|Q02297|NRG1_HUMAN	tr|A0A8B8WBU5|A0A8B8WBU5_BALMU
OG0008319	sp|Q86XE3|MICU3_HUMAN	tr|A0A8B8WBZ8|A0A8B8WBZ8_BALMU
OG0008320	sp|Q92731|ESR2_HUMAN	tr|A0A8B8WK00|A0A8B8WK00_BALMU
OG0008321	sp|O95072|REC8_HUMAN	tr|A0A8B8WKC1|A0A8B8WKC1_BALMU
OG0008322	sp|A2AJT9|BCLA3_HUMAN	tr|A0A8B8WL25|A0A8B8WL25_BALMU
OG0008323	sp|P13639|EF2_HUMAN	tr|A0A8B8WWW8|A0A8B8WWW8_BALMU
OG0008324	sp|Q9UFG5|CS025_HUMAN	tr|A0A8B8WYE5|A0A8B8WYE5_BALMU
OG0008325	sp|Q96FF7|MISP3_HUMAN	tr|A0A8B8X3P2|A0A8B8X3P2_BALMU
OG0008326	sp|P04196|HRG_HUMAN	tr|A0A8B8XAM5|A0A8B8XAM5_BALMU
OG0008327	sp|P58511|SIM11_HUMAN	tr|A0A8B8XD99|A0A8B8XD99_BALMU
OG0008328	sp|Q06330|SUH_HUMAN	tr|A0A8B8XFY7|A0A8B8XFY7_BALMU
OG0008329	sp|Q8NBI3|DRAXI_HUMAN	tr|A0A8B8XIB6|A0A8B8XIB6_BALMU
OG0008330	sp|Q7Z2K6|ERMP1_HUMAN	tr|A0A8B8XQK1|A0A8B8XQK1_BALMU
OG0008331	sp|Q5T8A7|PPR26_HUMAN	tr|A0A8B8XQS0|A0A8B8XQS0_BALMU
OG0008332	sp|Q86T82|UBP37_HUMAN	tr|A0A8B8XZC0|A0A8B8XZC0_BALMU
OG0008333	sp|Q8NB37|GALD1_HUMAN	tr|A0A8B8Y296|A0A8B8Y296_BALMU
OG0008334	sp|Q9NZQ8|TRPM5_HUMAN	tr|A0A8B8Y3T2|A0A8B8Y3T2_BALMU
OG0008335	sp|P27701|CD82_HUMAN	tr|A0A8B8Y5H4|A0A8B8Y5H4_BALMU
OG0008336	sp|Q96M11|HYLS1_HUMAN	tr|A0A8B8YBP8|A0A8B8YBP8_BALMU
OG0008337	sp|Q9NVC6|MED17_HUMAN	tr|A0A8B8YD69|A0A8B8YD69_BALMU
OG0008338	sp|Q6ZXV5|TMTC3_HUMAN	tr|A0A8B8YKL7|A0A8B8YKL7_BALMU
OG0008339	sp|B2RXF0|T229A_HUMAN	tr|A0A8B8YL22|A0A8B8YL22_BALMU
OG0008340	sp|Q96SW2|CRBN_HUMAN	tr|A0A8B8YNG8|A0A8B8YNG8_BALMU
OG0008341	sp|Q86T20|SIM29_HUMAN	tr|A0A8B8YPG6|A0A8B8YPG6_BALMU
OG0008342	sp|Q9UJN7|ZN391_HUMAN	tr|A0A8B8YSJ3|A0A8B8YSJ3_BALMU
OG0008343	sp|Q96C00|ZBTB9_HUMAN	tr|A0A8B8YVV7|A0A8B8YVV7_BALMU
OG0008344	sp|P01375|TNFA_HUMAN	tr|A0A8B8YVV9|A0A8B8YVV9_BALMU
OG0008345	sp|O60942|MCE1_HUMAN	tr|A0A8B8YYT1|A0A8B8YYT1_BALMU
OG0008346	sp|Q8NAT1|PMGT2_HUMAN	tr|A0A8B8Z041|A0A8B8Z041_BALMU
OG0008347	sp|Q86VH4|LRRT4_HUMAN	tr|A0A8B8Z0B0|A0A8B8Z0B0_BALMU
OG0008348	sp|P50876|R144A_HUMAN	tr|A0A8B8Z0E5|A0A8B8Z0E5_BALMU
OG0008349	sp|Q9H6D8|FNDC4_HUMAN	tr|A0A8B8Z2S9|A0A8B8Z2S9_BALMU
OG0008350	sp|Q92499|DDX1_HUMAN	tr|A0A8B8Z2W3|A0A8B8Z2W3_BALMU
OG0008351	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A8B8Z8E2|A0A8B8Z8E2_BALMU
OG0008352	sp|Q70CQ3|UBP30_HUMAN	tr|A0A8B8ZCZ6|A0A8B8ZCZ6_BALMU
OG0008353	sp|F5GYI3|UBA1L_HUMAN	tr|A0A8C0CK38|A0A8C0CK38_BALMU
OG0008354	sp|Q9UBV7|B4GT7_HUMAN	tr|A0A8C0CT36|A0A8C0CT36_BALMU
OG0008355	sp|Q9NW97|TMM51_HUMAN	tr|A0A8C0CVT3|A0A8C0CVT3_BALMU
OG0008356	sp|Q6IPR3|TYW3_HUMAN	tr|A0A8C0CZP0|A0A8C0CZP0_BALMU
OG0008357	sp|P23511|NFYA_HUMAN	tr|A0A8C0D2E7|A0A8C0D2E7_BALMU
OG0008358	sp|Q9P021|CRIPT_HUMAN	tr|A0A8C0D6W8|A0A8C0D6W8_BALMU
OG0008359	sp|Q99685|MGLL_HUMAN	tr|A0A8C0D9Q7|A0A8C0D9Q7_BALMU
OG0008360	sp|P80365|DHI2_HUMAN	tr|A0A8C0DT71|A0A8C0DT71_BALMU
OG0008361	sp|Q9UNS2|CSN3_HUMAN	tr|A0A8C0DTM8|A0A8C0DTM8_BALMU
OG0008362	sp|P50616|TOB1_HUMAN	tr|A0A8C0DUG7|A0A8C0DUG7_BALMU
OG0008363	sp|Q92988|DLX4_HUMAN	tr|A0A8C0I2H7|A0A8C0I2H7_BALMU
OG0008364	sp|Q96GQ5|RUSF1_HUMAN	tr|A0A8C0I2K3|A0A8C0I2K3_BALMU
OG0008365	sp|Q641Q3|METRL_HUMAN	tr|A0A8C0I6V7|A0A8C0I6V7_BALMU
OG0008366	sp|Q9Y4C4|MFHA1_HUMAN	tr|A0A8C0I7I8|A0A8C0I7I8_BALMU
OG0008367	sp|O15305|PMM2_HUMAN	tr|A0A8B8V7Z7|A0A8B8V7Z7_BALMU
OG0008368	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A8B8V8H1|A0A8B8V8H1_BALMU
OG0008369	sp|Q8TDR2|STK35_HUMAN	tr|A0A8B8VBP7|A0A8B8VBP7_BALMU
OG0008370	sp|A6NFA1|TIKI2_HUMAN	tr|A0A8B8VDD4|A0A8B8VDD4_BALMU
OG0008371	sp|Q12879|NMDE1_HUMAN	tr|A0A8B8VF37|A0A8B8VF37_BALMU
OG0008372	sp|O00214|LEG8_HUMAN	tr|A0A8B8VJG2|A0A8B8VJG2_BALMU
OG0008373	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A8B8VJT1|A0A8B8VJT1_BALMU
OG0008374	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A8B8VJX3|A0A8B8VJX3_BALMU
OG0008375	sp|Q5JTH9|RRP12_HUMAN	tr|A0A8B8VK18|A0A8B8VK18_BALMU
OG0008376	sp|Q8N531|FBXL6_HUMAN	tr|A0A8B8VMU7|A0A8B8VMU7_BALMU
OG0008377	sp|Q96ES6|MFSD3_HUMAN	tr|A0A8B8VNI1|A0A8B8VNI1_BALMU
OG0008378	sp|O00570|SOX1_HUMAN	tr|A0A8B8VQ49|A0A8B8VQ49_BALMU
OG0008379	sp|Q14393|GAS6_HUMAN	tr|A0A8B8VS53|A0A8B8VS53_BALMU
OG0008380	sp|A6NL88|SHSA7_HUMAN	tr|A0A8B8VYA5|A0A8B8VYA5_BALMU
OG0008381	sp|Q9UJW8|ZN180_HUMAN	tr|A0A8B8VZD1|A0A8B8VZD1_BALMU
OG0008382	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A8B8W2E4|A0A8B8W2E4_BALMU
OG0008383	sp|Q8N4B4|FBX39_HUMAN	tr|A0A8B8W449|A0A8B8W449_BALMU
OG0008384	sp|Q9UPM9|B9D1_HUMAN	tr|A0A8B8W4L7|A0A8B8W4L7_BALMU
OG0008385	sp|Q969G3|SMCE1_HUMAN	tr|A0A8B8W532|A0A8B8W532_BALMU
OG0008386	sp|Q32NB8|PGPS1_HUMAN	tr|A0A8B8W5E6|A0A8B8W5E6_BALMU
OG0008387	sp|Q92537|SUSD6_HUMAN	tr|A0A8B8WJZ9|A0A8B8WJZ9_BALMU
OG0008388	sp|Q9Y572|RIPK3_HUMAN	tr|A0A8B8WL46|A0A8B8WL46_BALMU
OG0008389	sp|O43166|SI1L1_HUMAN	tr|A0A8B8WN24|A0A8B8WN24_BALMU
OG0008390	sp|Q9H5I1|SUV92_HUMAN	tr|A0A8B8WNV8|A0A8B8WNV8_BALMU
OG0008391	sp|P43116|PE2R2_HUMAN	tr|A0A8B8WQ85|A0A8B8WQ85_BALMU
OG0008392	sp|Q9H267|VP33B_HUMAN	tr|A0A8B8WUB2|A0A8B8WUB2_BALMU
OG0008393	sp|P57789|KCNKA_HUMAN	tr|A0A8B8WYT3|A0A8B8WYT3_BALMU
OG0008394	sp|Q5F1R6|DJC21_HUMAN	tr|A0A8B8X278|A0A8B8X278_BALMU
OG0008395	sp|Q63ZY3|KANK2_HUMAN	tr|A0A8B8X3I7|A0A8B8X3I7_BALMU
OG0008396	sp|P32119|PRDX2_HUMAN	tr|A0A8B8X3V9|A0A8B8X3V9_BALMU
OG0008397	sp|Q765I0|UTS2B_HUMAN	tr|A0A8B8X765|A0A8B8X765_BALMU
OG0008398	sp|P54922|ADPRH_HUMAN	tr|A0A8B8XDB3|A0A8B8XDB3_BALMU
OG0008399	sp|O75157|T22D2_HUMAN	tr|A0A8B8XDD7|A0A8B8XDD7_BALMU
OG0008400	sp|Q9Y2G3|AT11B_HUMAN	tr|A0A8B8XE47|A0A8B8XE47_BALMU
OG0008401	sp|Q6UWZ7|ABRX1_HUMAN	tr|A0A8B8XFI4|A0A8B8XFI4_BALMU
OG0008402	sp|P78426|NKX61_HUMAN	tr|A0A8B8XIC1|A0A8B8XIC1_BALMU
OG0008403	sp|Q8N0U7|CA087_HUMAN	tr|A0A8B8XSU8|A0A8B8XSU8_BALMU
OG0008404	sp|O15519|CFLAR_HUMAN	tr|A0A8B8XU80|A0A8B8XU80_BALMU
OG0008405	sp|Q14680|MELK_HUMAN	tr|A0A8B8XVY4|A0A8B8XVY4_BALMU
OG0008406	sp|Q9HCH5|SYTL2_HUMAN	tr|A0A8B8Y155|A0A8B8Y155_BALMU
OG0008407	sp|P22083|FUT4_HUMAN	tr|A0A8B8Y5H5|A0A8B8Y5H5_BALMU
OG0008408	sp|P13591|NCAM1_HUMAN	tr|A0A8B8Y6N1|A0A8B8Y6N1_BALMU
OG0008409	sp|Q96BW9|TAM41_HUMAN	tr|A0A8B8YUL0|A0A8B8YUL0_BALMU
OG0008410	sp|Q9HBT6|CAD20_HUMAN	tr|A0A8B8Z5B6|A0A8B8Z5B6_BALMU
OG0008411	sp|Q9NQC3|RTN4_HUMAN	tr|A0A8B8Z5C5|A0A8B8Z5C5_BALMU
OG0008412	sp|Q96AQ9|F131C_HUMAN	tr|A0A8C0C5W7|A0A8C0C5W7_BALMU
OG0008413	sp|P57057|G6PT2_HUMAN	tr|A0A8C0CMW3|A0A8C0CMW3_BALMU
OG0008414	sp|P25325|THTM_HUMAN	tr|A0A8C0CVP6|A0A8C0CVP6_BALMU
OG0008415	sp|P56749|CLD12_HUMAN	tr|A0A8C0CWT6|A0A8C0CWT6_BALMU
OG0008416	sp|Q9UKC9|FBXL2_HUMAN	tr|A0A8C0D4K4|A0A8C0D4K4_BALMU
OG0008417	sp|Q9BWD1|THIC_HUMAN	tr|A0A8C0D827|A0A8C0D827_BALMU
OG0008418	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A8C0DFL3|A0A8C0DFL3_BALMU
OG0008419	sp|Q9HCJ1|ANKH_HUMAN	tr|A0A8C0DPQ9|A0A8C0DPQ9_BALMU
OG0008420	sp|Q92905|CSN5_HUMAN	tr|A0A8C0DY24|A0A8C0DY24_BALMU
OG0008421	sp|Q9NPB6|PAR6A_HUMAN	tr|A0A8C0DYW2|A0A8C0DYW2_BALMU
OG0008422	sp|Q9NRY4|RHG35_HUMAN	tr|A0A8C0E0M2|A0A8C0E0M2_BALMU
OG0008423	sp|Q8N5X7|IF4E3_HUMAN	tr|A0A8C0E2U2|A0A8C0E2U2_BALMU
OG0008424	sp|Q9NW75|GPTC2_HUMAN	tr|A0A8C0HUZ4|A0A8C0HUZ4_BALMU
OG0008425	sp|Q16875|F263_HUMAN	tr|A0A8C0HW41|A0A8C0HW41_BALMU
OG0008426	sp|Q96KX2|CAZA3_HUMAN	tr|A0A8C0HXV3|A0A8C0HXV3_BALMU
OG0008427	sp|Q8TD35|LKAM1_HUMAN	tr|A0A8C0HZ50|A0A8C0HZ50_BALMU
OG0008428	sp|Q96KR6|F210B_HUMAN	tr|A0A8C0I472|A0A8C0I472_BALMU
OG0008429	sp|Q71RC2|LARP4_HUMAN	tr|A0A8C0I5H3|A0A8C0I5H3_BALMU
OG0008430	sp|Q8TAP6|CEP76_HUMAN	tr|A0A8B8V284|A0A8B8V284_BALMU
OG0008431	sp|Q9Y5U5|TNR18_HUMAN	tr|A0A8B8V870|A0A8B8V870_BALMU
OG0008432	sp|O95260|ATE1_HUMAN	tr|A0A8B8VHN2|A0A8B8VHN2_BALMU
OG0008433	sp|Q8NDC4|MORN4_HUMAN	tr|A0A8B8VHS3|A0A8B8VHS3_BALMU
OG0008434	sp|Q9NRZ9|HELLS_HUMAN	tr|A0A8B8VL40|A0A8B8VL40_BALMU
OG0008435	sp|Q07002|CDK18_HUMAN	tr|A0A8B8VLD7|A0A8B8VLD7_BALMU
OG0008436	sp|O00322|UPK1A_HUMAN	tr|A0A8B8VVD1|A0A8B8VVD1_BALMU
OG0008437	sp|Q9NQC7|CYLD_HUMAN	tr|A0A8B8VWD0|A0A8B8VWD0_BALMU
OG0008438	sp|Q9UBT2|SAE2_HUMAN	tr|A0A8B8VY04|A0A8B8VY04_BALMU
OG0008439	sp|Q6ZNF0|ACP7_HUMAN	tr|A0A8B8VYX8|A0A8B8VYX8_BALMU
OG0008440	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A8B8VZL0|A0A8B8VZL0_BALMU
OG0008441	sp|Q6QNY0|BL1S3_HUMAN	tr|A0A8B8W0D3|A0A8B8W0D3_BALMU
OG0008442	sp|Q8N9M1|CS047_HUMAN	tr|A0A8B8W1U3|A0A8B8W1U3_BALMU
OG0008443	sp|Q86SG6|NEK8_HUMAN	tr|A0A8B8W6H2|A0A8B8W6H2_BALMU
OG0008444	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A8B8W7I7|A0A8B8W7I7_BALMU
OG0008445	sp|Q9UBK9|UXT_HUMAN	tr|A0A8B8WF21|A0A8B8WF21_BALMU
OG0008446	sp|P29965|CD40L_HUMAN	tr|A0A8B8WII4|A0A8B8WII4_BALMU
OG0008447	sp|P08910|ABHD2_HUMAN	tr|A0A8B8WJR8|A0A8B8WJR8_BALMU
OG0008448	sp|O95149|SPN1_HUMAN	tr|A0A8B8WTU8|A0A8B8WTU8_BALMU
OG0008449	sp|P15923|TFE2_HUMAN	tr|A0A8B8WW42|A0A8B8WW42_BALMU
OG0008450	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A8B8WWH7|A0A8B8WWH7_BALMU
OG0008451	sp|P42679|MATK_HUMAN	tr|A0A8B8WYC7|A0A8B8WYC7_BALMU
OG0008452	sp|O60431|OR1I1_HUMAN	tr|A0A8B8X104|A0A8B8X104_BALMU
OG0008453	sp|Q96K78|AGRG7_HUMAN	tr|A0A8B8X7V3|A0A8B8X7V3_BALMU
OG0008454	sp|P37840|SYUA_HUMAN	tr|A0A8B8XDX9|A0A8B8XDX9_BALMU
OG0008455	sp|P53370|NUDT6_HUMAN	tr|A0A8B8XFF8|A0A8B8XFF8_BALMU
OG0008456	sp|Q12904|AIMP1_HUMAN	tr|A0A8B8XGK7|A0A8B8XGK7_BALMU
OG0008457	sp|O15254|ACOX3_HUMAN	tr|A0A8B8XJV1|A0A8B8XJV1_BALMU
OG0008458	sp|Q8WXI9|P66B_HUMAN	tr|A0A8B8XSA2|A0A8B8XSA2_BALMU
OG0008459	sp|Q8NEW0|ZNT7_HUMAN	tr|A0A8B8Y0R6|A0A8B8Y0R6_BALMU
OG0008460	sp|P54105|ICLN_HUMAN	tr|A0A8B8Y0S7|A0A8B8Y0S7_BALMU
OG0008461	sp|Q96RT8|GCP5_HUMAN	tr|A0A8B8Y4B5|A0A8B8Y4B5_BALMU
OG0008462	sp|Q13651|I10R1_HUMAN	tr|A0A8B8Y9B0|A0A8B8Y9B0_BALMU
OG0008463	sp|P50549|ETV1_HUMAN	tr|A0A8B8YBT6|A0A8B8YBT6_BALMU
OG0008464	sp|Q9UK80|UBP21_HUMAN	tr|A0A8B8YCX4|A0A8B8YCX4_BALMU
