Orthogroup	Homo_sapiens	Marmota_marmota_marmota
OG0008036	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A8C5ZZK7|A0A8C5ZZK7_MARMA
OG0008037	sp|Q8WWV6|FCAMR_HUMAN	tr|A0A8C5YQ56|A0A8C5YQ56_MARMA
OG0008038	sp|Q92643|GPI8_HUMAN	tr|A0A8C5YMD1|A0A8C5YMD1_MARMA
OG0008039	sp|Q96G27|WBP1_HUMAN	tr|A0A8C5YVQ2|A0A8C5YVQ2_MARMA
OG0008040	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A8C5ZS99|A0A8C5ZS99_MARMA
OG0008041	sp|Q96MG8|PCMD1_HUMAN	tr|A0A8C5YJG8|A0A8C5YJG8_MARMA
OG0008042	sp|Q96PE7|MCEE_HUMAN	tr|A0A8C6A5T8|A0A8C6A5T8_MARMA
OG0008043	sp|Q96RP8|KCNA7_HUMAN	tr|A0A8C5ZFL1|A0A8C5ZFL1_MARMA
OG0008044	sp|Q9H0A0|NAT10_HUMAN	tr|A0A8C5ZBN0|A0A8C5ZBN0_MARMA
OG0008045	sp|Q9H116|GZF1_HUMAN	tr|A0A8C5YW37|A0A8C5YW37_MARMA
OG0008046	sp|Q9H227|GBA3_HUMAN	tr|A0A8C5ZTE5|A0A8C5ZTE5_MARMA
OG0008047	sp|Q9NX95|SYBU_HUMAN	tr|A0A8C5ZTW1|A0A8C5ZTW1_MARMA
OG0008048	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A8C5ZJX3|A0A8C5ZJX3_MARMA
OG0008049	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A8C6AA46|A0A8C6AA46_MARMA
OG0008050	sp|Q9NZU5|LMCD1_HUMAN	tr|A0A8C5Z4D6|A0A8C5Z4D6_MARMA
OG0008051	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A8C5ZSJ1|A0A8C5ZSJ1_MARMA
OG0008052	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A8C6ESV1|A0A8C6ESV1_MARMA
OG0008053	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A8C5Z0U4|A0A8C5Z0U4_MARMA
OG0008054	sp|Q9Y315|DEOC_HUMAN	tr|A0A8C5ZQY0|A0A8C5ZQY0_MARMA
OG0008055	sp|A0A5B6|TVB28_HUMAN	tr|A0A8C5Z5X1|A0A8C5Z5X1_MARMA
OG0008056	sp|A8MV24|CQ098_HUMAN	tr|A0A8C6A060|A0A8C6A060_MARMA
OG0008057	sp|H0UI37|TSTD3_HUMAN	tr|A0A8C5ZFW2|A0A8C5ZFW2_MARMA
OG0008058	sp|O14610|GBGT2_HUMAN	tr|A0A8C5YKS2|A0A8C5YKS2_MARMA
OG0008059	sp|O14744|ANM5_HUMAN	tr|A0A8C5ZL30|A0A8C5ZL30_MARMA
OG0008060	sp|O43823|AKAP8_HUMAN	tr|A0A8C6A6Y6|A0A8C6A6Y6_MARMA
OG0008061	sp|O75762|TRPA1_HUMAN	tr|A0A8C5YZP2|A0A8C5YZP2_MARMA
OG0008062	sp|O95402|MED26_HUMAN	tr|A0A8C6EZF0|A0A8C6EZF0_MARMA
OG0008063	sp|P02778|CXL10_HUMAN	tr|A0A8C5Z0N9|A0A8C5Z0N9_MARMA
OG0008064	sp|P0CG13|CTF8_HUMAN	tr|A0A8C6EUJ8|A0A8C6EUJ8_MARMA
OG0008065	sp|P15260|INGR1_HUMAN	tr|A0A8C5ZZ73|A0A8C5ZZ73_MARMA
OG0008066	sp|P16949|STMN1_HUMAN	tr|A0A8C5ZM17|A0A8C5ZM17_MARMA
OG0008067	sp|P19387|RPB3_HUMAN	tr|A0A8C6ES12|A0A8C6ES12_MARMA
OG0008068	sp|P21583|SCF_HUMAN	tr|A0A8C6EM49|A0A8C6EM49_MARMA
OG0008069	sp|P21860|ERBB3_HUMAN	tr|A0A8C5ZJ94|A0A8C5ZJ94_MARMA
OG0008070	sp|P42768|WASP_HUMAN	tr|A0A8C6ETI1|A0A8C6ETI1_MARMA
OG0008071	sp|P43121|MUC18_HUMAN	tr|A0A8C6A912|A0A8C6A912_MARMA
OG0008072	sp|P58743|S26A5_HUMAN	tr|A0A8C5ZUU2|A0A8C5ZUU2_MARMA
OG0008073	sp|P78383|S35B1_HUMAN	tr|A0A8C5YJ40|A0A8C5YJ40_MARMA
OG0008074	sp|Q13145|BAMBI_HUMAN	tr|A0A8C6A8D0|A0A8C6A8D0_MARMA
OG0008075	sp|Q14690|RRP5_HUMAN	tr|A0A8C5YJZ4|A0A8C5YJZ4_MARMA
OG0008076	sp|Q2M3R5|S35G1_HUMAN	tr|A0A8C5ZUN8|A0A8C5ZUN8_MARMA
OG0008077	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A8C5Z0Y6|A0A8C5Z0Y6_MARMA
OG0008078	sp|Q6NVU6|UFSP1_HUMAN	tr|A0A8C5ZDA1|A0A8C5ZDA1_MARMA
OG0008079	sp|Q6PD62|CTR9_HUMAN	tr|A0A8C5YND3|A0A8C5YND3_MARMA
OG0008080	sp|Q6ZV50|RFX8_HUMAN	tr|A0A8C5ZZB1|A0A8C5ZZB1_MARMA
OG0008081	sp|Q8IX03|KIBRA_HUMAN	tr|A0A8C5ZF27|A0A8C5ZF27_MARMA
OG0008082	sp|Q8IZ81|ELMD2_HUMAN	tr|A0A8C6EM21|A0A8C6EM21_MARMA
OG0008083	sp|Q8N158|GPC2_HUMAN	tr|A0A8C5ZF93|A0A8C5ZF93_MARMA
OG0008084	sp|Q8N8K9|K1958_HUMAN	tr|A0A8C6EN38|A0A8C6EN38_MARMA
OG0008085	sp|Q8NGC2|OR4E2_HUMAN	tr|A0A8C5ZKT1|A0A8C5ZKT1_MARMA
OG0008086	sp|Q8WZ19|BACD1_HUMAN	tr|A0A8C6ACS3|A0A8C6ACS3_MARMA
OG0008087	sp|Q96AW1|VOPP1_HUMAN	tr|A0A8C5ZNU7|A0A8C5ZNU7_MARMA
OG0008088	sp|Q96LT9|RNPC3_HUMAN	tr|A0A8C5Z9F8|A0A8C5Z9F8_MARMA
OG0008089	sp|Q96MY7|F161B_HUMAN	tr|A0A8C5ZP76|A0A8C5ZP76_MARMA
OG0008090	sp|Q96RL7|VP13A_HUMAN	tr|A0A8C5ZJ41|A0A8C5ZJ41_MARMA
OG0008091	sp|Q9BRX9|WDR83_HUMAN	tr|A0A8C6A415|A0A8C6A415_MARMA
OG0008092	sp|Q9BV99|LRC61_HUMAN	tr|A0A8C6EQ44|A0A8C6EQ44_MARMA
OG0008093	sp|Q9BVK8|TM147_HUMAN	tr|A0A8C5YYQ3|A0A8C5YYQ3_MARMA
OG0008094	sp|Q9H251|CAD23_HUMAN	tr|A0A8C5Z250|A0A8C5Z250_MARMA
OG0008095	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A8C5YVB4|A0A8C5YVB4_MARMA
OG0008096	sp|Q9H788|SH24A_HUMAN	tr|A0A8C5ZWJ4|A0A8C5ZWJ4_MARMA
OG0008097	sp|Q9HBE4|IL21_HUMAN	tr|A0A8C5ZIN9|A0A8C5ZIN9_MARMA
OG0008098	sp|Q9NQ66|PLCB1_HUMAN	tr|A0A8C5YNP9|A0A8C5YNP9_MARMA
OG0008099	sp|Q9NQG1|MANBL_HUMAN	tr|A0A8C5ZMZ9|A0A8C5ZMZ9_MARMA
OG0008100	sp|Q9NR12|PDLI7_HUMAN	tr|A0A8C6EPK9|A0A8C6EPK9_MARMA
OG0008101	sp|Q9NS93|TM7S3_HUMAN	tr|A0A8C6EWE4|A0A8C6EWE4_MARMA
OG0008102	sp|Q9NUN7|ACER3_HUMAN	tr|A0A8C5ZBL1|A0A8C5ZBL1_MARMA
OG0008103	sp|Q9NV79|PCMD2_HUMAN	tr|A0A8C5YIK9|A0A8C5YIK9_MARMA
OG0008104	sp|Q9NWS0|PIHD1_HUMAN	tr|A0A8C5Z6V0|A0A8C5Z6V0_MARMA
OG0008105	sp|Q9P0K1|ADA22_HUMAN	tr|A0A8C6A633|A0A8C6A633_MARMA
OG0008106	sp|Q9UJA9|ENPP5_HUMAN	tr|A0A8C6ACV6|A0A8C6ACV6_MARMA
OG0008107	sp|Q9UK96|FBX10_HUMAN	tr|A0A8C5Z0W2|A0A8C5Z0W2_MARMA
OG0008108	sp|A0A1B0GVV1|SIM35_HUMAN	tr|A0A8C6A8M3|A0A8C6A8M3_MARMA
OG0008109	sp|A6NFY4|NEMP2_HUMAN	tr|A0A8C5Z7F4|A0A8C5Z7F4_MARMA
OG0008110	sp|O14841|OPLA_HUMAN	tr|A0A8C6EQG5|A0A8C6EQG5_MARMA
OG0008111	sp|O60307|MAST3_HUMAN	tr|A0A8C5YNL2|A0A8C5YNL2_MARMA
OG0008112	sp|P06756|ITAV_HUMAN	tr|A0A8C5Z5L5|A0A8C5Z5L5_MARMA
OG0008113	sp|P08133|ANXA6_HUMAN	tr|A0A8C5ZKX8|A0A8C5ZKX8_MARMA
OG0008114	sp|P08397|HEM3_HUMAN	tr|A0A8C6A8K5|A0A8C6A8K5_MARMA
OG0008115	sp|P10914|IRF1_HUMAN	tr|A0A8C5ZST6|A0A8C5ZST6_MARMA
OG0008116	sp|P16333|NCK1_HUMAN	tr|A0A8C5ZZQ8|A0A8C5ZZQ8_MARMA
OG0008117	sp|P21926|CD9_HUMAN	tr|A0A8C5ZW61|A0A8C5ZW61_MARMA
OG0008118	sp|P24310|CX7A1_HUMAN	tr|A0A8C5YVC4|A0A8C5YVC4_MARMA
OG0008119	sp|P32926|DSG3_HUMAN	tr|A0A8C6ER53|A0A8C6ER53_MARMA
OG0008120	sp|P40616|ARL1_HUMAN	tr|A0A8C6EWG7|A0A8C6EWG7_MARMA
OG0008121	sp|P48165|CXA8_HUMAN	tr|A0A8C5ZMR7|A0A8C5ZMR7_MARMA
OG0008122	sp|P49798|RGS4_HUMAN	tr|A0A8C6A8R4|A0A8C6A8R4_MARMA
OG0008123	sp|P51570|GALK1_HUMAN	tr|A0A8C5Z9J1|A0A8C5Z9J1_MARMA
OG0008124	sp|P52333|JAK3_HUMAN	tr|A0A8C5YJI8|A0A8C5YJI8_MARMA
OG0008125	sp|Q03154|ACY1_HUMAN	tr|A0A8C5YL37|A0A8C5YL37_MARMA
OG0008126	sp|Q0VDF9|HSP7E_HUMAN	tr|A0A8C6AE13|A0A8C6AE13_MARMA
OG0008127	sp|Q0VFZ6|CF210_HUMAN	tr|A0A8C6ADZ2|A0A8C6ADZ2_MARMA
OG0008128	sp|Q15406|NR6A1_HUMAN	tr|A0A8C5ZXQ9|A0A8C5ZXQ9_MARMA
OG0008129	sp|Q2I0M4|LRC26_HUMAN	tr|A0A8C5Z8B4|A0A8C5Z8B4_MARMA
OG0008130	sp|Q3KNS1|PTHD3_HUMAN	tr|A0A8C6A9Y0|A0A8C6A9Y0_MARMA
OG0008132	sp|Q5JUQ0|FA78A_HUMAN	tr|A0A8C5ZEH6|A0A8C5ZEH6_MARMA
OG0008133	sp|Q63HQ0|AP1AR_HUMAN	tr|A0A8C5ZCV9|A0A8C5ZCV9_MARMA
OG0008134	sp|Q6DKJ4|NXN_HUMAN	tr|A0A8C6AD17|A0A8C6AD17_MARMA
OG0008135	sp|Q6UQ28|PLET1_HUMAN	tr|A0A8C6EZ38|A0A8C6EZ38_MARMA
OG0008136	sp|Q71RH2|TLC3B_HUMAN	tr|A0A8C6A9B6|A0A8C6A9B6_MARMA
OG0008137	sp|Q7Z4H8|PLGT3_HUMAN	tr|A0A8C5YKF6|A0A8C5YKF6_MARMA
OG0008138	sp|Q86WK9|PAQR7_HUMAN	tr|A0A8C6EUM4|A0A8C6EUM4_MARMA
OG0008139	sp|Q8IVL6|P3H3_HUMAN	tr|A0A8C5ZRP6|A0A8C5ZRP6_MARMA
OG0008140	sp|Q8IZF0|NALCN_HUMAN	tr|A0A8C6A357|A0A8C6A357_MARMA
OG0008141	sp|Q8N3J2|METL4_HUMAN	tr|A0A8C5Z9V1|A0A8C5Z9V1_MARMA
OG0008142	sp|Q8N807|PDILT_HUMAN	tr|A0A8C6A8J6|A0A8C6A8J6_MARMA
OG0008143	sp|Q8NBF6|AVL9_HUMAN	tr|A0A8C5Z9X1|A0A8C5Z9X1_MARMA
OG0008144	sp|Q8TE85|GRHL3_HUMAN	tr|A0A8C5ZXY4|A0A8C5ZXY4_MARMA
OG0008145	sp|Q8WUH2|TGFA1_HUMAN	tr|A0A8C5ZXB1|A0A8C5ZXB1_MARMA
OG0008146	sp|Q8WUS8|D42E1_HUMAN	tr|A0A8C6ESZ5|A0A8C6ESZ5_MARMA
OG0008147	sp|Q96CW6|S7A6O_HUMAN	tr|A0A8C5ZJP8|A0A8C5ZJP8_MARMA
OG0008148	sp|Q96HS1|PGAM5_HUMAN	tr|A0A8C5YW60|A0A8C5YW60_MARMA
OG0008149	sp|Q96SD1|DCR1C_HUMAN	tr|A0A8C6AC58|A0A8C6AC58_MARMA
OG0008150	sp|Q99460|PSMD1_HUMAN	tr|A0A8C5YQ22|A0A8C5YQ22_MARMA
OG0008151	sp|Q99541|PLIN2_HUMAN	tr|A0A8C5YZ50|A0A8C5YZ50_MARMA
OG0008152	sp|Q9BR11|ZSWM1_HUMAN	tr|A0A8C5Z121|A0A8C5Z121_MARMA
OG0008153	sp|Q9BRB3|PIGQ_HUMAN	tr|A0A8C5ZYI2|A0A8C5ZYI2_MARMA
OG0008154	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A8C5YXF7|A0A8C5YXF7_MARMA
OG0008155	sp|Q9GZX7|AICDA_HUMAN	tr|A0A8C5ZIN6|A0A8C5ZIN6_MARMA
OG0008156	sp|Q9H019|MFR1L_HUMAN	tr|A0A8C5ZPS5|A0A8C5ZPS5_MARMA
OG0008157	sp|Q9H5U6|ZCHC4_HUMAN	tr|A0A8C6EW71|A0A8C6EW71_MARMA
OG0008158	sp|Q9H8Y1|VRTN_HUMAN	tr|A0A8C5ZRE4|A0A8C5ZRE4_MARMA
OG0008159	sp|Q9HBY8|SGK2_HUMAN	tr|A0A8C6EUA7|A0A8C6EUA7_MARMA
OG0008160	sp|Q9NQ38|ISK5_HUMAN	tr|A0A8C5ZYU3|A0A8C5ZYU3_MARMA
OG0008161	sp|Q9NQ76|MEPE_HUMAN	tr|A0A8C5Z5J0|A0A8C5Z5J0_MARMA
OG0008162	sp|Q9NXV6|CARF_HUMAN	tr|A0A8C6ET78|A0A8C6ET78_MARMA
OG0008163	sp|Q9NZM5|NOP53_HUMAN	tr|A0A8C5ZI18|A0A8C5ZI18_MARMA
OG0008164	sp|Q9NZV1|CRIM1_HUMAN	tr|A0A8C5ZX45|A0A8C5ZX45_MARMA
OG0008165	sp|Q9P1W3|CSC1_HUMAN	tr|A0A8C6EWW1|A0A8C6EWW1_MARMA
OG0008166	sp|Q9UBK8|MTRR_HUMAN	tr|A0A8C5ZR88|A0A8C5ZR88_MARMA
OG0008167	sp|Q9UBP6|TRMB_HUMAN	tr|A0A8C5ZCT7|A0A8C5ZCT7_MARMA
OG0008168	sp|Q9UIJ5|ZDHC2_HUMAN	tr|A0A8C5Z800|A0A8C5Z800_MARMA
OG0008169	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A8C5Z8W5|A0A8C5Z8W5_MARMA
OG0008170	sp|Q9UPM9|B9D1_HUMAN	tr|A0A8C5Z3F7|A0A8C5Z3F7_MARMA
OG0008171	sp|Q9Y248|PSF2_HUMAN	tr|A0A8C6ESZ6|A0A8C6ESZ6_MARMA
OG0008172	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A8C5ZHI4|A0A8C5ZHI4_MARMA
OG0008173	sp|Q9Y388|RBMX2_HUMAN	tr|A0A8C5YWG2|A0A8C5YWG2_MARMA
OG0008174	sp|A4FU69|EFCB5_HUMAN	tr|A0A8C5YTQ2|A0A8C5YTQ2_MARMA
OG0008175	sp|A6NCN8|TEX52_HUMAN	tr|A0A8C5ZYX3|A0A8C5ZYX3_MARMA
OG0008176	sp|O00267|SPT5H_HUMAN	tr|A0A8C6A3H3|A0A8C6A3H3_MARMA
OG0008177	sp|O15393|TMPS2_HUMAN	tr|A0A8C5Z8T7|A0A8C5Z8T7_MARMA
OG0008178	sp|O43692|PI15_HUMAN	tr|A0A8C5Z063|A0A8C5Z063_MARMA
OG0008179	sp|O60936|NOL3_HUMAN	tr|A0A8C5YKM2|A0A8C5YKM2_MARMA
OG0008180	sp|O75509|TNR21_HUMAN	tr|A0A8C6ADI7|A0A8C6ADI7_MARMA
OG0008181	sp|O75751|S22A3_HUMAN	tr|A0A8C5Z979|A0A8C5Z979_MARMA
OG0008182	sp|P06681|CO2_HUMAN	tr|A0A8C5ZSX8|A0A8C5ZSX8_MARMA
OG0008183	sp|P08319|ADH4_HUMAN	tr|A0A8C5Z5Q1|A0A8C5Z5Q1_MARMA
OG0008184	sp|P10451|OSTP_HUMAN	tr|A0A8C5Z1W6|A0A8C5Z1W6_MARMA
OG0008185	sp|P28070|PSB4_HUMAN	tr|A0A8C5ZWS2|A0A8C5ZWS2_MARMA
OG0008186	sp|P28749|RBL1_HUMAN	tr|A0A8C5ZTL7|A0A8C5ZTL7_MARMA
OG0008187	sp|P35070|BTC_HUMAN	tr|A0A8C5Z333|A0A8C5Z333_MARMA
OG0008188	sp|P49767|VEGFC_HUMAN	tr|A0A8C5ZF75|A0A8C5ZF75_MARMA
OG0008189	sp|Q12879|NMDE1_HUMAN	tr|A0A8C5YYT7|A0A8C5YYT7_MARMA
OG0008190	sp|Q12893|TM115_HUMAN	tr|A0A8C5YUG2|A0A8C5YUG2_MARMA
OG0008191	sp|Q16880|CGT_HUMAN	tr|A0A8C5ZDY0|A0A8C5ZDY0_MARMA
OG0008192	sp|Q499Z3|SLNL1_HUMAN	tr|A0A8C5YSD8|A0A8C5YSD8_MARMA
OG0008193	sp|Q5HYC2|K2026_HUMAN	tr|A0A8C5YMZ4|A0A8C5YMZ4_MARMA
OG0008194	sp|Q5T1C6|THEM4_HUMAN	tr|A0A8C5ZVM5|A0A8C5ZVM5_MARMA
OG0008195	sp|Q5TAH2|SL9C2_HUMAN	tr|A0A8C6EWE1|A0A8C6EWE1_MARMA
OG0008196	sp|Q6NT32|EST5A_HUMAN	tr|A0A8C5ZCC7|A0A8C5ZCC7_MARMA
OG0008197	sp|Q6Y7W6|GGYF2_HUMAN	tr|A0A8C5YQH9|A0A8C5YQH9_MARMA
OG0008198	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A8C6EQA3|A0A8C6EQA3_MARMA
OG0008199	sp|Q7Z7J9|CK2N1_HUMAN	tr|A0A8C6A0U0|A0A8C6A0U0_MARMA
OG0008200	sp|Q86V35|CABP7_HUMAN	tr|A0A8C5ZSY3|A0A8C5ZSY3_MARMA
OG0008201	sp|Q86WB7|UN93A_HUMAN	tr|A0A8C6ERC0|A0A8C6ERC0_MARMA
OG0008202	sp|Q8IYN2|TCAL8_HUMAN	tr|A0A8C5YV20|A0A8C5YV20_MARMA
OG0008203	sp|Q8N1W2|ZN710_HUMAN	tr|A0A8C6EX62|A0A8C6EX62_MARMA
OG0008204	sp|Q8N2H9|PELI3_HUMAN	tr|A0A8C6A8N6|A0A8C6A8N6_MARMA
OG0008205	sp|Q92806|KCNJ9_HUMAN	tr|A0A8C6A5N8|A0A8C6A5N8_MARMA
OG0008206	sp|Q96HP8|T176A_HUMAN	tr|A0A8C5YYK1|A0A8C5YYK1_MARMA
OG0008207	sp|Q96JT2|S45A3_HUMAN	tr|A0A8C6EP59|A0A8C6EP59_MARMA
OG0008208	sp|Q96LK8|SPT32_HUMAN	tr|A0A8C6EN86|A0A8C6EN86_MARMA
OG0008209	sp|Q96M34|TEX55_HUMAN	tr|A0A8C5ZA05|A0A8C5ZA05_MARMA
OG0008210	sp|Q96N23|CFA54_HUMAN	tr|A0A8C6A3W2|A0A8C6A3W2_MARMA
OG0008211	sp|Q96PB1|CASD1_HUMAN	tr|A0A8C5ZLF9|A0A8C5ZLF9_MARMA
OG0008212	sp|Q96QK8|SIM14_HUMAN	tr|A0A8C5ZXB5|A0A8C5ZXB5_MARMA
OG0008213	sp|Q96RN1|S26A8_HUMAN	tr|A0A8C6AEL7|A0A8C6AEL7_MARMA
OG0008214	sp|Q96S65|CSRN1_HUMAN	tr|A0A8C5Z8T9|A0A8C5Z8T9_MARMA
OG0008215	sp|Q99645|EPYC_HUMAN	tr|A0A8C6A2T0|A0A8C6A2T0_MARMA
OG0008216	sp|Q9BWT6|MND1_HUMAN	tr|A0A8C5YT49|A0A8C5YT49_MARMA
OG0008217	sp|Q9BXV9|GON7_HUMAN	tr|A0A8C6ELX0|A0A8C6ELX0_MARMA
OG0008218	sp|Q9BY49|PECR_HUMAN	tr|A0A8C5ZV15|A0A8C5ZV15_MARMA
OG0008219	sp|Q9BZR8|B2L14_HUMAN	tr|A0A8C5ZTH8|A0A8C5ZTH8_MARMA
OG0008220	sp|Q9H3K2|GHITM_HUMAN	tr|A0A8C5ZG01|A0A8C5ZG01_MARMA
OG0008221	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A8C5YNL1|A0A8C5YNL1_MARMA
OG0008222	sp|Q9NVP2|ASF1B_HUMAN	tr|A0A8C6A4K8|A0A8C6A4K8_MARMA
OG0008223	sp|Q9UJC3|HOOK1_HUMAN	tr|A0A8C6EUV0|A0A8C6EUV0_MARMA
OG0008224	sp|Q9UKL6|PPCT_HUMAN	tr|A0A8C6EY68|A0A8C6EY68_MARMA
OG0008225	sp|Q9UQQ2|SH2B3_HUMAN	tr|A0A8C5YRR0|A0A8C5YRR0_MARMA
OG0008226	sp|Q9Y234|LIPT_HUMAN	tr|A0A8C5YPK4|A0A8C5YPK4_MARMA
OG0008227	sp|Q9Y2K1|ZBTB1_HUMAN	tr|A0A8C6A5F9|A0A8C6A5F9_MARMA
OG0008228	sp|Q9Y2V3|RX_HUMAN	tr|A0A8C5YWD7|A0A8C5YWD7_MARMA
OG0008229	sp|Q9Y330|ZBT12_HUMAN	tr|A0A8C6EVL7|A0A8C6EVL7_MARMA
OG0008230	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A8C6A0W5|A0A8C6A0W5_MARMA
OG0008231	sp|A5D8V7|ODAD3_HUMAN	tr|A0A8C6EXD4|A0A8C6EXD4_MARMA
OG0008232	sp|O15055|PER2_HUMAN	tr|A0A8C5YXY3|A0A8C5YXY3_MARMA
OG0008233	sp|O60543|CIDEA_HUMAN	tr|A0A8C6A1B8|A0A8C6A1B8_MARMA
OG0008234	sp|O75167|PHAR2_HUMAN	tr|A0A8C5YMN5|A0A8C5YMN5_MARMA
OG0008235	sp|O75391|SPAG7_HUMAN	tr|A0A8C5ZXP8|A0A8C5ZXP8_MARMA
OG0008236	sp|P02743|SAMP_HUMAN	tr|A0A8C6A979|A0A8C6A979_MARMA
OG0008237	sp|P09884|DPOLA_HUMAN	tr|A0A8C5Z8X3|A0A8C5Z8X3_MARMA
OG0008238	sp|P0C7P3|SLN14_HUMAN	tr|A0A8C6A1A0|A0A8C6A1A0_MARMA
OG0008239	sp|P0DP42|T225B_HUMAN	tr|A0A8C5YW80|A0A8C5YW80_MARMA
OG0008240	sp|P14784|IL2RB_HUMAN	tr|A0A8C5ZM43|A0A8C5ZM43_MARMA
OG0008241	sp|P15735|PHKG2_HUMAN	tr|A0A8C6AEJ3|A0A8C6AEJ3_MARMA
OG0008242	sp|P23921|RIR1_HUMAN	tr|A0A8C5ZJ89|A0A8C5ZJ89_MARMA
OG0008243	sp|P25067|CO8A2_HUMAN	tr|A0A8C5Z6B4|A0A8C5Z6B4_MARMA
OG0008244	sp|P25786|PSA1_HUMAN	tr|A0A8C5YQR9|A0A8C5YQR9_MARMA
OG0008245	sp|P26196|DDX6_HUMAN	tr|A0A8C6A820|A0A8C6A820_MARMA
OG0008246	sp|P28331|NDUS1_HUMAN	tr|A0A8C5ZJZ2|A0A8C5ZJZ2_MARMA
OG0008247	sp|P49768|PSN1_HUMAN	tr|A0A8C5ZPN2|A0A8C5ZPN2_MARMA
OG0008248	sp|P49913|CAMP_HUMAN	tr|A0A8C5YSY5|A0A8C5YSY5_MARMA
OG0008249	sp|P58549|FXYD7_HUMAN	tr|A0A8C5YZP3|A0A8C5YZP3_MARMA
OG0008250	sp|P68402|PA1B2_HUMAN	tr|A0A8C6A744|A0A8C6A744_MARMA
OG0008251	sp|Q02641|CACB1_HUMAN	tr|A0A8C6A157|A0A8C6A157_MARMA
OG0008252	sp|Q02818|NUCB1_HUMAN	tr|A0A8C5ZEC0|A0A8C5ZEC0_MARMA
OG0008253	sp|Q14206|RCAN2_HUMAN	tr|A0A8C6F084|A0A8C6F084_MARMA
OG0008254	sp|Q14508|WFDC2_HUMAN	tr|A0A8C5YVK1|A0A8C5YVK1_MARMA
OG0008255	sp|Q14624|ITIH4_HUMAN	tr|A0A8C5ZGP4|A0A8C5ZGP4_MARMA
OG0008256	sp|Q14D04|MELT_HUMAN	tr|A0A8C5ZQ05|A0A8C5ZQ05_MARMA
OG0008257	sp|Q15075|EEA1_HUMAN	tr|A0A8C6EXK0|A0A8C6EXK0_MARMA
OG0008258	sp|Q1ED39|KNOP1_HUMAN	tr|A0A8C6A8A1|A0A8C6A8A1_MARMA
OG0008259	sp|Q537H7|SPT45_HUMAN	tr|A0A8C5YID0|A0A8C5YID0_MARMA
OG0008260	sp|Q5FWF4|ZRAB3_HUMAN	tr|A0A8C6A407|A0A8C6A407_MARMA
OG0008261	sp|Q63HM1|KFA_HUMAN	tr|A0A8C5Z7A1|A0A8C5Z7A1_MARMA
OG0008262	sp|Q68BL7|OLM2A_HUMAN	tr|A0A8C5ZV02|A0A8C5ZV02_MARMA
OG0008263	sp|Q6NUJ2|CK087_HUMAN	tr|A0A8C5YKP5|A0A8C5YKP5_MARMA
OG0008264	sp|Q6PID6|TTC33_HUMAN	tr|A0A8C6EW17|A0A8C6EW17_MARMA
OG0008265	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A8C5Z8U0|A0A8C5Z8U0_MARMA
OG0008266	sp|Q7Z410|TMPS9_HUMAN	tr|A0A8C5ZQS2|A0A8C5ZQS2_MARMA
OG0008267	sp|Q7Z624|CMKMT_HUMAN	tr|A0A8C5ZAF2|A0A8C5ZAF2_MARMA
OG0008268	sp|Q8IWW8|HOT_HUMAN	tr|A0A8C5YRI1|A0A8C5YRI1_MARMA
OG0008269	sp|Q8IZ57|NRSN1_HUMAN	tr|A0A8C5YKR2|A0A8C5YKR2_MARMA
OG0008270	sp|Q8N119|MMP21_HUMAN	tr|A0A8C5YPP9|A0A8C5YPP9_MARMA
OG0008271	sp|Q8N720|ZN655_HUMAN	tr|A0A8C6EPR4|A0A8C6EPR4_MARMA
OG0008272	sp|Q8N8R5|CB069_HUMAN	tr|A0A8C5ZC20|A0A8C5ZC20_MARMA
OG0008273	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A8C6A9V7|A0A8C6A9V7_MARMA
OG0008274	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A8C5ZXZ4|A0A8C5ZXZ4_MARMA
OG0008275	sp|Q8TED9|AF1L1_HUMAN	tr|A0A8C5ZZJ4|A0A8C5ZZJ4_MARMA
OG0008276	sp|Q96ID5|IGS21_HUMAN	tr|A0A8C6EXH3|A0A8C6EXH3_MARMA
OG0008277	sp|Q96P48|ARAP1_HUMAN	tr|A0A8C5ZHB9|A0A8C5ZHB9_MARMA
OG0008278	sp|Q96P88|GNRR2_HUMAN	tr|A0A8C5ZMX7|A0A8C5ZMX7_MARMA
OG0008279	sp|Q96PL5|ERMAP_HUMAN	tr|A0A8C5YNH6|A0A8C5YNH6_MARMA
