Orthogroup	Homo_sapiens	Propithecus_coquereli
OG0007695	sp|P48556|PSMD8_HUMAN	tr|A0A2K6G0J6|A0A2K6G0J6_PROCO
OG0007696	sp|P49798|RGS4_HUMAN	tr|A0A2K6EH79|A0A2K6EH79_PROCO
OG0007697	sp|P51570|GALK1_HUMAN	tr|A0A2K6FM75|A0A2K6FM75_PROCO
OG0007698	sp|Q03154|ACY1_HUMAN	tr|A0A2K6FYY7|A0A2K6FYY7_PROCO
OG0007699	sp|Q0VDF9|HSP7E_HUMAN	tr|A0A2K6FJW8|A0A2K6FJW8_PROCO
OG0007700	sp|Q0VFZ6|CF210_HUMAN	tr|A0A2K6EKJ9|A0A2K6EKJ9_PROCO
OG0007701	sp|Q15406|NR6A1_HUMAN	tr|A0A2K6GRV8|A0A2K6GRV8_PROCO
OG0007702	sp|Q2I0M4|LRC26_HUMAN	tr|A0A2K6GKK9|A0A2K6GKK9_PROCO
OG0007703	sp|Q3KNS1|PTHD3_HUMAN	tr|A0A2K6EUF2|A0A2K6EUF2_PROCO
OG0007705	sp|Q5JUQ0|FA78A_HUMAN	tr|A0A2K6GCH3|A0A2K6GCH3_PROCO
OG0007706	sp|Q63HQ0|AP1AR_HUMAN	tr|A0A2K6FYK1|A0A2K6FYK1_PROCO
OG0007707	sp|Q6DKJ4|NXN_HUMAN	tr|A0A2K6EXS4|A0A2K6EXS4_PROCO
OG0007708	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A2K6FUA3|A0A2K6FUA3_PROCO
OG0007709	sp|Q6PIL6|KCIP4_HUMAN	tr|A0A2K6ES20|A0A2K6ES20_PROCO
OG0007710	sp|Q71RH2|TLC3B_HUMAN	tr|A0A2K6EPY7|A0A2K6EPY7_PROCO
OG0007711	sp|Q7Z4H8|PLGT3_HUMAN	tr|A0A2K6FSL7|A0A2K6FSL7_PROCO
OG0007712	sp|Q86VF2|IGFN1_HUMAN	tr|A0A2K6FF68|A0A2K6FF68_PROCO
OG0007713	sp|Q8IVL6|P3H3_HUMAN	tr|A0A2K6GFR3|A0A2K6GFR3_PROCO
OG0007714	sp|Q8IZF0|NALCN_HUMAN	tr|A0A2K6H065|A0A2K6H065_PROCO
OG0007715	sp|Q8N3J2|METL4_HUMAN	tr|A0A2K6FSP0|A0A2K6FSP0_PROCO
OG0007716	sp|Q8N807|PDILT_HUMAN	tr|A0A2K6F415|A0A2K6F415_PROCO
OG0007717	sp|Q8NBF6|AVL9_HUMAN	tr|A0A2K6G8C5|A0A2K6G8C5_PROCO
OG0007718	sp|Q8TE85|GRHL3_HUMAN	tr|A0A2K6G742|A0A2K6G742_PROCO
OG0007719	sp|Q8WUH2|TGFA1_HUMAN	tr|A0A2K6F390|A0A2K6F390_PROCO
OG0007720	sp|Q8WUS8|D42E1_HUMAN	tr|A0A2K6GH09|A0A2K6GH09_PROCO
OG0007721	sp|Q96CW6|S7A6O_HUMAN	tr|A0A2K6GS65|A0A2K6GS65_PROCO
OG0007722	sp|Q96HS1|PGAM5_HUMAN	tr|A0A2K6FCS2|A0A2K6FCS2_PROCO
OG0007723	sp|Q96SD1|DCR1C_HUMAN	tr|A0A2K6FH08|A0A2K6FH08_PROCO
OG0007724	sp|Q99460|PSMD1_HUMAN	tr|A0A2K6ES35|A0A2K6ES35_PROCO
OG0007725	sp|Q99541|PLIN2_HUMAN	tr|A0A2K6GS49|A0A2K6GS49_PROCO
OG0007726	sp|Q9BRB3|PIGQ_HUMAN	tr|A0A2K6ENX2|A0A2K6ENX2_PROCO
OG0007727	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A2K6F8P2|A0A2K6F8P2_PROCO
OG0007728	sp|Q9GZV7|HPLN2_HUMAN	tr|A0A2K6FUD2|A0A2K6FUD2_PROCO
OG0007729	sp|Q9GZZ1|NAA50_HUMAN	tr|A0A2K6FTF5|A0A2K6FTF5_PROCO
OG0007730	sp|Q9H019|MFR1L_HUMAN	tr|A0A2K6GXD3|A0A2K6GXD3_PROCO
OG0007731	sp|Q9H5U6|ZCHC4_HUMAN	tr|A0A2K6FNK1|A0A2K6FNK1_PROCO
OG0007732	sp|Q9HBY8|SGK2_HUMAN	tr|A0A2K6G126|A0A2K6G126_PROCO
OG0007733	sp|Q9NP59|S40A1_HUMAN	tr|A0A2K6GH41|A0A2K6GH41_PROCO
OG0007734	sp|Q9NQ38|ISK5_HUMAN	tr|A0A2K6FVN2|A0A2K6FVN2_PROCO
OG0007735	sp|Q9NQ76|MEPE_HUMAN	tr|A0A2K6H0C4|A0A2K6H0C4_PROCO
OG0007736	sp|Q9NXV6|CARF_HUMAN	tr|A0A2K6F7G9|A0A2K6F7G9_PROCO
OG0007737	sp|Q9NZM5|NOP53_HUMAN	tr|A0A2K6F6D3|A0A2K6F6D3_PROCO
OG0007738	sp|Q9NZV1|CRIM1_HUMAN	tr|A0A2K6FBQ5|A0A2K6FBQ5_PROCO
OG0007739	sp|Q9P1W3|CSC1_HUMAN	tr|A0A2K6GEY7|A0A2K6GEY7_PROCO
OG0007740	sp|Q9UBP6|TRMB_HUMAN	tr|A0A2K6EK82|A0A2K6EK82_PROCO
OG0007741	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A2K6GC60|A0A2K6GC60_PROCO
OG0007742	sp|Q9UPM9|B9D1_HUMAN	tr|A0A2K6GVU4|A0A2K6GVU4_PROCO
OG0007743	sp|Q9Y248|PSF2_HUMAN	tr|A0A2K6FMU9|A0A2K6FMU9_PROCO
OG0007744	sp|Q9Y388|RBMX2_HUMAN	tr|A0A2K6GMA6|A0A2K6GMA6_PROCO
OG0007745	sp|A4FU69|EFCB5_HUMAN	tr|A0A2K6F5L5|A0A2K6F5L5_PROCO
OG0007746	sp|O00267|SPT5H_HUMAN	tr|A0A2K6FXN7|A0A2K6FXN7_PROCO
OG0007747	sp|O15393|TMPS2_HUMAN	tr|A0A2K6FVB6|A0A2K6FVB6_PROCO
OG0007748	sp|O43692|PI15_HUMAN	tr|A0A2K6G1Y4|A0A2K6G1Y4_PROCO
OG0007749	sp|O60936|NOL3_HUMAN	tr|A0A2K6EKK8|A0A2K6EKK8_PROCO
OG0007750	sp|O75509|TNR21_HUMAN	tr|A0A2K6FUK5|A0A2K6FUK5_PROCO
OG0007751	sp|O75751|S22A3_HUMAN	tr|A0A2K6FES3|A0A2K6FES3_PROCO
OG0007752	sp|P06681|CO2_HUMAN	tr|A0A2K6FGT4|A0A2K6FGT4_PROCO
OG0007753	sp|P10451|OSTP_HUMAN	tr|A0A2K6EJQ2|A0A2K6EJQ2_PROCO
OG0007754	sp|P28749|RBL1_HUMAN	tr|A0A2K6FR99|A0A2K6FR99_PROCO
OG0007755	sp|P31942|HNRH3_HUMAN	tr|A0A2K6GX72|A0A2K6GX72_PROCO
OG0007756	sp|P35070|BTC_HUMAN	tr|A0A2K6FYN3|A0A2K6FYN3_PROCO
OG0007757	sp|P49767|VEGFC_HUMAN	tr|A0A2K6G4K4|A0A2K6G4K4_PROCO
OG0007758	sp|P62266|RS23_HUMAN	tr|A0A2K6GND3|A0A2K6GND3_PROCO
OG0007759	sp|Q12816|TROP_HUMAN	tr|A0A2K6G5X1|A0A2K6G5X1_PROCO
OG0007760	sp|Q12893|TM115_HUMAN	tr|A0A2K6EI75|A0A2K6EI75_PROCO
OG0007761	sp|Q14863|PO6F1_HUMAN	tr|A0A2K6FTY8|A0A2K6FTY8_PROCO
OG0007762	sp|Q16880|CGT_HUMAN	tr|A0A2K6FT91|A0A2K6FT91_PROCO
OG0007764	sp|Q499Z3|SLNL1_HUMAN	tr|A0A2K6FAH9|A0A2K6FAH9_PROCO
OG0007765	sp|Q5HYC2|K2026_HUMAN	tr|A0A2K6EK30|A0A2K6EK30_PROCO
OG0007766	sp|Q5T1C6|THEM4_HUMAN	tr|A0A2K6GU60|A0A2K6GU60_PROCO
OG0007767	sp|Q6NT32|EST5A_HUMAN	tr|A0A2K6G9L2|A0A2K6G9L2_PROCO
OG0007768	sp|Q6Y7W6|GGYF2_HUMAN	tr|A0A2K6F891|A0A2K6F891_PROCO
OG0007769	sp|Q6ZNG9|KRBA2_HUMAN	tr|A0A2K6FDF2|A0A2K6FDF2_PROCO
OG0007770	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A2K6EJS7|A0A2K6EJS7_PROCO
OG0007771	sp|Q7Z7J9|CK2N1_HUMAN	tr|A0A2K6G2L0|A0A2K6G2L0_PROCO
OG0007772	sp|Q86V35|CABP7_HUMAN	tr|A0A2K6G3N7|A0A2K6G3N7_PROCO
OG0007773	sp|Q86WB7|UN93A_HUMAN	tr|A0A2K6EY70|A0A2K6EY70_PROCO
OG0007774	sp|Q8IYN2|TCAL8_HUMAN	tr|A0A2K6EIU9|A0A2K6EIU9_PROCO
OG0007775	sp|Q8N1W2|ZN710_HUMAN	tr|A0A2K6FJD1|A0A2K6FJD1_PROCO
OG0007776	sp|Q92806|KCNJ9_HUMAN	tr|A0A2K6FCH9|A0A2K6FCH9_PROCO
OG0007777	sp|Q96HP8|T176A_HUMAN	tr|A0A2K6GIT0|A0A2K6GIT0_PROCO
OG0007778	sp|Q96JT2|S45A3_HUMAN	tr|A0A2K6FE06|A0A2K6FE06_PROCO
OG0007779	sp|Q96LK8|SPT32_HUMAN	tr|A0A2K6GTS3|A0A2K6GTS3_PROCO
OG0007780	sp|Q96M34|TEX55_HUMAN	tr|A0A2K6FUW1|A0A2K6FUW1_PROCO
OG0007781	sp|Q96N23|CFA54_HUMAN	tr|A0A2K6GCW2|A0A2K6GCW2_PROCO
OG0007782	sp|Q96PB1|CASD1_HUMAN	tr|A0A2K6FW81|A0A2K6FW81_PROCO
OG0007783	sp|Q96QK8|SIM14_HUMAN	tr|A0A2K6FMM0|A0A2K6FMM0_PROCO
OG0007784	sp|Q96RN1|S26A8_HUMAN	tr|A0A2K6EFR0|A0A2K6EFR0_PROCO
OG0007785	sp|Q96S65|CSRN1_HUMAN	tr|A0A2K6G3C2|A0A2K6G3C2_PROCO
OG0007787	sp|Q99645|EPYC_HUMAN	tr|A0A2K6EPE7|A0A2K6EPE7_PROCO
OG0007788	sp|Q9BXV9|GON7_HUMAN	tr|A0A2K6FC51|A0A2K6FC51_PROCO
OG0007789	sp|Q9BY49|PECR_HUMAN	tr|A0A2K6EXW1|A0A2K6EXW1_PROCO
OG0007790	sp|Q9BZR8|B2L14_HUMAN	tr|A0A2K6FPF8|A0A2K6FPF8_PROCO
OG0007791	sp|Q9H3K2|GHITM_HUMAN	tr|A0A2K6F3H2|A0A2K6F3H2_PROCO
OG0007792	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A2K6F4W1|A0A2K6F4W1_PROCO
OG0007793	sp|Q9NVP2|ASF1B_HUMAN	tr|A0A2K6EF94|A0A2K6EF94_PROCO
OG0007794	sp|Q9UKL6|PPCT_HUMAN	tr|A0A2K6EUW1|A0A2K6EUW1_PROCO
OG0007795	sp|Q9UQQ2|SH2B3_HUMAN	tr|A0A2K6GSN5|A0A2K6GSN5_PROCO
OG0007796	sp|Q9Y2K1|ZBTB1_HUMAN	tr|A0A2K6GKR7|A0A2K6GKR7_PROCO
OG0007797	sp|Q9Y2V3|RX_HUMAN	tr|A0A2K6FVY3|A0A2K6FVY3_PROCO
OG0007798	sp|Q9Y330|ZBT12_HUMAN	tr|A0A2K6ESS9|A0A2K6ESS9_PROCO
OG0007799	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A2K6FLI0|A0A2K6FLI0_PROCO
OG0007800	sp|Q9Y580|RBM7_HUMAN	tr|A0A2K6G5C1|A0A2K6G5C1_PROCO
OG0007802	sp|A1YPR0|ZBT7C_HUMAN	tr|A0A2K6FQQ7|A0A2K6FQQ7_PROCO
OG0007803	sp|A5D8V7|ODAD3_HUMAN	tr|A0A2K6EEU5|A0A2K6EEU5_PROCO
OG0007804	sp|O15055|PER2_HUMAN	tr|A0A2K6GX79|A0A2K6GX79_PROCO
OG0007805	sp|O60543|CIDEA_HUMAN	tr|A0A2K6GB79|A0A2K6GB79_PROCO
OG0007806	sp|O75167|PHAR2_HUMAN	tr|A0A2K6EET2|A0A2K6EET2_PROCO
OG0007807	sp|O75391|SPAG7_HUMAN	tr|A0A2K6FHD8|A0A2K6FHD8_PROCO
OG0007808	sp|P02743|SAMP_HUMAN	tr|A0A2K6EZB0|A0A2K6EZB0_PROCO
OG0007809	sp|P09884|DPOLA_HUMAN	tr|A0A2K6FDQ2|A0A2K6FDQ2_PROCO
OG0007810	sp|P0C7P3|SLN14_HUMAN	tr|A0A2K6FL42|A0A2K6FL42_PROCO
OG0007811	sp|P0DP42|T225B_HUMAN	tr|A0A2K6FVZ9|A0A2K6FVZ9_PROCO
OG0007812	sp|P14151|LYAM1_HUMAN	tr|A0A2K6EP06|A0A2K6EP06_PROCO
OG0007813	sp|P14784|IL2RB_HUMAN	tr|A0A2K6FHZ7|A0A2K6FHZ7_PROCO
OG0007814	sp|P15735|PHKG2_HUMAN	tr|A0A2K6EN43|A0A2K6EN43_PROCO
OG0007815	sp|P23921|RIR1_HUMAN	tr|A0A2K6GRR9|A0A2K6GRR9_PROCO
OG0007816	sp|P25067|CO8A2_HUMAN	tr|A0A2K6FK64|A0A2K6FK64_PROCO
OG0007817	sp|P26196|DDX6_HUMAN	tr|A0A2K6FV22|A0A2K6FV22_PROCO
OG0007818	sp|P28331|NDUS1_HUMAN	tr|A0A2K6FKM6|A0A2K6FKM6_PROCO
OG0007819	sp|P49768|PSN1_HUMAN	tr|A0A2K6FKH9|A0A2K6FKH9_PROCO
OG0007820	sp|P49913|CAMP_HUMAN	tr|A0A2K6GW17|A0A2K6GW17_PROCO
OG0007821	sp|P49918|CDN1C_HUMAN	tr|A0A2K6GP26|A0A2K6GP26_PROCO
OG0007822	sp|P58549|FXYD7_HUMAN	tr|A0A2K6FSI9|A0A2K6FSI9_PROCO
OG0007823	sp|P68402|PA1B2_HUMAN	tr|A0A2K6FW60|A0A2K6FW60_PROCO
OG0007824	sp|Q02818|NUCB1_HUMAN	tr|A0A2K6FEB8|A0A2K6FEB8_PROCO
OG0007825	sp|Q14508|WFDC2_HUMAN	tr|A0A2K6EKH4|A0A2K6EKH4_PROCO
OG0007826	sp|Q14624|ITIH4_HUMAN	tr|A0A2K6GY02|A0A2K6GY02_PROCO
OG0007827	sp|Q14D04|MELT_HUMAN	tr|A0A2K6FKG2|A0A2K6FKG2_PROCO
OG0007828	sp|Q15075|EEA1_HUMAN	tr|A0A2K6GJ51|A0A2K6GJ51_PROCO
OG0007829	sp|Q15935|ZNF77_HUMAN	tr|A0A2K6GFQ7|A0A2K6GFQ7_PROCO
OG0007830	sp|Q537H7|SPT45_HUMAN	tr|A0A2K6EQ67|A0A2K6EQ67_PROCO
OG0007831	sp|Q5TG30|RHG40_HUMAN	tr|A0A2K6GW73|A0A2K6GW73_PROCO
OG0007832	sp|Q63HM1|KFA_HUMAN	tr|A0A2K6GS11|A0A2K6GS11_PROCO
OG0007833	sp|Q68BL7|OLM2A_HUMAN	tr|A0A2K6FUT7|A0A2K6FUT7_PROCO
OG0007834	sp|Q6DHV7|ADAL_HUMAN	tr|A0A2K6F0W3|A0A2K6F0W3_PROCO
OG0007835	sp|Q6PID6|TTC33_HUMAN	tr|A0A2K6GFA9|A0A2K6GFA9_PROCO
OG0007836	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A2K6GAM3|A0A2K6GAM3_PROCO
OG0007837	sp|Q7Z410|TMPS9_HUMAN	tr|A0A2K6G8K0|A0A2K6G8K0_PROCO
OG0007838	sp|Q7Z624|CMKMT_HUMAN	tr|A0A2K6FTD2|A0A2K6FTD2_PROCO
OG0007839	sp|Q8IWW8|HOT_HUMAN	tr|A0A2K6H0L5|A0A2K6H0L5_PROCO
OG0007840	sp|Q8IZ57|NRSN1_HUMAN	tr|A0A2K6FAY9|A0A2K6FAY9_PROCO
OG0007841	sp|Q8N119|MMP21_HUMAN	tr|A0A2K6GD72|A0A2K6GD72_PROCO
OG0007842	sp|Q8N720|ZN655_HUMAN	tr|A0A2K6FE29|A0A2K6FE29_PROCO
OG0007843	sp|Q8N8R5|CB069_HUMAN	tr|A0A2K6EKM8|A0A2K6EKM8_PROCO
OG0007844	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A2K6F5K9|A0A2K6F5K9_PROCO
OG0007845	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A2K6GYR0|A0A2K6GYR0_PROCO
OG0007846	sp|Q8TED9|AF1L1_HUMAN	tr|A0A2K6FSU7|A0A2K6FSU7_PROCO
OG0007847	sp|Q8WW01|SEN15_HUMAN	tr|A0A2K6GZ69|A0A2K6GZ69_PROCO
OG0007848	sp|Q92558|WASF1_HUMAN	tr|A0A2K6EQ56|A0A2K6EQ56_PROCO
OG0007849	sp|Q96ID5|IGS21_HUMAN	tr|A0A2K6FDQ0|A0A2K6FDQ0_PROCO
OG0007850	sp|Q96P48|ARAP1_HUMAN	tr|A0A2K6G8G3|A0A2K6G8G3_PROCO
OG0007851	sp|Q96PL5|ERMAP_HUMAN	tr|A0A2K6FNF6|A0A2K6FNF6_PROCO
OG0007852	sp|Q96Q42|ALS2_HUMAN	tr|A0A2K6GM62|A0A2K6GM62_PROCO
OG0007853	sp|Q99417|MYCBP_HUMAN	tr|A0A2K6F5W1|A0A2K6F5W1_PROCO
OG0007854	sp|Q99747|SNAG_HUMAN	tr|A0A2K6FQD9|A0A2K6FQD9_PROCO
OG0007855	sp|Q9C037|TRIM4_HUMAN	tr|A0A2K6EHL0|A0A2K6EHL0_PROCO
OG0007856	sp|Q9HCE1|MOV10_HUMAN	tr|A0A2K6EIV3|A0A2K6EIV3_PROCO
OG0007857	sp|Q9UJY4|GGA2_HUMAN	tr|A0A2K6FLF5|A0A2K6FLF5_PROCO
OG0007858	sp|Q9UMS5|PHTF1_HUMAN	tr|A0A2K6F3D9|A0A2K6F3D9_PROCO
OG0007859	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A2K6GHR8|A0A2K6GHR8_PROCO
OG0007860	sp|Q9Y5Y5|PEX16_HUMAN	tr|A0A2K6F1R0|A0A2K6F1R0_PROCO
OG0007861	sp|A4D1Z8|GRIFN_HUMAN	tr|A0A2K6FR94|A0A2K6FR94_PROCO
OG0007862	sp|A6NES4|MRO2A_HUMAN	tr|A0A2K6FDH7|A0A2K6FDH7_PROCO
OG0007863	sp|B2RXH4|BTBDI_HUMAN	tr|A0A2K6G7W3|A0A2K6G7W3_PROCO
OG0007864	sp|O00221|IKBE_HUMAN	tr|A0A2K6FFR0|A0A2K6FFR0_PROCO
OG0007865	sp|O00322|UPK1A_HUMAN	tr|A0A2K6FA45|A0A2K6FA45_PROCO
OG0007866	sp|O14503|BHE40_HUMAN	tr|A0A2K6EVI9|A0A2K6EVI9_PROCO
OG0007867	sp|O60499|STX10_HUMAN	tr|A0A2K6GUR9|A0A2K6GUR9_PROCO
OG0007868	sp|O60637|TSN3_HUMAN	tr|A0A2K6GFM0|A0A2K6GFM0_PROCO
OG0007869	sp|O75818|RPP40_HUMAN	tr|A0A2K6EHL6|A0A2K6EHL6_PROCO
OG0007870	sp|O95249|GOSR1_HUMAN	tr|A0A2K6GNE2|A0A2K6GNE2_PROCO
OG0007871	sp|O95279|KCNK5_HUMAN	tr|A0A2K6FZS8|A0A2K6FZS8_PROCO
OG0007872	sp|P08567|PLEK_HUMAN	tr|A0A2K6EU71|A0A2K6EU71_PROCO
OG0007873	sp|P08709|FA7_HUMAN	tr|A0A2K6ETF4|A0A2K6ETF4_PROCO
OG0007874	sp|P10398|ARAF_HUMAN	tr|A0A2K6FBE5|A0A2K6FBE5_PROCO
OG0007875	sp|P18074|ERCC2_HUMAN	tr|A0A2K6F8W4|A0A2K6F8W4_PROCO
OG0007876	sp|P20810|ICAL_HUMAN	tr|A0A2K6G0P0|A0A2K6G0P0_PROCO
OG0007877	sp|P23508|CRCM_HUMAN	tr|A0A2K6F2M9|A0A2K6F2M9_PROCO
OG0007878	sp|P34059|GALNS_HUMAN	tr|A0A2K6FBR8|A0A2K6FBR8_PROCO
OG0007879	sp|P56730|NETR_HUMAN	tr|A0A2K6GL16|A0A2K6GL16_PROCO
OG0007880	sp|Q14254|FLOT2_HUMAN	tr|A0A2K6GAG3|A0A2K6GAG3_PROCO
OG0007881	sp|Q15274|NADC_HUMAN	tr|A0A2K6F482|A0A2K6F482_PROCO
OG0007882	sp|Q16627|CCL14_HUMAN	tr|A0A2K6EEE4|A0A2K6EEE4_PROCO
OG0007883	sp|Q52LR7|EPC2_HUMAN	tr|A0A2K6F9N1|A0A2K6F9N1_PROCO
OG0007884	sp|Q58A44|PCOTH_HUMAN	tr|A0A2K6FRS2|A0A2K6FRS2_PROCO
OG0007885	sp|Q5T1H1|EYS_HUMAN	tr|A0A2K6ERY9|A0A2K6ERY9_PROCO
OG0007886	sp|Q6P656|CF161_HUMAN	tr|A0A2K6ES36|A0A2K6ES36_PROCO
OG0007887	sp|Q70CQ3|UBP30_HUMAN	tr|A0A2K6F8E1|A0A2K6F8E1_PROCO
OG0007888	sp|Q86YI8|PHF13_HUMAN	tr|A0A2K6FJW0|A0A2K6FJW0_PROCO
OG0007889	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A2K6FVZ3|A0A2K6FVZ3_PROCO
OG0007890	sp|Q8N668|COMD1_HUMAN	tr|A0A2K6EGD9|A0A2K6EGD9_PROCO
OG0007891	sp|Q8N6G5|CGAT2_HUMAN	tr|A0A2K6G3Q3|A0A2K6G3Q3_PROCO
OG0007892	sp|Q8NC96|NECP1_HUMAN	tr|A0A2K6FPV1|A0A2K6FPV1_PROCO
OG0007893	sp|Q8TBM7|TM254_HUMAN	tr|A0A2K6G578|A0A2K6G578_PROCO
OG0007894	sp|Q8WWZ3|EDAD_HUMAN	tr|A0A2K6GEF1|A0A2K6GEF1_PROCO
OG0007895	sp|Q92609|TBCD5_HUMAN	tr|A0A2K6FU02|A0A2K6FU02_PROCO
OG0007896	sp|Q96AZ6|ISG20_HUMAN	tr|A0A2K6F4E1|A0A2K6F4E1_PROCO
OG0007897	sp|Q96CG8|CTHR1_HUMAN	tr|A0A2K6FPA2|A0A2K6FPA2_PROCO
OG0007898	sp|Q96EC8|YIPF6_HUMAN	tr|A0A2K6GG39|A0A2K6GG39_PROCO
OG0007899	sp|Q96GM1|PLPR2_HUMAN	tr|A0A2K6FIM6|A0A2K6FIM6_PROCO
OG0007900	sp|Q96IZ0|PAWR_HUMAN	tr|A0A2K6FKM3|A0A2K6FKM3_PROCO
OG0007901	sp|Q96MD2|KICS2_HUMAN	tr|A0A2K6EY39|A0A2K6EY39_PROCO
OG0007902	sp|Q9BRU9|UTP23_HUMAN	tr|A0A2K6F104|A0A2K6F104_PROCO
OG0007903	sp|Q9C0B5|ZDHC5_HUMAN	tr|A0A2K6GCI9|A0A2K6GCI9_PROCO
OG0007904	sp|Q9H2I8|LRMDA_HUMAN	tr|A0A2K6G2R9|A0A2K6G2R9_PROCO
OG0007905	sp|Q9H2L4|TMM60_HUMAN	tr|A0A2K6GPE2|A0A2K6GPE2_PROCO
OG0007906	sp|Q9H813|PACC1_HUMAN	tr|A0A2K6FLV7|A0A2K6FLV7_PROCO
OG0007907	sp|Q9H9V9|JMJD4_HUMAN	tr|A0A2K6FN72|A0A2K6FN72_PROCO
OG0007908	sp|Q9HBI0|PARVG_HUMAN	tr|A0A2K6GC90|A0A2K6GC90_PROCO
OG0007909	sp|Q9HBY0|NOX3_HUMAN	tr|A0A2K6F901|A0A2K6F901_PROCO
OG0007910	sp|Q9NPI5|NRK2_HUMAN	tr|A0A2K6G5R8|A0A2K6G5R8_PROCO
OG0007911	sp|Q9NQ86|TRI36_HUMAN	tr|A0A2K6FTL4|A0A2K6FTL4_PROCO
OG0007912	sp|Q9NVD3|SETD4_HUMAN	tr|A0A2K6G507|A0A2K6G507_PROCO
OG0007913	sp|Q9NWM0|SMOX_HUMAN	tr|A0A2K6GB54|A0A2K6GB54_PROCO
OG0007914	sp|Q9NWS9|ZN446_HUMAN	tr|A0A2K6FKF5|A0A2K6FKF5_PROCO
OG0007915	sp|Q9NZJ4|SACS_HUMAN	tr|A0A2K6F037|A0A2K6F037_PROCO
OG0007916	sp|Q9P016|THYN1_HUMAN	tr|A0A2K6EIP8|A0A2K6EIP8_PROCO
OG0007917	sp|Q9P2W9|STX18_HUMAN	tr|A0A2K6G698|A0A2K6G698_PROCO
OG0007918	sp|Q9UHP3|UBP25_HUMAN	tr|A0A2K6FYR8|A0A2K6FYR8_PROCO
OG0007919	sp|Q9UQC9|CLCA2_HUMAN	tr|A0A2K6GH37|A0A2K6GH37_PROCO
OG0007920	tr|A0A0B4J1T7|A0A0B4J1T7_HUMAN	tr|A0A2K6FD90|A0A2K6FD90_PROCO
OG0007921	sp|A0A1B0GUW7|SIM27_HUMAN	tr|A0A2K6FIQ3|A0A2K6FIQ3_PROCO
OG0007922	sp|A6NNL5|CO061_HUMAN	tr|A0A2K6FH77|A0A2K6FH77_PROCO
OG0007923	sp|E5RQL4|FONG_HUMAN	tr|A0A2K6FQF5|A0A2K6FQF5_PROCO
OG0007924	sp|O14966|RAB7L_HUMAN	tr|A0A2K6GS92|A0A2K6GS92_PROCO
OG0007925	sp|O43464|HTRA2_HUMAN	tr|A0A2K6GAB5|A0A2K6GAB5_PROCO
OG0007926	sp|O75420|GGYF1_HUMAN	tr|A0A2K6G4X3|A0A2K6G4X3_PROCO
OG0007927	sp|O75694|NU155_HUMAN	tr|A0A2K6ET21|A0A2K6ET21_PROCO
OG0007928	sp|P02656|APOC3_HUMAN	tr|A0A2K6FT92|A0A2K6FT92_PROCO
OG0007929	sp|P07332|FES_HUMAN	tr|A0A2K6GYS0|A0A2K6GYS0_PROCO
OG0007930	sp|P07360|CO8G_HUMAN	tr|A0A2K6G2G9|A0A2K6G2G9_PROCO
OG0007931	sp|P15622|ZN250_HUMAN	tr|A0A2K6FBI8|A0A2K6FBI8_PROCO
OG0007932	sp|P22670|RFX1_HUMAN	tr|A0A2K6FWR5|A0A2K6FWR5_PROCO
OG0007933	sp|P22748|CAH4_HUMAN	tr|A0A2K6FDW8|A0A2K6FDW8_PROCO
OG0007934	sp|P29373|RABP2_HUMAN	tr|A0A2K6FV32|A0A2K6FV32_PROCO
OG0007935	sp|P40879|S26A3_HUMAN	tr|A0A2K6EIQ2|A0A2K6EIQ2_PROCO
OG0007936	sp|P46721|SO1A2_HUMAN	tr|A0A2K6FXZ1|A0A2K6FXZ1_PROCO
OG0007937	sp|P47872|SCTR_HUMAN	tr|A0A2K6EYB3|A0A2K6EYB3_PROCO
OG0007938	sp|P48147|PPCE_HUMAN	tr|A0A2K6FIG7|A0A2K6FIG7_PROCO
OG0007939	sp|P48382|RFX5_HUMAN	tr|A0A2K6FES0|A0A2K6FES0_PROCO
OG0007940	sp|P53801|PTTG_HUMAN	tr|A0A2K6FU58|A0A2K6FU58_PROCO
OG0007941	sp|P56645|PER3_HUMAN	tr|A0A2K6EHP8|A0A2K6EHP8_PROCO
OG0007942	sp|P56696|KCNQ4_HUMAN	tr|A0A2K6FX99|A0A2K6FX99_PROCO
OG0007943	sp|P98174|FGD1_HUMAN	tr|A0A2K6FES4|A0A2K6FES4_PROCO
OG0007944	sp|Q05682|CALD1_HUMAN	tr|A0A2K6FIF6|A0A2K6FIF6_PROCO
OG0007945	sp|Q07011|TNR9_HUMAN	tr|A0A2K6GNK6|A0A2K6GNK6_PROCO
OG0007946	sp|Q13596|SNX1_HUMAN	tr|A0A2K6G6C5|A0A2K6G6C5_PROCO
OG0007947	sp|Q15643|TRIPB_HUMAN	tr|A0A2K6ENZ4|A0A2K6ENZ4_PROCO
