Orthogroup	Homo_sapiens	Castor_canadensis
OG0004911	sp|O00217|NDUS8_HUMAN	tr|A0A8B7V9H4|A0A8B7V9H4_CASCN
OG0004912	sp|Q8IZT6|ASPM_HUMAN	tr|A0A8B7VE11|A0A8B7VE11_CASCN
OG0004913	sp|Q9H228|S1PR5_HUMAN	tr|A0A8B7VFU7|A0A8B7VFU7_CASCN
OG0004914	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A8B7VLV4|A0A8B7VLV4_CASCN
OG0004915	sp|P31260|HXA10_HUMAN	tr|A0A8B7VTK2|A0A8B7VTK2_CASCN
OG0004916	sp|Q9P1W3|CSC1_HUMAN	tr|A0A8B7VYT4|A0A8B7VYT4_CASCN
OG0004917	sp|O75747|P3C2G_HUMAN	tr|A0A8B7WDE2|A0A8B7WDE2_CASCN
OG0004918	sp|Q6UWH4|GAK1B_HUMAN	tr|A0A8B7WF68|A0A8B7WF68_CASCN
OG0004919	sp|Q86YD5|LRAD3_HUMAN	tr|A0A8B7WG88|A0A8B7WG88_CASCN
OG0004920	sp|A5PLN7|F149A_HUMAN	tr|A0A8B7WJF3|A0A8B7WJF3_CASCN
OG0004921	sp|P32245|MC4R_HUMAN	tr|A0A8C0W2C1|A0A8C0W2C1_CASCN
OG0004922	sp|P28222|5HT1B_HUMAN	tr|A0A8C0WDC2|A0A8C0WDC2_CASCN
OG0004923	sp|Q8N865|CG031_HUMAN	tr|A0A8C0WES9|A0A8C0WES9_CASCN
OG0004924	sp|C9JVW0|INAM1_HUMAN	tr|A0A8C0WKP2|A0A8C0WKP2_CASCN
OG0004925	sp|A8K5M9|CO062_HUMAN	tr|A0A8C0WQC5|A0A8C0WQC5_CASCN
OG0004926	sp|Q9NZT2|OGFR_HUMAN	tr|A0A8C0X4D7|A0A8C0X4D7_CASCN
OG0004927	sp|Q8TAB5|CA216_HUMAN	tr|A0A8C0X4T7|A0A8C0X4T7_CASCN
OG0004928	sp|O43248|HXC11_HUMAN	tr|A0A8C0ZPZ2|A0A8C0ZPZ2_CASCN
OG0004929	sp|P32238|CCKAR_HUMAN	tr|A0A8C0ZWM0|A0A8C0ZWM0_CASCN
OG0004930	sp|P02647|APOA1_HUMAN	sp|P0DTU5|APOA1_CASCN
OG0004931	sp|Q9BQJ4|TMM47_HUMAN	tr|A0A250XVR6|A0A250XVR6_CASCN
OG0004932	sp|Q6PD74|AAGAB_HUMAN	tr|A0A250XYB7|A0A250XYB7_CASCN
OG0004933	sp|P61962|DCAF7_HUMAN	tr|A0A250XYY0|A0A250XYY0_CASCN
OG0004934	sp|Q9BS91|S35A5_HUMAN	tr|A0A250Y0K5|A0A250Y0K5_CASCN
OG0004935	sp|Q6Y288|B3GLT_HUMAN	tr|A0A250Y271|A0A250Y271_CASCN
OG0004936	sp|Q15311|RBP1_HUMAN	tr|A0A250Y3V2|A0A250Y3V2_CASCN
OG0004937	sp|P0C7T5|ATX1L_HUMAN	tr|A0A250Y462|A0A250Y462_CASCN
OG0004938	sp|Q9Y241|HIG1A_HUMAN	tr|A0A250Y8P5|A0A250Y8P5_CASCN
OG0004939	sp|O43678|NDUA2_HUMAN	tr|A0A250Y8Z4|A0A250Y8Z4_CASCN
OG0004940	sp|Q9NPJ4|PNRC2_HUMAN	tr|A0A250YA08|A0A250YA08_CASCN
OG0004941	sp|O43402|EMC8_HUMAN	tr|A0A250YC56|A0A250YC56_CASCN
OG0004942	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A250YDG5|A0A250YDG5_CASCN
OG0004943	sp|A5PLL7|PDES1_HUMAN	tr|A0A250YE44|A0A250YE44_CASCN
OG0004944	sp|O43164|PJA2_HUMAN	tr|A0A250YKV9|A0A250YKV9_CASCN
OG0004945	sp|Q8NG08|HELB_HUMAN	tr|A0A8B7THM0|A0A8B7THM0_CASCN
OG0004946	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A8B7TRW5|A0A8B7TRW5_CASCN
OG0004947	sp|Q9UPX6|MNAR1_HUMAN	tr|A0A8B7TS97|A0A8B7TS97_CASCN
OG0004948	sp|Q9H0B8|CRLD2_HUMAN	tr|A0A8B7U4J7|A0A8B7U4J7_CASCN
OG0004949	sp|Q96RU3|FNBP1_HUMAN	tr|A0A8B7U566|A0A8B7U566_CASCN
OG0004950	sp|P19838|NFKB1_HUMAN	tr|A0A8B7U8R3|A0A8B7U8R3_CASCN
OG0004951	sp|P29122|PCSK6_HUMAN	tr|A0A8B7UDP0|A0A8B7UDP0_CASCN
OG0004952	sp|Q719I0|AHSA2_HUMAN	tr|A0A8B7UEJ1|A0A8B7UEJ1_CASCN
OG0004953	sp|Q9BXW9|FACD2_HUMAN	tr|A0A8B7UVI2|A0A8B7UVI2_CASCN
OG0004954	sp|Q96G01|BICD1_HUMAN	tr|A0A8B7UWQ0|A0A8B7UWQ0_CASCN
OG0004955	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A8B7UX28|A0A8B7UX28_CASCN
OG0004956	sp|Q6NS38|ALKB2_HUMAN	tr|A0A8B7V0T4|A0A8B7V0T4_CASCN
OG0004957	sp|O43439|MTG8R_HUMAN	tr|A0A8B7V2A7|A0A8B7V2A7_CASCN
OG0004958	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A8B7V4A4|A0A8B7V4A4_CASCN
OG0004959	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A8B7VCG0|A0A8B7VCG0_CASCN
OG0004960	sp|Q9HCG8|CWC22_HUMAN	tr|A0A8B7VHQ5|A0A8B7VHQ5_CASCN
OG0004961	sp|P29474|NOS3_HUMAN	tr|A0A8B7VIY5|A0A8B7VIY5_CASCN
OG0004962	sp|Q9H3P2|NELFA_HUMAN	tr|A0A8B7VMS8|A0A8B7VMS8_CASCN
OG0004963	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A8B7VNC1|A0A8B7VNC1_CASCN
OG0004964	sp|Q9NQX4|MYO5C_HUMAN	tr|A0A8B7VQ51|A0A8B7VQ51_CASCN
OG0004965	sp|P85037|FOXK1_HUMAN	tr|A0A8B7VQE7|A0A8B7VQE7_CASCN
OG0004966	sp|Q8WYQ9|ZCH14_HUMAN	tr|A0A8B7VUY8|A0A8B7VUY8_CASCN
OG0004967	sp|Q8WXI8|CLC4D_HUMAN	tr|A0A8B7VY93|A0A8B7VY93_CASCN
OG0004968	sp|P14209|CD99_HUMAN	tr|A0A8B7W2D0|A0A8B7W2D0_CASCN
OG0004969	sp|Q86UX6|ST32C_HUMAN	tr|A0A8B7W3M7|A0A8B7W3M7_CASCN
OG0004970	sp|Q9NPR9|GP108_HUMAN	tr|A0A8B7W437|A0A8B7W437_CASCN
OG0004971	sp|P31947|1433S_HUMAN	tr|A0A8B7W4P9|A0A8B7W4P9_CASCN
OG0004972	sp|Q5T4F4|ZFY27_HUMAN	tr|A0A8B7W691|A0A8B7W691_CASCN
OG0004973	sp|P30307|MPIP3_HUMAN	tr|A0A8B7W9H0|A0A8B7W9H0_CASCN
OG0004974	sp|Q9H1N7|S35B3_HUMAN	tr|A0A8B7WBA6|A0A8B7WBA6_CASCN
OG0004975	sp|Q8N9Z2|CC71L_HUMAN	tr|A0A8B7WDM7|A0A8B7WDM7_CASCN
OG0004976	sp|Q504Y3|ZCPW2_HUMAN	tr|A0A8B7WF13|A0A8B7WF13_CASCN
OG0004977	sp|O15525|MAFG_HUMAN	tr|A0A8B7WJB5|A0A8B7WJB5_CASCN
OG0004978	sp|Q9HCJ2|LRC4C_HUMAN	tr|A0A8B7WK36|A0A8B7WK36_CASCN
OG0004979	sp|Q9UNN8|EPCR_HUMAN	tr|A0A8C0X1Q8|A0A8C0X1Q8_CASCN
OG0004980	sp|Q86XQ3|CTSR3_HUMAN	tr|A0A8C0ZV29|A0A8C0ZV29_CASCN
OG0004981	sp|P42857|NSG1_HUMAN	tr|A0A250XVR2|A0A250XVR2_CASCN
OG0004982	sp|Q5HYK3|COQ5_HUMAN	tr|A0A250XYS5|A0A250XYS5_CASCN
OG0004983	sp|Q9NRK6|ABCBA_HUMAN	tr|A0A250Y4P2|A0A250Y4P2_CASCN
OG0004984	sp|Q00341|VIGLN_HUMAN	tr|A0A250Y7E9|A0A250Y7E9_CASCN
OG0004985	sp|Q6UW68|TM205_HUMAN	tr|A0A250YBI2|A0A250YBI2_CASCN
OG0004986	sp|Q9BX73|TM2D2_HUMAN	tr|A0A250YCJ6|A0A250YCJ6_CASCN
OG0004987	sp|Q86V81|THOC4_HUMAN	tr|A0A250YDX6|A0A250YDX6_CASCN
OG0004988	sp|P00915|CAH1_HUMAN	tr|A0A250YE04|A0A250YE04_CASCN
OG0004989	sp|Q9GZM8|NDEL1_HUMAN	tr|A0A250YG84|A0A250YG84_CASCN
OG0004990	sp|Q8N490|PNKD_HUMAN	tr|A0A250YGP0|A0A250YGP0_CASCN
OG0004991	sp|P51575|P2RX1_HUMAN	tr|A0A250YHD4|A0A250YHD4_CASCN
OG0004992	sp|Q99536|VAT1_HUMAN	tr|A0A250YHI5|A0A250YHI5_CASCN
OG0004993	sp|Q9NRY6|PLS3_HUMAN	tr|A0A8B7TGV0|A0A8B7TGV0_CASCN
OG0004994	sp|P07358|CO8B_HUMAN	tr|A0A8B7TL49|A0A8B7TL49_CASCN
OG0004995	sp|P02774|VTDB_HUMAN	tr|A0A8B7TNT0|A0A8B7TNT0_CASCN
OG0004996	sp|O75121|MFA3L_HUMAN	tr|A0A8B7TQS2|A0A8B7TQS2_CASCN
OG0004997	sp|Q86WN2|IFNE_HUMAN	tr|A0A8B7TS53|A0A8B7TS53_CASCN
OG0004998	sp|Q9UNX9|KCJ14_HUMAN	tr|A0A8B7U1F7|A0A8B7U1F7_CASCN
OG0004999	sp|Q13873|BMPR2_HUMAN	tr|A0A8B7U767|A0A8B7U767_CASCN
OG0005000	sp|P12872|MOTI_HUMAN	tr|A0A8B7UJH6|A0A8B7UJH6_CASCN
OG0005001	sp|P20585|MSH3_HUMAN	tr|A0A8B7UUM1|A0A8B7UUM1_CASCN
OG0005002	sp|P14854|CX6B1_HUMAN	tr|A0A8B7UV69|A0A8B7UV69_CASCN
OG0005003	sp|Q8N145|LGI3_HUMAN	tr|A0A8B7V0D0|A0A8B7V0D0_CASCN
OG0005004	sp|Q86UU1|PHLB1_HUMAN	tr|A0A8B7V1T4|A0A8B7V1T4_CASCN
OG0005005	sp|Q3MIX3|ADCK5_HUMAN	tr|A0A8B7V4D3|A0A8B7V4D3_CASCN
OG0005006	sp|P41968|MC3R_HUMAN	tr|A0A8B7V4Q4|A0A8B7V4Q4_CASCN
OG0005007	sp|Q9HBI5|CC014_HUMAN	tr|A0A8B7V8K8|A0A8B7V8K8_CASCN
OG0005008	sp|Q8N3E9|PLCD3_HUMAN	tr|A0A8B7V8R1|A0A8B7V8R1_CASCN
OG0005009	sp|Q96T88|UHRF1_HUMAN	tr|A0A8B7V9A1|A0A8B7V9A1_CASCN
OG0005010	sp|F5H4B4|F227A_HUMAN	tr|A0A8B7VDJ7|A0A8B7VDJ7_CASCN
OG0005011	sp|Q99932|SPAG8_HUMAN	tr|A0A8B7VF13|A0A8B7VF13_CASCN
OG0005012	sp|Q96MX0|CKLF3_HUMAN	tr|A0A8B7VGH3|A0A8B7VGH3_CASCN
OG0005013	sp|Q96L33|RHOV_HUMAN	tr|A0A8B7VIW1|A0A8B7VIW1_CASCN
OG0005014	sp|Q5PT55|NTCP5_HUMAN	tr|A0A8B7VJY0|A0A8B7VJY0_CASCN
OG0005015	sp|Q8N144|CXD3_HUMAN	tr|A0A8B7VK56|A0A8B7VK56_CASCN
OG0005016	sp|Q6JEL2|KLH10_HUMAN	tr|A0A8B7VQ75|A0A8B7VQ75_CASCN
OG0005017	sp|Q96M91|CFA53_HUMAN	tr|A0A8B7VQ83|A0A8B7VQ83_CASCN
OG0005019	sp|P21917|DRD4_HUMAN	tr|A0A8B7W5L1|A0A8B7W5L1_CASCN
OG0005020	sp|Q96LA8|ANM6_HUMAN	tr|A0A8B7W5N6|A0A8B7W5N6_CASCN
OG0005021	sp|Q15645|PCH2_HUMAN	tr|A0A8B7W687|A0A8B7W687_CASCN
OG0005022	sp|P0DJH9|RD3L_HUMAN	tr|A0A8B7WGM9|A0A8B7WGM9_CASCN
OG0005023	sp|O43504|LTOR5_HUMAN	tr|A0A8B7WIW9|A0A8B7WIW9_CASCN
OG0005024	sp|O43173|SIA8C_HUMAN	tr|A0A8C0W5I8|A0A8C0W5I8_CASCN
OG0005025	sp|P61366|OSTN_HUMAN	tr|A0A8C0W7H8|A0A8C0W7H8_CASCN
OG0005026	sp|P52945|PDX1_HUMAN	tr|A0A8C0X3T0|A0A8C0X3T0_CASCN
OG0005027	sp|Q9UK28|TM59L_HUMAN	tr|A0A8C0X6B1|A0A8C0X6B1_CASCN
OG0005028	sp|Q9NRP2|COXM2_HUMAN	tr|A0A8C0XLI5|A0A8C0XLI5_CASCN
OG0005029	sp|P55899|FCGRN_HUMAN	tr|A0A8C0XNH5|A0A8C0XNH5_CASCN
OG0005030	sp|A2RRL7|TM213_HUMAN	tr|A0A8C0ZMG9|A0A8C0ZMG9_CASCN
OG0005031	sp|P06744|G6PI_HUMAN	tr|A0A8C0ZPY1|A0A8C0ZPY1_CASCN
OG0005032	sp|P02585|TNNC2_HUMAN	tr|A0A250XVE9|A0A250XVE9_CASCN
OG0005033	sp|Q9H0R3|TM222_HUMAN	tr|A0A250XWA7|A0A250XWA7_CASCN
OG0005034	sp|Q7Z7L8|CK096_HUMAN	tr|A0A250XX19|A0A250XX19_CASCN
OG0005035	sp|P25786|PSA1_HUMAN	tr|A0A250XXA6|A0A250XXA6_CASCN
OG0005036	sp|P21583|SCF_HUMAN	tr|A0A250XXE1|A0A250XXE1_CASCN
OG0005037	sp|Q8TE02|ELP5_HUMAN	tr|A0A250XXZ6|A0A250XXZ6_CASCN
OG0005038	sp|P20936|RASA1_HUMAN	tr|A0A250Y6F7|A0A250Y6F7_CASCN
OG0005039	sp|Q13084|RM28_HUMAN	tr|A0A250YDV0|A0A250YDV0_CASCN
OG0005040	sp|P33681|CD80_HUMAN	tr|A0A250YET7|A0A250YET7_CASCN
OG0005041	sp|P04181|OAT_HUMAN	tr|A0A250YI05|A0A250YI05_CASCN
OG0005042	sp|Q9NP70|AMBN_HUMAN	tr|A0A2Z2EAI4|A0A2Z2EAI4_CASCN
OG0005043	sp|Q86VD1|MORC1_HUMAN	tr|A0A8B7TGT3|A0A8B7TGT3_CASCN
OG0005044	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A8B7TJB3|A0A8B7TJB3_CASCN
OG0005045	sp|Q53RT3|APRV1_HUMAN	tr|A0A8B7TLA1|A0A8B7TLA1_CASCN
OG0005046	sp|Q9Y2B9|IPKG_HUMAN	tr|A0A8B7TSC6|A0A8B7TSC6_CASCN
OG0005047	sp|Q96KP6|TNIP3_HUMAN	tr|A0A8B7TSX6|A0A8B7TSX6_CASCN
OG0005048	sp|P62891|RL39_HUMAN	tr|A0A8B7TTE4|A0A8B7TTE4_CASCN
OG0005049	sp|Q68EM7|RHG17_HUMAN	tr|A0A8B7U7G4|A0A8B7U7G4_CASCN
OG0005050	sp|Q9P275|UBP36_HUMAN	tr|A0A8B7U7G6|A0A8B7U7G6_CASCN
OG0005051	sp|Q15562|TEAD2_HUMAN	tr|A0A8B7U7V8|A0A8B7U7V8_CASCN
OG0005052	sp|O00566|MPP10_HUMAN	tr|A0A8B7U884|A0A8B7U884_CASCN
OG0005053	sp|Q1ED39|KNOP1_HUMAN	tr|A0A8B7U8J1|A0A8B7U8J1_CASCN
OG0005054	sp|Q03468|ERCC6_HUMAN	tr|A0A8B7U8X7|A0A8B7U8X7_CASCN
OG0005055	sp|Q96D59|RN183_HUMAN	tr|A0A8B7U9I2|A0A8B7U9I2_CASCN
OG0005056	sp|Q14781|CBX2_HUMAN	tr|A0A8B7UAI0|A0A8B7UAI0_CASCN
OG0005057	sp|Q8WTW3|COG1_HUMAN	tr|A0A8B7UAR5|A0A8B7UAR5_CASCN
OG0005058	sp|Q96GW7|PGCB_HUMAN	tr|A0A8B7UI55|A0A8B7UI55_CASCN
OG0005059	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A8B7UMS1|A0A8B7UMS1_CASCN
OG0005060	sp|P57772|SELB_HUMAN	tr|A0A8B7UWV0|A0A8B7UWV0_CASCN
OG0005061	sp|Q14687|GSE1_HUMAN	tr|A0A8B7UXW9|A0A8B7UXW9_CASCN
OG0005062	sp|Q14703|MBTP1_HUMAN	tr|A0A8B7UYC7|A0A8B7UYC7_CASCN
OG0005063	sp|Q86Y22|CONA1_HUMAN	tr|A0A8B7V406|A0A8B7V406_CASCN
OG0005064	sp|Q9BYV1|AGT2_HUMAN	tr|A0A8B7V423|A0A8B7V423_CASCN
OG0005065	sp|O43684|BUB3_HUMAN	tr|A0A8B7V5W1|A0A8B7V5W1_CASCN
OG0005066	sp|Q8TAM1|BBS10_HUMAN	tr|A0A8B7V6X9|A0A8B7V6X9_CASCN
OG0005067	sp|Q9UK61|TASOR_HUMAN	tr|A0A8B7V989|A0A8B7V989_CASCN
OG0005068	sp|Q6UXY1|BI2L2_HUMAN	tr|A0A8B7VCR1|A0A8B7VCR1_CASCN
OG0005069	sp|Q8NGT2|O13J1_HUMAN	tr|A0A8B7VE23|A0A8B7VE23_CASCN
OG0005070	sp|Q5TGI0|FAXC_HUMAN	tr|A0A8B7VRE0|A0A8B7VRE0_CASCN
OG0005071	sp|O15393|TMPS2_HUMAN	tr|A0A8B7W0E5|A0A8B7W0E5_CASCN
OG0005072	sp|Q8WWF8|CAPSL_HUMAN	tr|A0A8B7W4L6|A0A8B7W4L6_CASCN
OG0005073	sp|O15315|RA51B_HUMAN	tr|A0A8B7WDY7|A0A8B7WDY7_CASCN
OG0005074	sp|Q9P215|POGK_HUMAN	tr|A0A8B7WF02|A0A8B7WF02_CASCN
OG0005075	sp|O00144|FZD9_HUMAN	tr|A0A8B7WIF7|A0A8B7WIF7_CASCN
OG0005076	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A8B7WJ09|A0A8B7WJ09_CASCN
OG0005077	sp|Q8IZD4|DCP1B_HUMAN	tr|A0A8B7WJM1|A0A8B7WJM1_CASCN
OG0005078	sp|P31249|HXD3_HUMAN	tr|A0A8C0W6W9|A0A8C0W6W9_CASCN
OG0005079	sp|Q13794|APR_HUMAN	tr|A0A8C0X1Z8|A0A8C0X1Z8_CASCN
OG0005080	sp|Q96GX2|A7L3B_HUMAN	tr|A0A8C0X7S4|A0A8C0X7S4_CASCN
OG0005081	sp|O60291|MGRN1_HUMAN	tr|A0A8C0XHT7|A0A8C0XHT7_CASCN
OG0005082	sp|Q9HAH7|FBRS_HUMAN	tr|A0A8C0XM41|A0A8C0XM41_CASCN
OG0005083	sp|Q9H7V2|SYNG1_HUMAN	tr|A0A8C0ZNB6|A0A8C0ZNB6_CASCN
OG0005084	sp|O75386|TULP3_HUMAN	tr|A0A250Y199|A0A250Y199_CASCN
OG0005085	sp|Q8N5C8|TAB3_HUMAN	tr|A0A250Y4H3|A0A250Y4H3_CASCN
OG0005086	sp|O15243|OBRG_HUMAN	tr|A0A250Y9N6|A0A250Y9N6_CASCN
OG0005087	sp|P83876|TXN4A_HUMAN	tr|A0A250YA31|A0A250YA31_CASCN
OG0005088	sp|Q08623|HDHD1_HUMAN	tr|A0A250YCW0|A0A250YCW0_CASCN
OG0005089	sp|Q712K3|UB2R2_HUMAN	tr|A0A250YDA9|A0A250YDA9_CASCN
OG0005090	sp|Q96DV4|RM38_HUMAN	tr|A0A250YH35|A0A250YH35_CASCN
OG0005091	sp|Q9UHJ6|SHPK_HUMAN	tr|A0A250YIR9|A0A250YIR9_CASCN
OG0005092	sp|O75443|TECTA_HUMAN	tr|A0A8B7TLP3|A0A8B7TLP3_CASCN
OG0005093	sp|Q8N3C7|CLIP4_HUMAN	tr|A0A8B7TQV5|A0A8B7TQV5_CASCN
OG0005094	sp|O15297|PPM1D_HUMAN	tr|A0A8B7U408|A0A8B7U408_CASCN
OG0005095	sp|Q9H2R5|KLK15_HUMAN	tr|A0A8B7UCA9|A0A8B7UCA9_CASCN
OG0005096	sp|Q5T1N1|AKND1_HUMAN	tr|A0A8B7UCI2|A0A8B7UCI2_CASCN
OG0005097	sp|O15078|CE290_HUMAN	tr|A0A8B7UE70|A0A8B7UE70_CASCN
OG0005098	sp|Q9BX74|TM2D1_HUMAN	tr|A0A8B7UFF7|A0A8B7UFF7_CASCN
OG0005099	sp|Q8IXQ8|PDZD9_HUMAN	tr|A0A8B7UJG4|A0A8B7UJG4_CASCN
OG0005100	sp|Q6P9F5|TRI40_HUMAN	tr|A0A8B7UM68|A0A8B7UM68_CASCN
OG0005101	sp|O75326|SEM7A_HUMAN	tr|A0A8B7UNL8|A0A8B7UNL8_CASCN
OG0005102	sp|Q8WY54|PPM1E_HUMAN	tr|A0A8B7UNQ5|A0A8B7UNQ5_CASCN
OG0005103	sp|Q9Y2V7|COG6_HUMAN	tr|A0A8B7UVL5|A0A8B7UVL5_CASCN
OG0005104	sp|Q8IUB5|WFD13_HUMAN	tr|A0A8B7UVR8|A0A8B7UVR8_CASCN
OG0005105	sp|Q9NRZ5|PLCD_HUMAN	tr|A0A8B7UZL3|A0A8B7UZL3_CASCN
OG0005106	sp|Q562F6|SGO2_HUMAN	tr|A0A8B7V9E4|A0A8B7V9E4_CASCN
OG0005107	sp|Q8WXC6|CSN9_HUMAN	tr|A0A8B7VEU1|A0A8B7VEU1_CASCN
OG0005108	sp|Q96I15|SCLY_HUMAN	tr|A0A8B7VGD1|A0A8B7VGD1_CASCN
OG0005109	sp|Q9H0A8|COMD4_HUMAN	tr|A0A8B7VK15|A0A8B7VK15_CASCN
OG0005110	sp|P35680|HNF1B_HUMAN	tr|A0A8B7VN52|A0A8B7VN52_CASCN
OG0005111	sp|Q9BXJ0|C1QT5_HUMAN	tr|A0A8B7VS52|A0A8B7VS52_CASCN
OG0005112	sp|Q8IWA6|CCD60_HUMAN	tr|A0A8B7VSL8|A0A8B7VSL8_CASCN
OG0005113	sp|O75382|TRIM3_HUMAN	tr|A0A8B7VTG1|A0A8B7VTG1_CASCN
OG0005114	sp|C9JL84|HHLA1_HUMAN	tr|A0A8B7VVZ3|A0A8B7VVZ3_CASCN
OG0005115	sp|A8MYP8|ODF3B_HUMAN	tr|A0A8B7VXT4|A0A8B7VXT4_CASCN
OG0005116	sp|Q9BXT6|M10L1_HUMAN	tr|A0A8B7W2G2|A0A8B7W2G2_CASCN
OG0005117	sp|Q9UN42|AT1B4_HUMAN	tr|A0A8B7W360|A0A8B7W360_CASCN
OG0005118	sp|Q9BVV7|TIM21_HUMAN	tr|A0A8B7W6M9|A0A8B7W6M9_CASCN
OG0005119	sp|P53701|CCHL_HUMAN	tr|A0A8B7WBV2|A0A8B7WBV2_CASCN
OG0005120	sp|Q5JY77|GASP1_HUMAN	tr|A0A8B7WEZ6|A0A8B7WEZ6_CASCN
OG0005121	sp|Q6ZNQ3|LRC69_HUMAN	tr|A0A8B7WII4|A0A8B7WII4_CASCN
OG0005122	sp|P78334|GBRE_HUMAN	tr|A0A8B7WJQ0|A0A8B7WJQ0_CASCN
OG0005123	sp|Q8WUT9|S2543_HUMAN	tr|A0A8B7WJX9|A0A8B7WJX9_CASCN
OG0005124	sp|Q13761|RUNX3_HUMAN	tr|A0A8C0XBE0|A0A8C0XBE0_CASCN
OG0005125	sp|Q99719|SEPT5_HUMAN	tr|A0A8C0XE71|A0A8C0XE71_CASCN
OG0005126	sp|Q9NPC3|CIP1_HUMAN	tr|A0A8C0XF50|A0A8C0XF50_CASCN
OG0005127	sp|O00623|PEX12_HUMAN	tr|A0A8C0XLF7|A0A8C0XLF7_CASCN
OG0005128	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A8C0XLI8|A0A8C0XLI8_CASCN
OG0005129	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A8C0XMH9|A0A8C0XMH9_CASCN
OG0005130	sp|Q15274|NADC_HUMAN	tr|A0A8C0XNM4|A0A8C0XNM4_CASCN
OG0005131	sp|Q9NSP4|CENPM_HUMAN	tr|A0A8C0XNX0|A0A8C0XNX0_CASCN
OG0005132	sp|O95897|NOE2_HUMAN	tr|A0A8C0XQ81|A0A8C0XQ81_CASCN
OG0005133	sp|Q5MAI5|CDKL4_HUMAN	tr|A0A8C0ZVF7|A0A8C0ZVF7_CASCN
OG0005134	sp|Q53HC0|CCD92_HUMAN	tr|A0A250XY85|A0A250XY85_CASCN
OG0005135	sp|Q9UQK1|PPR3C_HUMAN	tr|A0A250XY90|A0A250XY90_CASCN
OG0005136	sp|Q5T3F8|CSCL2_HUMAN	tr|A0A250Y5J3|A0A250Y5J3_CASCN
OG0005137	sp|Q9HAV4|XPO5_HUMAN	tr|A0A250Y7A0|A0A250Y7A0_CASCN
OG0005138	sp|Q9C005|DPY30_HUMAN	tr|A0A250Y8T2|A0A250Y8T2_CASCN
OG0005139	sp|O95807|TM50A_HUMAN	tr|A0A250YAP1|A0A250YAP1_CASCN
OG0005140	sp|Q9NVM1|EVA1B_HUMAN	tr|A0A250YAV9|A0A250YAV9_CASCN
OG0005141	sp|Q96DE0|NUD16_HUMAN	tr|A0A250YBM6|A0A250YBM6_CASCN
OG0005142	sp|P15880|RS2_HUMAN	tr|A0A250YEP5|A0A250YEP5_CASCN
OG0005143	sp|Q9Y4A0|JERKL_HUMAN	tr|A0A250YJI4|A0A250YJI4_CASCN
OG0005144	sp|Q8TC36|SUN5_HUMAN	tr|A0A8B7TJP8|A0A8B7TJP8_CASCN
OG0005145	sp|P49190|PTH2R_HUMAN	tr|A0A8B7TJU2|A0A8B7TJU2_CASCN
OG0005146	sp|Q96P65|QRFPR_HUMAN	tr|A0A8B7TN43|A0A8B7TN43_CASCN
OG0005147	sp|Q7Z3B1|NEGR1_HUMAN	tr|A0A8B7TU60|A0A8B7TU60_CASCN
OG0005148	sp|Q6U736|OPN5_HUMAN	tr|A0A8B7TVY6|A0A8B7TVY6_CASCN
OG0005149	sp|Q9BQ83|SLX1_HUMAN	tr|A0A8B7U5B4|A0A8B7U5B4_CASCN
OG0005150	sp|Q13772|NCOA4_HUMAN	tr|A0A8B7U8V7|A0A8B7U8V7_CASCN
OG0005151	sp|Q5JXC2|MIIP_HUMAN	tr|A0A8B7UCM7|A0A8B7UCM7_CASCN
OG0005152	sp|P35354|PGH2_HUMAN	tr|A0A8B7UCS2|A0A8B7UCS2_CASCN
OG0005153	sp|O43566|RGS14_HUMAN	tr|A0A8B7UGE5|A0A8B7UGE5_CASCN
OG0005154	sp|Q86WI3|NLRC5_HUMAN	tr|A0A8B7UKQ7|A0A8B7UKQ7_CASCN
OG0005155	sp|Q969R8|ITFG2_HUMAN	tr|A0A8B7URR8|A0A8B7URR8_CASCN
OG0005156	sp|Q9NZD2|GLTP_HUMAN	tr|A0A8B7USN2|A0A8B7USN2_CASCN
OG0005157	sp|Q02790|FKBP4_HUMAN	tr|A0A8B7USZ2|A0A8B7USZ2_CASCN
OG0005158	sp|Q96QS1|TSN32_HUMAN	tr|A0A8B7UY19|A0A8B7UY19_CASCN
OG0005159	sp|Q9Y4R8|TELO2_HUMAN	tr|A0A8B7V0W3|A0A8B7V0W3_CASCN
OG0005160	sp|Q9UIL8|PHF11_HUMAN	tr|A0A8B7V3D4|A0A8B7V3D4_CASCN
OG0005161	sp|Q06643|TNFC_HUMAN	tr|A0A8B7V3G1|A0A8B7V3G1_CASCN
OG0005162	sp|Q9P2A4|ABI3_HUMAN	tr|A0A8B7V4P4|A0A8B7V4P4_CASCN
