Orthogroup	Homo_sapiens	Physeter_macrocephalus
OG0005618	sp|Q96MI9|CBPC4_HUMAN	tr|A0A455BQ21|A0A455BQ21_PHYMC
OG0005619	sp|Q96SB8|SMC6_HUMAN	tr|A0A2Y9FN93|A0A2Y9FN93_PHYMC
OG0005620	sp|Q9BRP8|PYM1_HUMAN	tr|A0A2Y9FTN7|A0A2Y9FTN7_PHYMC
OG0005621	sp|Q9H628|RERGL_HUMAN	tr|A0A2Y9FMT8|A0A2Y9FMT8_PHYMC
OG0005622	sp|Q9HB21|PKHA1_HUMAN	tr|A0A2Y9SHY3|A0A2Y9SHY3_PHYMC
OG0005623	sp|Q9NQ55|SSF1_HUMAN	tr|A0A2Y9ELZ2|A0A2Y9ELZ2_PHYMC
OG0005624	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A2Y9FUI4|A0A2Y9FUI4_PHYMC
OG0005625	sp|Q9NVR7|TBCC1_HUMAN	tr|A0A2Y9FJ93|A0A2Y9FJ93_PHYMC
OG0005626	sp|Q9NXW9|ALKB4_HUMAN	tr|A0A2Y9EJD6|A0A2Y9EJD6_PHYMC
OG0005627	sp|Q9NYN1|RASLC_HUMAN	tr|A0A455BP64|A0A455BP64_PHYMC
OG0005628	sp|Q9NYX4|CALY_HUMAN	tr|A0A2Y9EGJ7|A0A2Y9EGJ7_PHYMC
OG0005629	sp|Q9NZD8|SPG21_HUMAN	tr|A0A2Y9T2Z6|A0A2Y9T2Z6_PHYMC
OG0005630	sp|Q9UDY2|ZO2_HUMAN	tr|A0A2Y9SV18|A0A2Y9SV18_PHYMC
OG0005631	sp|Q9UP79|ATS8_HUMAN	tr|A0A2Y9TFW6|A0A2Y9TFW6_PHYMC
OG0005632	sp|Q9Y2N7|HIF3A_HUMAN	tr|A0A2Y9EJD8|A0A2Y9EJD8_PHYMC
OG0005633	sp|Q9Y2X0|MED16_HUMAN	tr|A0A455B0L1|A0A455B0L1_PHYMC
OG0005634	sp|Q9Y547|IFT25_HUMAN	tr|A0A2Y9SEG1|A0A2Y9SEG1_PHYMC
OG0005635	sp|O00180|KCNK1_HUMAN	tr|A0A2Y9S5P9|A0A2Y9S5P9_PHYMC
OG0005636	sp|O15126|SCAM1_HUMAN	tr|A0A2Y9FST8|A0A2Y9FST8_PHYMC
OG0005637	sp|O15266|SHOX_HUMAN	tr|A0A2Y9S1E8|A0A2Y9S1E8_PHYMC
OG0005638	sp|O60422|ONEC3_HUMAN	tr|A0A2Y9TKI6|A0A2Y9TKI6_PHYMC
OG0005639	sp|O75529|TAF5L_HUMAN	tr|A0A2Y9S400|A0A2Y9S400_PHYMC
OG0005640	sp|O95388|CCN4_HUMAN	tr|A0A2Y9TAX7|A0A2Y9TAX7_PHYMC
OG0005641	sp|O95727|CRTAM_HUMAN	tr|A0A2Y9TA70|A0A2Y9TA70_PHYMC
OG0005642	sp|P04792|HSPB1_HUMAN	tr|A0A2Y9ELC5|A0A2Y9ELC5_PHYMC
OG0005643	sp|P05089|ARGI1_HUMAN	tr|A0A2Y9SJ54|A0A2Y9SJ54_PHYMC
OG0005644	sp|P09067|HXB5_HUMAN	tr|A0A2Y9EVV5|A0A2Y9EVV5_PHYMC
OG0005645	sp|P0C6C1|AN34C_HUMAN	tr|A0A2Y9EE93|A0A2Y9EE93_PHYMC
OG0005646	sp|P16930|FAAA_HUMAN	tr|A0A2Y9FLP7|A0A2Y9FLP7_PHYMC
OG0005647	sp|P27658|CO8A1_HUMAN	tr|A0A455BLS5|A0A455BLS5_PHYMC
OG0005648	sp|P27987|IP3KB_HUMAN	tr|A0A2Y9EHY7|A0A2Y9EHY7_PHYMC
OG0005649	sp|P31270|HXA11_HUMAN	tr|A0A2Y9F0S6|A0A2Y9F0S6_PHYMC
OG0005650	sp|P38935|SMBP2_HUMAN	tr|A0A455AGP8|A0A455AGP8_PHYMC
OG0005651	sp|P40225|TPO_HUMAN	tr|A0A2Y9SWP7|A0A2Y9SWP7_PHYMC
OG0005652	sp|P47874|OMP_HUMAN	tr|A0A455C7G2|A0A455C7G2_PHYMC
OG0005653	sp|P51610|HCFC1_HUMAN	tr|A0A455APF6|A0A455APF6_PHYMC
OG0005654	sp|P61009|SPCS3_HUMAN	tr|A0A2Y9RZ02|A0A2Y9RZ02_PHYMC
OG0005655	sp|P61244|MAX_HUMAN	tr|A0A2Y9F7L4|A0A2Y9F7L4_PHYMC
OG0005656	sp|P62861|RS30_HUMAN	tr|A0A2Y9TFH3|A0A2Y9TFH3_PHYMC
OG0005657	sp|Q00341|VIGLN_HUMAN	tr|A0A2Y9FP23|A0A2Y9FP23_PHYMC
OG0005658	sp|Q06323|PSME1_HUMAN	tr|A0A2Y9FWA2|A0A2Y9FWA2_PHYMC
OG0005659	sp|Q14940|SL9A5_HUMAN	tr|A0A2Y9FKY3|A0A2Y9FKY3_PHYMC
OG0005660	sp|Q14CX5|MF13A_HUMAN	tr|A0A2Y9SEK5|A0A2Y9SEK5_PHYMC
OG0005661	sp|Q15784|NDF2_HUMAN	tr|A0A2Y9T797|A0A2Y9T797_PHYMC
OG0005662	sp|Q17RY6|LY6K_HUMAN	tr|A0A2Y9FBI0|A0A2Y9FBI0_PHYMC
OG0005663	sp|Q5TF58|IFFO2_HUMAN	tr|A0A2Y9ELR0|A0A2Y9ELR0_PHYMC
OG0005664	sp|Q6GPH4|XAF1_HUMAN	tr|A0A455B991|A0A455B991_PHYMC
OG0005665	sp|Q6IE38|ISK14_HUMAN	tr|A0A2Y9S6E1|A0A2Y9S6E1_PHYMC
OG0005666	sp|Q6PL18|ATAD2_HUMAN	tr|A0A455C8B9|A0A455C8B9_PHYMC
OG0005667	sp|Q6R327|RICTR_HUMAN	tr|A0A2Y9ET67|A0A2Y9ET67_PHYMC
OG0005668	sp|Q7L8L6|FAKD5_HUMAN	tr|A0A2Y9S2V3|A0A2Y9S2V3_PHYMC
OG0005669	sp|Q7Z402|TMC7_HUMAN	tr|A0A2Y9SPN0|A0A2Y9SPN0_PHYMC
OG0005670	sp|Q86UE4|LYRIC_HUMAN	tr|A0A2Y9EFP6|A0A2Y9EFP6_PHYMC
OG0005671	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A2Y9TH01|A0A2Y9TH01_PHYMC
OG0005672	sp|Q8N7J2|AMER2_HUMAN	tr|A0A2Y9SSB5|A0A2Y9SSB5_PHYMC
OG0005673	sp|Q8N9V6|ANR53_HUMAN	tr|A0A2Y9TI62|A0A2Y9TI62_PHYMC
OG0005674	sp|Q8NB12|SMYD1_HUMAN	tr|A0A2Y9EIX6|A0A2Y9EIX6_PHYMC
OG0005675	sp|Q8NG31|KNL1_HUMAN	tr|A0A2Y9EYU8|A0A2Y9EYU8_PHYMC
OG0005676	sp|Q8TF50|ZN526_HUMAN	tr|A0A2Y9TCF7|A0A2Y9TCF7_PHYMC
OG0005677	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A2Y9EZK3|A0A2Y9EZK3_PHYMC
OG0005678	sp|Q92614|MY18A_HUMAN	tr|A0A455BYV9|A0A455BYV9_PHYMC
OG0005679	sp|Q96NL0|RUN3B_HUMAN	tr|A0A2Y9T5N7|A0A2Y9T5N7_PHYMC
OG0005680	sp|Q96PV0|SYGP1_HUMAN	tr|A0A2Y9SGP3|A0A2Y9SGP3_PHYMC
OG0005681	sp|Q96T49|PP16B_HUMAN	tr|A0A2Y9T1T9|A0A2Y9T1T9_PHYMC
OG0005682	sp|Q9BUM1|G6PC3_HUMAN	tr|A0A2Y9FPB1|A0A2Y9FPB1_PHYMC
OG0005683	sp|Q9BZD2|S29A3_HUMAN	tr|A0A455ALV1|A0A455ALV1_PHYMC
OG0005684	sp|Q9H765|ASB8_HUMAN	tr|A0A2Y9EK66|A0A2Y9EK66_PHYMC
OG0005685	sp|Q9NNZ3|DNJC4_HUMAN	tr|A0A455AVZ5|A0A455AVZ5_PHYMC
OG0005686	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A2Y9SIP2|A0A2Y9SIP2_PHYMC
OG0005687	sp|Q9NYK1|TLR7_HUMAN	tr|A0A2Y9FEY3|A0A2Y9FEY3_PHYMC
OG0005688	sp|Q9NYY3|PLK2_HUMAN	tr|A0A2Y9EKM7|A0A2Y9EKM7_PHYMC
OG0005689	sp|Q9NZU0|FLRT3_HUMAN	tr|A0A2Y9FMJ1|A0A2Y9FMJ1_PHYMC
OG0005690	sp|Q9UL40|ZN346_HUMAN	tr|A0A2Y9EIA4|A0A2Y9EIA4_PHYMC
OG0005691	sp|Q9ULC8|ZDHC8_HUMAN	tr|A0A2Y9FBG9|A0A2Y9FBG9_PHYMC
OG0005692	sp|Q9ULG6|CCPG1_HUMAN	tr|A0A455BTL8|A0A455BTL8_PHYMC
OG0005693	sp|Q9UNH6|SNX7_HUMAN	tr|A0A2Y9F8T0|A0A2Y9F8T0_PHYMC
OG0005694	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A2Y9SSZ0|A0A2Y9SSZ0_PHYMC
OG0005695	sp|A8MVW5|HECA2_HUMAN	tr|A0A2Y9FDW8|A0A2Y9FDW8_PHYMC
OG0005696	sp|O00327|BMAL1_HUMAN	tr|A0A2Y9F816|A0A2Y9F816_PHYMC
OG0005697	sp|O00744|WN10B_HUMAN	tr|A0A2Y9ER80|A0A2Y9ER80_PHYMC
OG0005698	sp|O14494|PLPP1_HUMAN	tr|A0A2Y9T7A2|A0A2Y9T7A2_PHYMC
OG0005699	sp|O15116|LSM1_HUMAN	tr|A0A2Y9FQB1|A0A2Y9FQB1_PHYMC
OG0005700	sp|O60477|BRNP1_HUMAN	tr|A0A2Y9SVJ7|A0A2Y9SVJ7_PHYMC
OG0005701	sp|P09086|PO2F2_HUMAN	tr|A0A455ABM2|A0A455ABM2_PHYMC
OG0005702	sp|P17947|SPI1_HUMAN	tr|A0A2Y9THP4|A0A2Y9THP4_PHYMC
OG0005703	sp|P33552|CKS2_HUMAN	tr|A0A2Y9T8M6|A0A2Y9T8M6_PHYMC
OG0005704	sp|P47897|SYQ_HUMAN	tr|A0A2Y9FVR5|A0A2Y9FVR5_PHYMC
OG0005705	sp|P47901|V1BR_HUMAN	tr|A0A2Y9EEF3|A0A2Y9EEF3_PHYMC
OG0005706	sp|P49069|CAMLG_HUMAN	tr|A0A2Y9ES22|A0A2Y9ES22_PHYMC
OG0005707	sp|P51511|MMP15_HUMAN	tr|A0A455AES3|A0A455AES3_PHYMC
OG0005708	sp|P55036|PSMD4_HUMAN	tr|A0A2Y9FVX6|A0A2Y9FVX6_PHYMC
OG0005709	sp|P55769|NH2L1_HUMAN	tr|A0A2Y9T313|A0A2Y9T313_PHYMC
OG0005710	sp|P98095|FBLN2_HUMAN	tr|A0A2Y9SUT3|A0A2Y9SUT3_PHYMC
OG0005711	sp|Q03403|TFF2_HUMAN	tr|A0A2Y9SBP7|A0A2Y9SBP7_PHYMC
OG0005712	sp|Q13608|PEX6_HUMAN	tr|A0A2Y9SPM2|A0A2Y9SPM2_PHYMC
OG0005713	sp|Q14919|NC2A_HUMAN	tr|A0A2Y9TJN1|A0A2Y9TJN1_PHYMC
OG0005714	sp|Q15554|TERF2_HUMAN	tr|A0A2Y9SQX1|A0A2Y9SQX1_PHYMC
OG0005715	sp|Q2M296|MTHSD_HUMAN	tr|A0A455ABK8|A0A455ABK8_PHYMC
OG0005716	sp|Q2QL34|MP17L_HUMAN	tr|A0A2Y9EQC6|A0A2Y9EQC6_PHYMC
OG0005717	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A2Y9TFE3|A0A2Y9TFE3_PHYMC
OG0005718	sp|Q5TA89|HES5_HUMAN	tr|A0A2Y9SQR6|A0A2Y9SQR6_PHYMC
OG0005719	sp|Q6FI81|CPIN1_HUMAN	tr|A0A2Y9FSA9|A0A2Y9FSA9_PHYMC
OG0005720	sp|Q6UXF1|TM108_HUMAN	tr|A0A2Y9TFK9|A0A2Y9TFK9_PHYMC
OG0005721	sp|Q7Z353|HDX_HUMAN	tr|A0A2Y9F0Q9|A0A2Y9F0Q9_PHYMC
OG0005722	sp|Q7Z443|PK1L3_HUMAN	tr|A0A455ABA9|A0A455ABA9_PHYMC
OG0005723	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A2Y9FNT3|A0A2Y9FNT3_PHYMC
OG0005724	sp|Q7Z699|SPRE1_HUMAN	tr|A0A2Y9S140|A0A2Y9S140_PHYMC
OG0005725	sp|Q8IVM0|CCD50_HUMAN	tr|A0A455BWD2|A0A455BWD2_PHYMC
OG0005726	sp|Q8IZD0|SAM14_HUMAN	tr|A0A2Y9TDR1|A0A2Y9TDR1_PHYMC
OG0005727	sp|Q8N0U7|CA087_HUMAN	tr|A0A2Y9SIX8|A0A2Y9SIX8_PHYMC
OG0005728	sp|Q8N7M0|DYLT5_HUMAN	tr|A0A2Y9F9E7|A0A2Y9F9E7_PHYMC
OG0005729	sp|Q8TB05|UBAD1_HUMAN	tr|A0A2Y9SLJ7|A0A2Y9SLJ7_PHYMC
OG0005730	sp|Q8WXX7|AUTS2_HUMAN	tr|A0A455C2L9|A0A455C2L9_PHYMC
OG0005731	sp|Q8WYP5|ELYS_HUMAN	tr|A0A2Y9TC78|A0A2Y9TC78_PHYMC
OG0005732	sp|Q92547|TOPB1_HUMAN	tr|A0A2Y9FDX7|A0A2Y9FDX7_PHYMC
OG0005733	sp|Q96ES6|MFSD3_HUMAN	tr|A0A2Y9S3X8|A0A2Y9S3X8_PHYMC
OG0005734	sp|Q96KP1|EXOC2_HUMAN	tr|A0A2Y9EFH2|A0A2Y9EFH2_PHYMC
OG0005735	sp|Q96MR6|CFA57_HUMAN	tr|A0A2Y9SS87|A0A2Y9SS87_PHYMC
OG0005736	sp|Q96RN5|MED15_HUMAN	tr|A0A455AV71|A0A455AV71_PHYMC
OG0005737	sp|Q9BT40|INP5K_HUMAN	tr|A0A2Y9T2B9|A0A2Y9T2B9_PHYMC
OG0005738	sp|Q9BX26|SYCP2_HUMAN	tr|A0A455C3F8|A0A455C3F8_PHYMC
OG0005739	sp|Q9BXB1|LGR4_HUMAN	tr|A0A2Y9F8T3|A0A2Y9F8T3_PHYMC
OG0005740	sp|Q9H063|MAF1_HUMAN	tr|A0A2Y9FA51|A0A2Y9FA51_PHYMC
OG0005741	sp|Q9H079|KTBL1_HUMAN	tr|A0A2Y9FQR8|A0A2Y9FQR8_PHYMC
OG0005742	sp|Q9H4I2|ZHX3_HUMAN	tr|A0A2Y9T870|A0A2Y9T870_PHYMC
OG0005743	sp|Q9H4K7|MTG2_HUMAN	tr|A0A2Y9EG38|A0A2Y9EG38_PHYMC
OG0005744	sp|Q9NPD8|UBE2T_HUMAN	tr|A0A455B7Q5|A0A455B7Q5_PHYMC
OG0005745	sp|Q9NQZ5|STAR7_HUMAN	tr|A0A455BUC5|A0A455BUC5_PHYMC
OG0005746	sp|Q9NWS6|F118A_HUMAN	tr|A0A2Y9FR05|A0A2Y9FR05_PHYMC
OG0005747	sp|Q9NY33|DPP3_HUMAN	tr|A0A455C747|A0A455C747_PHYMC
OG0005748	sp|Q9NYY8|FAKD2_HUMAN	tr|A0A2Y9EYS5|A0A2Y9EYS5_PHYMC
OG0005749	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A2Y9FBY3|A0A2Y9FBY3_PHYMC
OG0005750	sp|Q9UKP6|UR2R_HUMAN	tr|A0A2Y9FKG3|A0A2Y9FKG3_PHYMC
OG0005751	sp|Q9UL45|BL1S6_HUMAN	tr|A0A455BRC2|A0A455BRC2_PHYMC
OG0005752	sp|Q9ULH0|KDIS_HUMAN	tr|A0A455C912|A0A455C912_PHYMC
OG0005753	sp|Q9UPW0|FOXJ3_HUMAN	tr|A0A2Y9SUC6|A0A2Y9SUC6_PHYMC
OG0005754	sp|Q9Y4X4|KLF12_HUMAN	tr|A0A2Y9SRC1|A0A2Y9SRC1_PHYMC
OG0005755	sp|A1L4L8|PL8L1_HUMAN	tr|A0A2Y9SQP0|A0A2Y9SQP0_PHYMC
OG0005756	sp|A4D1B5|GSAP_HUMAN	tr|A0A2Y9F8P9|A0A2Y9F8P9_PHYMC
OG0005758	sp|C9JVW0|INAM1_HUMAN	tr|A0A2Y9EJG6|A0A2Y9EJG6_PHYMC
OG0005759	sp|O00273|DFFA_HUMAN	tr|A0A455AZK5|A0A455AZK5_PHYMC
OG0005760	sp|O00445|SYT5_HUMAN	tr|A0A2Y9EJK4|A0A2Y9EJK4_PHYMC
OG0005761	sp|O15027|SC16A_HUMAN	tr|A0A2Y9STH6|A0A2Y9STH6_PHYMC
OG0005762	sp|O43448|KCAB3_HUMAN	tr|A0A2Y9SY02|A0A2Y9SY02_PHYMC
OG0005763	sp|P00167|CYB5_HUMAN	tr|A0A2Y9F6W3|A0A2Y9F6W3_PHYMC
OG0005764	sp|P00441|SODC_HUMAN	tr|A0A2Y9SHR6|A0A2Y9SHR6_PHYMC
OG0005765	sp|P01588|EPO_HUMAN	tr|A0A2Y9SQU8|A0A2Y9SQU8_PHYMC
OG0005766	sp|P10619|PPGB_HUMAN	tr|A0A455AU64|A0A455AU64_PHYMC
OG0005767	sp|P10767|FGF6_HUMAN	tr|A0A2Y9F8Q5|A0A2Y9F8Q5_PHYMC
OG0005768	sp|P13994|YJU2B_HUMAN	tr|A0A2Y9FRX2|A0A2Y9FRX2_PHYMC
OG0005769	sp|P14416|DRD2_HUMAN	tr|A0A2Y9EWX4|A0A2Y9EWX4_PHYMC
OG0005770	sp|P20393|NR1D1_HUMAN	tr|A0A2Y9F083|A0A2Y9F083_PHYMC
OG0005771	sp|P23610|HAP40_HUMAN	tr|A0A2Y9S1S3|A0A2Y9S1S3_PHYMC
OG0005772	sp|P60673|PROF3_HUMAN	tr|A0A2Y9EJN5|A0A2Y9EJN5_PHYMC
OG0005773	sp|P61968|LMO4_HUMAN	tr|A0A2Y9EG09|A0A2Y9EG09_PHYMC
OG0005774	sp|Q05209|PTN12_HUMAN	tr|A0A2Y9S6C2|A0A2Y9S6C2_PHYMC
OG0005775	sp|Q05215|EGR4_HUMAN	tr|A0A2Y9EX64|A0A2Y9EX64_PHYMC
OG0005776	sp|Q08397|LOXL1_HUMAN	tr|A0A2Y9EYD6|A0A2Y9EYD6_PHYMC
OG0005777	sp|Q15743|OGR1_HUMAN	tr|A0A2Y9F2T8|A0A2Y9F2T8_PHYMC
OG0005778	sp|Q16531|DDB1_HUMAN	tr|A0A2Y9EPF4|A0A2Y9EPF4_PHYMC
OG0005779	sp|Q5T8P6|RBM26_HUMAN	tr|A0A455BX28|A0A455BX28_PHYMC
OG0005780	sp|Q5VZQ5|TEX36_HUMAN	tr|A0A2Y9FIM8|A0A2Y9FIM8_PHYMC
OG0005781	sp|Q63HM2|PCX4_HUMAN	tr|A0A2Y9FHZ6|A0A2Y9FHZ6_PHYMC
OG0005782	sp|Q7L591|DOK3_HUMAN	tr|A0A455AWR7|A0A455AWR7_PHYMC
OG0005783	sp|Q7Z333|SETX_HUMAN	tr|A0A2Y9S3I5|A0A2Y9S3I5_PHYMC
OG0005784	sp|Q7Z3E1|PARPT_HUMAN	tr|A0A2Y9ESF5|A0A2Y9ESF5_PHYMC
OG0005785	sp|Q86YN1|DOPP1_HUMAN	tr|A0A2Y9EKD8|A0A2Y9EKD8_PHYMC
OG0005786	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A2Y9SA81|A0A2Y9SA81_PHYMC
OG0005787	sp|Q8N0S2|SYCE1_HUMAN	tr|A0A2Y9SLL5|A0A2Y9SLL5_PHYMC
OG0005788	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A455AHP8|A0A455AHP8_PHYMC
OG0005789	sp|Q8N9N5|BANP_HUMAN	tr|A0A455AE96|A0A455AE96_PHYMC
OG0005790	sp|Q8NC51|PAIRB_HUMAN	tr|A0A2Y9FFZ0|A0A2Y9FFZ0_PHYMC
OG0005791	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A2Y9F0W6|A0A2Y9F0W6_PHYMC
OG0005792	sp|Q8NDH2|CC168_HUMAN	tr|A0A2Y9ES06|A0A2Y9ES06_PHYMC
OG0005793	sp|Q8TAX0|OSR1_HUMAN	tr|A0A2Y9S8X1|A0A2Y9S8X1_PHYMC
OG0005794	sp|Q8TER5|ARH40_HUMAN	tr|A0A2Y9ELH1|A0A2Y9ELH1_PHYMC
OG0005795	sp|Q92552|RT27_HUMAN	tr|A0A2Y9S9X0|A0A2Y9S9X0_PHYMC
OG0005796	sp|Q969F9|HPS3_HUMAN	tr|A0A2Y9TH78|A0A2Y9TH78_PHYMC
OG0005797	sp|Q96BI3|APH1A_HUMAN	tr|A0A2Y9EX93|A0A2Y9EX93_PHYMC
OG0005798	sp|Q96BP2|CHCH1_HUMAN	tr|A0A2Y9F5A2|A0A2Y9F5A2_PHYMC
OG0005799	sp|Q96HA4|CA159_HUMAN	tr|A0A2Y9FU80|A0A2Y9FU80_PHYMC
OG0005800	sp|Q96PG8|BBC3B_HUMAN	tr|A0A455AQI2|A0A455AQI2_PHYMC
OG0005801	sp|Q96RE7|NACC1_HUMAN	tr|A0A2Y9EKT9|A0A2Y9EKT9_PHYMC
OG0005802	sp|Q99527|GPER1_HUMAN	tr|A0A2Y9F4I6|A0A2Y9F4I6_PHYMC
OG0005803	sp|Q9BZJ7|GPR62_HUMAN	tr|A0A2Y9SVP4|A0A2Y9SVP4_PHYMC
OG0005804	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A2Y9FIU2|A0A2Y9FIU2_PHYMC
OG0005805	sp|Q9H0B3|IQCN_HUMAN	tr|A0A2Y9TL30|A0A2Y9TL30_PHYMC
OG0005806	sp|Q9H190|SDCB2_HUMAN	tr|A0A2Y9T7A6|A0A2Y9T7A6_PHYMC
OG0005807	sp|Q9H1Y0|ATG5_HUMAN	tr|A0A2Y9EJZ0|A0A2Y9EJZ0_PHYMC
OG0005808	sp|Q9HCI7|MSL2_HUMAN	tr|A0A2Y9EIY1|A0A2Y9EIY1_PHYMC
OG0005809	sp|Q9HCS7|SYF1_HUMAN	tr|A0A2Y9ER40|A0A2Y9ER40_PHYMC
OG0005810	sp|Q9NPR2|SEM4B_HUMAN	tr|A0A2Y9ENK9|A0A2Y9ENK9_PHYMC
OG0005811	sp|Q9NRR6|INP5E_HUMAN	tr|A0A2Y9SXS0|A0A2Y9SXS0_PHYMC
OG0005812	sp|Q9NUL3|STAU2_HUMAN	tr|A0A455C404|A0A455C404_PHYMC
OG0005813	sp|Q9NWA0|MED9_HUMAN	tr|A0A2Y9FEH8|A0A2Y9FEH8_PHYMC
OG0005814	sp|Q9NZ42|PEN2_HUMAN	tr|A0A2Y9EFC6|A0A2Y9EFC6_PHYMC
OG0005815	sp|Q9UJV9|DDX41_HUMAN	tr|A0A2Y9EIC9|A0A2Y9EIC9_PHYMC
OG0005816	sp|Q9ULC0|MUCEN_HUMAN	tr|A0A455BHV9|A0A455BHV9_PHYMC
OG0005817	sp|Q9Y673|ALG5_HUMAN	tr|A0A2Y9SWG8|A0A2Y9SWG8_PHYMC
OG0005818	sp|Q9Y6F1|PARP3_HUMAN	tr|A0A455B6Z5|A0A455B6Z5_PHYMC
OG0005819	sp|A6NFX1|MFS2B_HUMAN	tr|A0A2Y9SDF1|A0A2Y9SDF1_PHYMC
OG0005820	sp|A6NNX1|RIAD1_HUMAN	tr|A0A2Y9F8M3|A0A2Y9F8M3_PHYMC
OG0005821	sp|O00623|PEX12_HUMAN	tr|A0A2Y9EPF8|A0A2Y9EPF8_PHYMC
OG0005822	sp|O14978|ZN263_HUMAN	tr|A0A2Y9FF52|A0A2Y9FF52_PHYMC
OG0005823	sp|O15085|ARHGB_HUMAN	tr|A0A455B6J4|A0A455B6J4_PHYMC
OG0005824	sp|O15127|SCAM2_HUMAN	tr|A0A2Y9FA49|A0A2Y9FA49_PHYMC
OG0005825	sp|O43193|MTLR_HUMAN	tr|A0A2Y9EMG9|A0A2Y9EMG9_PHYMC
OG0005826	sp|O43813|LANC1_HUMAN	tr|A0A2Y9SNY8|A0A2Y9SNY8_PHYMC
OG0005827	sp|O75970|MPDZ_HUMAN	tr|A0A455BM32|A0A455BM32_PHYMC
OG0005828	sp|P0DPB6|RPAC2_HUMAN	tr|A0A2Y9SUC3|A0A2Y9SUC3_PHYMC
OG0005829	sp|P12259|FA5_HUMAN	tr|A0A455BKS6|A0A455BKS6_PHYMC
OG0005830	sp|P12645|BMP3_HUMAN	tr|A0A2Y9EWV5|A0A2Y9EWV5_PHYMC
OG0005831	sp|P14317|HCLS1_HUMAN	tr|A0A2Y9EQB4|A0A2Y9EQB4_PHYMC
OG0005832	sp|P14780|MMP9_HUMAN	tr|A0A2Y9F7A6|A0A2Y9F7A6_PHYMC
OG0005833	sp|P43235|CATK_HUMAN	tr|A0A2Y9FTT0|A0A2Y9FTT0_PHYMC
OG0005834	sp|P48736|PK3CG_HUMAN	tr|A0A2Y9F6Y3|A0A2Y9F6Y3_PHYMC
OG0005835	sp|P52434|RPAB3_HUMAN	tr|A0A2Y9FHY6|A0A2Y9FHY6_PHYMC
OG0005836	sp|P54107|CRIS1_HUMAN	tr|A0A2Y9EHP6|A0A2Y9EHP6_PHYMC
OG0005837	sp|P56270|MAZ_HUMAN	tr|A0A2Y9S5M4|A0A2Y9S5M4_PHYMC
OG0005838	sp|P56750|CLD17_HUMAN	tr|A0A2Y9FPG5|A0A2Y9FPG5_PHYMC
OG0005839	sp|P59923|ZN445_HUMAN	tr|A0A2Y9TCH5|A0A2Y9TCH5_PHYMC
OG0005840	sp|P61011|SRP54_HUMAN	tr|A0A2Y9F097|A0A2Y9F097_PHYMC
OG0005841	sp|Q14432|PDE3A_HUMAN	tr|A0A2Y9FS67|A0A2Y9FS67_PHYMC
OG0005842	sp|Q15147|PLCB4_HUMAN	tr|A0A455C156|A0A455C156_PHYMC
OG0005843	sp|Q15782|CH3L2_HUMAN	tr|A0A2Y9EGX1|A0A2Y9EGX1_PHYMC
OG0005844	sp|Q2TAC2|CCD57_HUMAN	tr|A0A455AW30|A0A455AW30_PHYMC
OG0005845	sp|Q4G0J3|LARP7_HUMAN	tr|A0A2Y9F8V2|A0A2Y9F8V2_PHYMC
OG0005846	sp|Q4G112|HSF5_HUMAN	tr|A0A2Y9T6N5|A0A2Y9T6N5_PHYMC
OG0005847	sp|Q5JWR5|DOP1_HUMAN	tr|A0A455BTC9|A0A455BTC9_PHYMC
OG0005848	sp|Q5SRE5|NU188_HUMAN	tr|A0A2Y9T199|A0A2Y9T199_PHYMC
OG0005849	sp|Q5SV17|TM240_HUMAN	tr|A0A455BA06|A0A455BA06_PHYMC
OG0005850	sp|Q5T0W9|FA83B_HUMAN	tr|A0A2Y9F5K8|A0A2Y9F5K8_PHYMC
OG0005851	sp|Q5TA45|INT11_HUMAN	tr|A0A2Y9FRK6|A0A2Y9FRK6_PHYMC
OG0005852	sp|Q5VW32|BROX_HUMAN	tr|A0A2Y9ET22|A0A2Y9ET22_PHYMC
OG0005853	sp|Q5VWK5|IL23R_HUMAN	tr|A0A2Y9EU93|A0A2Y9EU93_PHYMC
OG0005854	sp|Q69YQ0|CYTSA_HUMAN	tr|A0A455AIS4|A0A455AIS4_PHYMC
OG0005855	sp|Q6GTS8|P20D1_HUMAN	tr|A0A2Y9F2R4|A0A2Y9F2R4_PHYMC
OG0005856	sp|Q6IQ20|NAPEP_HUMAN	tr|A0A2Y9S774|A0A2Y9S774_PHYMC
OG0005857	sp|Q6J4K2|NCLX_HUMAN	tr|A0A455AK93|A0A455AK93_PHYMC
OG0005858	sp|Q6P1M9|ARMX5_HUMAN	tr|A0A2Y9SA66|A0A2Y9SA66_PHYMC
