Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0003683	sp|Q5JU67|CF157_HUMAN	tr|A0A8J6G6C1|A0A8J6G6C1_MICOH
OG0003684	sp|Q5RL73|RBM48_HUMAN	tr|A0A8J6G3H0|A0A8J6G3H0_MICOH
OG0003685	sp|Q5VZ52|MORN5_HUMAN	tr|A0A8J6GUA7|A0A8J6GUA7_MICOH
OG0003686	sp|Q68CL5|TPGS2_HUMAN	tr|A0A8J6FY67|A0A8J6FY67_MICOH
OG0003687	sp|Q86TW2|ADCK1_HUMAN	tr|A0A8J6GUG0|A0A8J6GUG0_MICOH
OG0003688	sp|Q8IZ40|RCOR2_HUMAN	tr|A0A8J6GBW5|A0A8J6GBW5_MICOH
OG0003689	sp|Q8N531|FBXL6_HUMAN	tr|A0A8J6GXL8|A0A8J6GXL8_MICOH
OG0003690	sp|Q8NEF9|SRFB1_HUMAN	tr|A0A8J6G130|A0A8J6G130_MICOH
OG0003691	sp|Q8NHS2|AATC2_HUMAN	tr|A0A8J6L220|A0A8J6L220_MICOH
OG0003692	sp|Q8TER0|SNED1_HUMAN	tr|A0A8J6GEI5|A0A8J6GEI5_MICOH
OG0003693	sp|Q8WXS5|CCG8_HUMAN	tr|A0A8J6G378|A0A8J6G378_MICOH
OG0003694	sp|Q96EP9|NTCP4_HUMAN	tr|A0A8J6GTL9|A0A8J6GTL9_MICOH
OG0003695	sp|Q96GS4|BORC6_HUMAN	tr|A0A8J6GIQ7|A0A8J6GIQ7_MICOH
OG0003696	sp|Q96JA4|M4A14_HUMAN	tr|A0A8J6GKQ1|A0A8J6GKQ1_MICOH
OG0003697	sp|Q96KP4|CNDP2_HUMAN	tr|A0A8J6FWL9|A0A8J6FWL9_MICOH
OG0003698	sp|Q96MX6|DAA10_HUMAN	tr|A0A8J6H242|A0A8J6H242_MICOH
OG0003699	sp|Q96PD5|PGRP2_HUMAN	tr|A0A8J6KV01|A0A8J6KV01_MICOH
OG0003700	sp|Q96Q89|KI20B_HUMAN	tr|A0A8J6L592|A0A8J6L592_MICOH
OG0003701	sp|Q96QU8|XPO6_HUMAN	tr|A0A8J6KME0|A0A8J6KME0_MICOH
OG0003702	sp|Q9BTC0|DIDO1_HUMAN	tr|A0A8J6GR59|A0A8J6GR59_MICOH
OG0003703	sp|Q9BYV6|TRI55_HUMAN	tr|A0A8J6L5I9|A0A8J6L5I9_MICOH
OG0003704	sp|Q9GZV5|WWTR1_HUMAN	tr|A0A8J6GVZ9|A0A8J6GVZ9_MICOH
OG0003705	sp|Q9HB40|RISC_HUMAN	tr|A0A8J6G5Y7|A0A8J6G5Y7_MICOH
OG0003706	sp|Q9NPA3|M1IP1_HUMAN	tr|A0A8J6KRH7|A0A8J6KRH7_MICOH
OG0003707	sp|Q9NQX0|PRDM6_HUMAN	tr|A0A8J6FY16|A0A8J6FY16_MICOH
OG0003708	sp|Q9UK58|CCNL1_HUMAN	tr|A0A8J6GJN9|A0A8J6GJN9_MICOH
OG0003709	sp|Q9Y3U8|RL36_HUMAN	tr|A0A8J6GV44|A0A8J6GV44_MICOH
OG0003710	sp|Q9Y4E6|WDR7_HUMAN	tr|A0A8J6GL41|A0A8J6GL41_MICOH
OG0003711	sp|A6NE02|BTBDH_HUMAN	tr|A0A8J6L3S6|A0A8J6L3S6_MICOH
OG0003712	sp|A6NGH7|CC160_HUMAN	tr|A0A8J6KSL8|A0A8J6KSL8_MICOH
OG0003713	sp|A6NHS7|MANS4_HUMAN	tr|A0A8J6KY33|A0A8J6KY33_MICOH
OG0003714	sp|O00233|PSMD9_HUMAN	tr|A0A8J6KLT3|A0A8J6KLT3_MICOH
OG0003715	sp|O14545|TRAD1_HUMAN	tr|A0A8J6FZE7|A0A8J6FZE7_MICOH
OG0003716	sp|O15371|EIF3D_HUMAN	tr|A0A8J6GYX4|A0A8J6GYX4_MICOH
OG0003717	sp|O15379|HDAC3_HUMAN	tr|A0A8J6G056|A0A8J6G056_MICOH
OG0003718	sp|O43169|CYB5B_HUMAN	tr|A0A8J6KX55|A0A8J6KX55_MICOH
OG0003719	sp|O60353|FZD6_HUMAN	tr|A0A8J6FYL7|A0A8J6FYL7_MICOH
OG0003720	sp|O75128|COBL_HUMAN	tr|A0A8J6H2L0|A0A8J6H2L0_MICOH
OG0003721	sp|O95363|SYFM_HUMAN	tr|A0A8J6KUF9|A0A8J6KUF9_MICOH
OG0003722	sp|O95620|DUS4L_HUMAN	tr|A0A8J6GZ49|A0A8J6GZ49_MICOH
OG0003723	sp|P05160|F13B_HUMAN	tr|A0A8J6GJU3|A0A8J6GJU3_MICOH
OG0003724	sp|P09681|GIP_HUMAN	tr|A0A8J6FW84|A0A8J6FW84_MICOH
OG0003725	sp|P10997|IAPP_HUMAN	tr|A0A8J6GV91|A0A8J6GV91_MICOH
OG0003726	sp|P17275|JUNB_HUMAN	tr|A0A8J6KYK1|A0A8J6KYK1_MICOH
OG0003727	sp|P48764|SL9A3_HUMAN	tr|A0A8J6L089|A0A8J6L089_MICOH
OG0003728	sp|P49207|RL34_HUMAN	tr|A0A8J6KKJ4|A0A8J6KKJ4_MICOH
OG0003729	sp|P50539|MXI1_HUMAN	tr|A0A8J6KRF7|A0A8J6KRF7_MICOH
OG0003730	sp|P53007|TXTP_HUMAN	tr|A0A8J6G628|A0A8J6G628_MICOH
OG0003731	sp|P56278|MTCP1_HUMAN	tr|A0A8J6GRU8|A0A8J6GRU8_MICOH
OG0003732	sp|P62910|RL32_HUMAN	tr|A0A8J6FWD1|A0A8J6FWD1_MICOH
OG0003733	sp|Q08289|CACB2_HUMAN	tr|A0A8J6KLJ5|A0A8J6KLJ5_MICOH
OG0003734	sp|Q08357|S20A2_HUMAN	tr|A0A8J6KMC6|A0A8J6KMC6_MICOH
OG0003735	sp|Q0VG06|FP100_HUMAN	tr|A0A8J6GW65|A0A8J6GW65_MICOH
OG0003736	sp|Q4G0X9|CCD40_HUMAN	tr|A0A8J6L7W0|A0A8J6L7W0_MICOH
OG0003737	sp|Q5T0L3|SPT46_HUMAN	tr|A0A8J6KPT4|A0A8J6KPT4_MICOH
OG0003739	sp|Q6ICB4|SESQ2_HUMAN	tr|A0A8J6KMM8|A0A8J6KMM8_MICOH
OG0003740	sp|Q6NV74|CRCDL_HUMAN	tr|A0A8J6G3U5|A0A8J6G3U5_MICOH
OG0003741	sp|Q6X4U4|SOSD1_HUMAN	tr|A0A8J6KSR7|A0A8J6KSR7_MICOH
OG0003742	sp|Q6ZWE6|PKHM3_HUMAN	tr|A0A8J6GAM5|A0A8J6GAM5_MICOH
OG0003743	sp|Q70EL2|UBP45_HUMAN	tr|A0A8J6H2M6|A0A8J6H2M6_MICOH
OG0003744	sp|Q86Z20|CC125_HUMAN	tr|A0A8J6GSR5|A0A8J6GSR5_MICOH
OG0003745	sp|Q8IXQ8|PDZD9_HUMAN	tr|A0A8J6KNH4|A0A8J6KNH4_MICOH
OG0003746	sp|Q8N205|SYNE4_HUMAN	tr|A0A8J6KSS4|A0A8J6KSS4_MICOH
OG0003747	sp|Q8N729|NPW_HUMAN	tr|A0A8J6L525|A0A8J6L525_MICOH
OG0003748	sp|Q8NAA5|LR75A_HUMAN	tr|A0A8J6KNW9|A0A8J6KNW9_MICOH
OG0003749	sp|Q8TAE8|G45IP_HUMAN	tr|A0A8J6GRV9|A0A8J6GRV9_MICOH
OG0003750	sp|Q8TAG6|VEXIN_HUMAN	tr|A0A8J6H305|A0A8J6H305_MICOH
OG0003751	sp|Q8TCX5|RHPN1_HUMAN	tr|A0A8J6GR27|A0A8J6GR27_MICOH
OG0003752	sp|Q8TCY9|URGCP_HUMAN	tr|A0A8J6KZ45|A0A8J6KZ45_MICOH
OG0003753	sp|Q92685|ALG3_HUMAN	tr|A0A8J6GKP4|A0A8J6GKP4_MICOH
OG0003754	sp|Q96CM8|ACSF2_HUMAN	tr|A0A8J6KKW4|A0A8J6KKW4_MICOH
OG0003755	sp|Q96FH0|BORC8_HUMAN	tr|A0A8J6H1Y7|A0A8J6H1Y7_MICOH
OG0003756	sp|Q99675|CGRF1_HUMAN	tr|A0A8J6KUC0|A0A8J6KUC0_MICOH
OG0003757	sp|Q9BRG1|VPS25_HUMAN	tr|A0A8J6G574|A0A8J6G574_MICOH
OG0003758	sp|Q9BTA9|WAC_HUMAN	tr|A0A8J6KLB4|A0A8J6KLB4_MICOH
OG0003759	sp|Q9BXS6|NUSAP_HUMAN	tr|A0A8J6L5H7|A0A8J6L5H7_MICOH
OG0003760	sp|Q9GZT5|WN10A_HUMAN	tr|A0A8J6KY28|A0A8J6KY28_MICOH
OG0003761	sp|Q9H093|NUAK2_HUMAN	tr|A0A8J6GZZ1|A0A8J6GZZ1_MICOH
OG0003762	sp|Q9H8W4|PKHF2_HUMAN	tr|A0A8J6GWM0|A0A8J6GWM0_MICOH
OG0003763	sp|Q9HCU9|BRMS1_HUMAN	tr|A0A8J6GAR2|A0A8J6GAR2_MICOH
OG0003764	sp|Q9NQ32|CK016_HUMAN	tr|A0A8J6H1R8|A0A8J6H1R8_MICOH
OG0003765	sp|Q9NY15|STAB1_HUMAN	tr|A0A8J6GSV2|A0A8J6GSV2_MICOH
OG0003766	sp|Q9P206|K1522_HUMAN	tr|A0A8J6G221|A0A8J6G221_MICOH
OG0003767	sp|Q9UHY1|NRBP_HUMAN	tr|A0A8J6KW98|A0A8J6KW98_MICOH
OG0003768	sp|Q9UMR3|TBX20_HUMAN	tr|A0A8J6KWR7|A0A8J6KWR7_MICOH
OG0003769	sp|Q9Y6E7|SIR4_HUMAN	tr|A0A8J6KU35|A0A8J6KU35_MICOH
OG0003771	sp|A6NKF7|TM88B_HUMAN	tr|A0A8J6L5M3|A0A8J6L5M3_MICOH
OG0003772	sp|O00566|MPP10_HUMAN	tr|A0A8J6KL55|A0A8J6KL55_MICOH
OG0003773	sp|O15056|SYNJ2_HUMAN	tr|A0A8J6GZQ7|A0A8J6GZQ7_MICOH
OG0003774	sp|O43248|HXC11_HUMAN	tr|A0A8J6L1Q5|A0A8J6L1Q5_MICOH
OG0003775	sp|O43310|CTIF_HUMAN	tr|A0A8J6KV15|A0A8J6KV15_MICOH
OG0003776	sp|O75347|TBCA_HUMAN	tr|A0A8J6KSQ3|A0A8J6KSQ3_MICOH
OG0003777	sp|O75953|DNJB5_HUMAN	tr|A0A8J6G3P8|A0A8J6G3P8_MICOH
OG0003778	sp|P01100|FOS_HUMAN	tr|A0A8J6H1A5|A0A8J6H1A5_MICOH
OG0003779	sp|P05231|IL6_HUMAN	tr|A0A8J6G4I2|A0A8J6G4I2_MICOH
OG0003781	sp|P29972|AQP1_HUMAN	tr|A0A8J6GHA9|A0A8J6GHA9_MICOH
OG0003782	sp|P30040|ERP29_HUMAN	tr|A0A8J6FY48|A0A8J6FY48_MICOH
OG0003783	sp|P51460|INSL3_HUMAN	tr|A0A8J6GEM8|A0A8J6GEM8_MICOH
OG0003784	sp|Q01831|XPC_HUMAN	tr|A0A8J6GUG5|A0A8J6GUG5_MICOH
OG0003786	sp|Q13164|MK07_HUMAN	tr|A0A8J6G3W5|A0A8J6G3W5_MICOH
OG0003787	sp|Q13630|FCL_HUMAN	tr|A0A8J6GYH8|A0A8J6GYH8_MICOH
OG0003788	sp|Q14289|FAK2_HUMAN	tr|A0A8J6GYF0|A0A8J6GYF0_MICOH
OG0003789	sp|Q15116|PDCD1_HUMAN	tr|A0A8J6GFP7|A0A8J6GFP7_MICOH
OG0003790	sp|Q15118|PDK1_HUMAN	tr|A0A8J6FY19|A0A8J6FY19_MICOH
OG0003791	sp|Q15813|TBCE_HUMAN	tr|A0A8J6KPQ7|A0A8J6KPQ7_MICOH
OG0003792	sp|Q16790|CAH9_HUMAN	tr|A0A8J6G3J4|A0A8J6G3J4_MICOH
OG0003793	sp|Q2M2I8|AAK1_HUMAN	tr|A0A8J6GCU1|A0A8J6GCU1_MICOH
OG0003794	sp|Q3B8N5|PROX2_HUMAN	tr|A0A8J6GUY0|A0A8J6GUY0_MICOH
OG0003795	sp|Q53EZ4|CEP55_HUMAN	tr|A0A8J6H424|A0A8J6H424_MICOH
OG0003796	sp|Q5JTW2|CEP78_HUMAN	tr|A0A8J6H1Z3|A0A8J6H1Z3_MICOH
OG0003797	sp|Q6UWI2|PARM1_HUMAN	tr|A0A8J6GDK8|A0A8J6GDK8_MICOH
OG0003798	sp|Q6ZMT1|STAC2_HUMAN	tr|A0A8J6FZU5|A0A8J6FZU5_MICOH
OG0003799	sp|Q7L0R7|RNF44_HUMAN	tr|A0A8J6L031|A0A8J6L031_MICOH
OG0003800	sp|Q7Z589|EMSY_HUMAN	tr|A0A8J6FWQ5|A0A8J6FWQ5_MICOH
OG0003801	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A8J6H254|A0A8J6H254_MICOH
OG0003802	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A8J6GV48|A0A8J6GV48_MICOH
OG0003803	sp|Q86VD9|PIGZ_HUMAN	tr|A0A8J6KNR5|A0A8J6KNR5_MICOH
OG0003804	sp|Q86X83|COMD2_HUMAN	tr|A0A8J6L2W8|A0A8J6L2W8_MICOH
OG0003805	sp|Q8IYT4|KATL2_HUMAN	tr|A0A8J6GZD6|A0A8J6GZD6_MICOH
OG0003806	sp|Q8N336|ELMD1_HUMAN	tr|A0A8J6FXT1|A0A8J6FXT1_MICOH
OG0003807	sp|Q8N3R3|TCAIM_HUMAN	tr|A0A8J6KU16|A0A8J6KU16_MICOH
OG0003808	sp|Q8N465|D2HDH_HUMAN	tr|A0A8J6KSB6|A0A8J6KSB6_MICOH
OG0003809	sp|Q8N4L1|T151A_HUMAN	tr|A0A8J6GBZ1|A0A8J6GBZ1_MICOH
OG0003810	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A8J6KYL9|A0A8J6KYL9_MICOH
OG0003811	sp|Q8NEG5|ZSWM2_HUMAN	tr|A0A8J6GEF5|A0A8J6GEF5_MICOH
OG0003812	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A8J6L1Z2|A0A8J6L1Z2_MICOH
OG0003813	sp|Q8TC57|M1AP_HUMAN	tr|A0A8J6KZ83|A0A8J6KZ83_MICOH
OG0003814	sp|Q96BZ4|PLD4_HUMAN	tr|A0A8J6L559|A0A8J6L559_MICOH
OG0003815	sp|Q96NW7|LRRC7_HUMAN	tr|A0A8J6GIC1|A0A8J6GIC1_MICOH
OG0003816	sp|Q9C0I3|CCSE1_HUMAN	tr|A0A8J6KS17|A0A8J6KS17_MICOH
OG0003817	sp|Q9HAT2|SIAE_HUMAN	tr|A0A8J6GS95|A0A8J6GS95_MICOH
OG0003818	sp|Q9HCK1|ZDBF2_HUMAN	tr|A0A8J6GAP4|A0A8J6GAP4_MICOH
OG0003819	sp|Q9NRX3|NUA4L_HUMAN	tr|A0A8J6KPJ8|A0A8J6KPJ8_MICOH
OG0003820	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A8J6GTQ7|A0A8J6GTQ7_MICOH
OG0003821	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A8J6L3A1|A0A8J6L3A1_MICOH
OG0003822	sp|Q9Y2Z4|SYYM_HUMAN	tr|A0A8J6GD84|A0A8J6GD84_MICOH
OG0003823	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A8J6G4S9|A0A8J6G4S9_MICOH
OG0003824	sp|O15226|NKRF_HUMAN	tr|A0A8J6KN08|A0A8J6KN08_MICOH
OG0003825	sp|O43182|RHG06_HUMAN	tr|A0A8J6FYM7|A0A8J6FYM7_MICOH
OG0003826	sp|O43526|KCNQ2_HUMAN	tr|A0A8J6GT51|A0A8J6GT51_MICOH
OG0003827	sp|O43766|LIAS_HUMAN	tr|A0A8J6KT97|A0A8J6KT97_MICOH
OG0003828	sp|O95476|CNEP1_HUMAN	tr|A0A8J6GJA7|A0A8J6GJA7_MICOH
OG0003829	sp|O95502|NPTXR_HUMAN	tr|A0A8J6GZQ6|A0A8J6GZQ6_MICOH
OG0003830	sp|P08F94|PKHD1_HUMAN	tr|A0A8J6KMY3|A0A8J6KMY3_MICOH
OG0003831	sp|P14415|AT1B2_HUMAN	tr|A0A8J6L1E2|A0A8J6L1E2_MICOH
OG0003832	sp|P19971|TYPH_HUMAN	tr|A0A8J6L544|A0A8J6L544_MICOH
OG0003833	sp|P26022|PTX3_HUMAN	tr|A0A8J6GQI0|A0A8J6GQI0_MICOH
OG0003834	sp|P30085|KCY_HUMAN	tr|A0A8J6GE88|A0A8J6GE88_MICOH
OG0003835	sp|P50995|ANX11_HUMAN	tr|A0A8J6KZ94|A0A8J6KZ94_MICOH
OG0003836	sp|P62891|RL39_HUMAN	tr|A0A8J6KQD2|A0A8J6KQD2_MICOH
OG0003837	sp|P80188|NGAL_HUMAN	tr|A0A8J6G7K3|A0A8J6G7K3_MICOH
OG0003838	sp|Q02577|HEN2_HUMAN	tr|A0A8J6GWA3|A0A8J6GWA3_MICOH
OG0003839	sp|Q05195|MAD1_HUMAN	tr|A0A8J6KVK3|A0A8J6KVK3_MICOH
OG0003840	sp|Q08AI8|MB214_HUMAN	tr|A0A8J6GEH2|A0A8J6GEH2_MICOH
OG0003841	sp|Q13087|PDIA2_HUMAN	tr|A0A8J6L2V7|A0A8J6L2V7_MICOH
OG0003842	sp|Q14674|ESPL1_HUMAN	tr|A0A8J6GTP9|A0A8J6GTP9_MICOH
OG0003843	sp|Q15466|NR0B2_HUMAN	tr|A0A8J6G3W0|A0A8J6G3W0_MICOH
OG0003844	sp|Q155Q3|DIXC1_HUMAN	tr|A0A8J6FZ18|A0A8J6FZ18_MICOH
OG0003845	sp|Q15849|UT2_HUMAN	tr|A0A8J6KYM6|A0A8J6KYM6_MICOH
OG0003846	sp|Q16394|EXT1_HUMAN	tr|A0A8J6GBC6|A0A8J6GBC6_MICOH
OG0003847	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A8J6G297|A0A8J6G297_MICOH
OG0003848	sp|Q5VTE6|ANGE2_HUMAN	tr|A0A8J6KSE6|A0A8J6KSE6_MICOH
OG0003849	sp|Q6NUS6|TECT3_HUMAN	tr|A0A8J6G478|A0A8J6G478_MICOH
OG0003850	sp|Q6ZV89|SH2D5_HUMAN	tr|A0A8J6G2T6|A0A8J6G2T6_MICOH
OG0003851	sp|Q76FK4|NOL8_HUMAN	tr|A0A8J6L6U5|A0A8J6L6U5_MICOH
OG0003852	sp|Q7Z745|MRO2B_HUMAN	tr|A0A8J6LA23|A0A8J6LA23_MICOH
OG0003853	sp|Q86VZ5|SMS1_HUMAN	tr|A0A8J6L5B5|A0A8J6L5B5_MICOH
OG0003854	sp|Q8IV56|PRR15_HUMAN	tr|A0A8J6KT53|A0A8J6KT53_MICOH
OG0003855	sp|Q8IWE2|NXP20_HUMAN	tr|A0A8J6GH65|A0A8J6GH65_MICOH
OG0003856	sp|Q8NBT3|TM145_HUMAN	tr|A0A8J6GBC7|A0A8J6GBC7_MICOH
OG0003857	sp|Q8NER5|ACV1C_HUMAN	tr|A0A8J6GH40|A0A8J6GH40_MICOH
OG0003858	sp|Q8WWI1|LMO7_HUMAN	tr|A0A8J6KT80|A0A8J6KT80_MICOH
OG0003859	sp|Q92575|UBXN4_HUMAN	tr|A0A8J6GD73|A0A8J6GD73_MICOH
OG0003860	sp|Q96EY8|MMAB_HUMAN	tr|A0A8J6GU22|A0A8J6GU22_MICOH
OG0003861	sp|Q9BQP7|MGME1_HUMAN	tr|A0A8J6KZX9|A0A8J6KZX9_MICOH
OG0003862	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A8J6KR84|A0A8J6KR84_MICOH
OG0003863	sp|Q9BUR5|MIC26_HUMAN	tr|A0A8J6KM59|A0A8J6KM59_MICOH
OG0003864	sp|Q9BX93|PG12B_HUMAN	tr|A0A8J6GTW4|A0A8J6GTW4_MICOH
OG0003865	sp|Q9BXR0|TGT_HUMAN	tr|A0A8J6GJG2|A0A8J6GJG2_MICOH
OG0003866	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A8J6GJR0|A0A8J6GJR0_MICOH
OG0003867	sp|Q9H2K0|IF3M_HUMAN	tr|A0A8J6KRN8|A0A8J6KRN8_MICOH
OG0003868	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A8J6KZF2|A0A8J6KZF2_MICOH
OG0003869	sp|Q9HAQ2|KIF9_HUMAN	tr|A0A8J6G484|A0A8J6G484_MICOH
OG0003870	sp|Q9NPI9|KCJ16_HUMAN	tr|A0A8J6GGQ6|A0A8J6GGQ6_MICOH
OG0003871	sp|Q9NQZ6|ZC4H2_HUMAN	tr|A0A8J6G8T6|A0A8J6G8T6_MICOH
OG0003872	sp|Q9UH36|SRR1L_HUMAN	tr|A0A8J6GWA6|A0A8J6GWA6_MICOH
OG0003873	sp|Q9UPT8|ZC3H4_HUMAN	tr|A0A8J6G434|A0A8J6G434_MICOH
OG0003874	sp|Q9Y233|PDE10_HUMAN	tr|A0A8J6FZ37|A0A8J6FZ37_MICOH
OG0003875	sp|Q9Y4G2|PKHM1_HUMAN	tr|A0A8J6GJS1|A0A8J6GJS1_MICOH
OG0003876	sp|A2RUT3|TMM89_HUMAN	tr|A0A8J6GFF7|A0A8J6GFF7_MICOH
OG0003877	sp|A6NKG5|RTL1_HUMAN	tr|A0A8J6G788|A0A8J6G788_MICOH
OG0003878	sp|B1AJZ9|FHAD1_HUMAN	tr|A0A8J6GMP0|A0A8J6GMP0_MICOH
OG0003879	sp|C9JH25|PRRT4_HUMAN	tr|A0A8J6G8D9|A0A8J6G8D9_MICOH
OG0003880	sp|O00471|EXOC5_HUMAN	tr|A0A8J6KS60|A0A8J6KS60_MICOH
OG0003881	sp|O14513|NCKP5_HUMAN	tr|A0A8J6G810|A0A8J6G810_MICOH
OG0003882	sp|O75069|TMCC2_HUMAN	tr|A0A8J6H0S1|A0A8J6H0S1_MICOH
OG0003883	sp|O94769|ECM2_HUMAN	tr|A0A8J6GT21|A0A8J6GT21_MICOH
OG0003884	sp|O95800|GPR75_HUMAN	tr|A0A8J6KNA6|A0A8J6KNA6_MICOH
OG0003885	sp|P08571|CD14_HUMAN	tr|A0A8J6G811|A0A8J6G811_MICOH
OG0003886	sp|P09417|DHPR_HUMAN	tr|A0A8J6GR45|A0A8J6GR45_MICOH
OG0003887	sp|P0DH78|RN224_HUMAN	tr|A0A8J6KXT6|A0A8J6KXT6_MICOH
OG0003889	sp|P15923|TFE2_HUMAN	tr|A0A8J6GPN5|A0A8J6GPN5_MICOH
OG0003890	sp|P19838|NFKB1_HUMAN	tr|A0A8J6KIZ4|A0A8J6KIZ4_MICOH
OG0003891	sp|P22459|KCNA4_HUMAN	tr|A0A8J6KWW5|A0A8J6KWW5_MICOH
OG0003892	sp|P32929|CGL_HUMAN	tr|A0A8J6GDH4|A0A8J6GDH4_MICOH
OG0003893	sp|P43268|ETV4_HUMAN	tr|A0A8J6G5Z1|A0A8J6G5Z1_MICOH
OG0003894	sp|P62244|RS15A_HUMAN	tr|A0A8J6FYC0|A0A8J6FYC0_MICOH
OG0003895	sp|P62316|SMD2_HUMAN	tr|A0A8J6GB36|A0A8J6GB36_MICOH
OG0003896	sp|Q02833|RASF7_HUMAN	tr|A0A8J6KQM3|A0A8J6KQM3_MICOH
OG0003897	sp|Q08999|RBL2_HUMAN	tr|A0A8J6KTL5|A0A8J6KTL5_MICOH
OG0003898	sp|Q13115|DUS4_HUMAN	tr|A0A8J6KMU8|A0A8J6KMU8_MICOH
OG0003899	sp|Q13938|CAYP1_HUMAN	tr|A0A8J6GUJ3|A0A8J6GUJ3_MICOH
OG0003900	sp|Q2VYF4|LETM2_HUMAN	tr|A0A8J6G873|A0A8J6G873_MICOH
OG0003901	sp|Q5VVW2|GARL3_HUMAN	tr|A0A8J6KQ17|A0A8J6KQ17_MICOH
OG0003902	sp|Q6ZP01|RBM44_HUMAN	tr|A0A8J6GGP4|A0A8J6GGP4_MICOH
OG0003903	sp|Q6ZUK4|TMM26_HUMAN	tr|A0A8J6L2Y8|A0A8J6L2Y8_MICOH
OG0003904	sp|Q7L5A8|FA2H_HUMAN	tr|A0A8J6KXT9|A0A8J6KXT9_MICOH
OG0003905	sp|Q86T24|KAISO_HUMAN	tr|A0A8J6KPW7|A0A8J6KPW7_MICOH
OG0003906	sp|Q86YS6|RAB43_HUMAN	tr|A0A8J6GGI8|A0A8J6GGI8_MICOH
OG0003907	sp|Q86YW7|GPHB5_HUMAN	tr|A0A8J6H1T2|A0A8J6H1T2_MICOH
OG0003908	sp|Q8IXM2|BAP18_HUMAN	tr|A0A8J6GIA8|A0A8J6GIA8_MICOH
OG0003909	sp|Q8N2H4|SYS1_HUMAN	tr|A0A8J6G1N8|A0A8J6G1N8_MICOH
OG0003910	sp|Q8NAF0|ZN579_HUMAN	tr|A0A8J6GBA0|A0A8J6GBA0_MICOH
OG0003911	sp|Q8NEG4|FA83F_HUMAN	tr|A0A8J6L8K2|A0A8J6L8K2_MICOH
OG0003912	sp|Q8NFW5|DMBX1_HUMAN	tr|A0A8J6G606|A0A8J6G606_MICOH
OG0003913	sp|Q8TEX9|IPO4_HUMAN	tr|A0A8J6KTA2|A0A8J6KTA2_MICOH
OG0003914	sp|Q92918|M4K1_HUMAN	tr|A0A8J6KXP3|A0A8J6KXP3_MICOH
OG0003915	sp|Q969K4|ABTB1_HUMAN	tr|A0A8J6GDL8|A0A8J6GDL8_MICOH
OG0003916	sp|Q96M98|PACRG_HUMAN	tr|A0A8J6KZ41|A0A8J6KZ41_MICOH
OG0003917	sp|Q96N19|G137A_HUMAN	tr|A0A8J6KT14|A0A8J6KT14_MICOH
OG0003918	sp|Q9BYE0|HES7_HUMAN	tr|A0A8J6GI46|A0A8J6GI46_MICOH
OG0003919	sp|Q9GZZ6|ACH10_HUMAN	tr|A0A8J6GIY2|A0A8J6GIY2_MICOH
OG0003920	sp|Q9HC78|ZBT20_HUMAN	tr|A0A8J6GN90|A0A8J6GN90_MICOH
OG0003921	sp|Q9UK28|TM59L_HUMAN	tr|A0A8J6GER2|A0A8J6GER2_MICOH
OG0003922	sp|Q9UQ53|MGT4B_HUMAN	tr|A0A8J6GF15|A0A8J6GF15_MICOH
OG0003923	sp|Q9Y6W8|ICOS_HUMAN	tr|A0A8J6GB60|A0A8J6GB60_MICOH
OG0003924	sp|A0PJX2|TLDC2_HUMAN	tr|A0A8J6GRI4|A0A8J6GRI4_MICOH
OG0003925	sp|A5PLN9|TPC13_HUMAN	tr|A0A8J6GWM4|A0A8J6GWM4_MICOH
OG0003926	sp|A8MT70|ZBBX_HUMAN	tr|A0A8J6GMN9|A0A8J6GMN9_MICOH
OG0003928	sp|C9JI98|TM238_HUMAN	tr|A0A8J6GAU2|A0A8J6GAU2_MICOH
OG0003929	sp|O15014|ZN609_HUMAN	tr|A0A8J6KUM0|A0A8J6KUM0_MICOH
OG0003930	sp|O15287|FANCG_HUMAN	tr|A0A8J6G0K5|A0A8J6G0K5_MICOH
OG0003931	sp|O15519|CFLAR_HUMAN	tr|A0A8J6GI50|A0A8J6GI50_MICOH
OG0003932	sp|O43681|GET3_HUMAN	tr|A0A8J6L416|A0A8J6L416_MICOH
OG0003933	sp|O60573|IF4E2_HUMAN	tr|A0A8J6GDL7|A0A8J6GDL7_MICOH
OG0003934	sp|O75445|USH2A_HUMAN	tr|A0A8J6GGL8|A0A8J6GGL8_MICOH
OG0003935	sp|P05455|LA_HUMAN	tr|A0A8J6KJQ3|A0A8J6KJQ3_MICOH
OG0003936	sp|P15428|PGDH_HUMAN	tr|A0A8J6GTP2|A0A8J6GTP2_MICOH
OG0003937	sp|P20774|MIME_HUMAN	tr|A0A8J6KWX9|A0A8J6KWX9_MICOH
