Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0007873	sp|Q9ULH7|MRTFB_HUMAN	tr|G1NU51|G1NU51_MYOLU
OG0007874	sp|Q9Y222|DMTF1_HUMAN	tr|G1PW26|G1PW26_MYOLU
OG0007875	sp|Q9Y241|HIG1A_HUMAN	tr|G1PUN3|G1PUN3_MYOLU
OG0007876	sp|Q9Y242|TCF19_HUMAN	tr|G1PH80|G1PH80_MYOLU
OG0007877	sp|Q9Y5L0|TNPO3_HUMAN	tr|G1NUH6|G1NUH6_MYOLU
OG0007878	sp|A0A576|TVB31_HUMAN	tr|G1QFX2|G1QFX2_MYOLU
OG0007879	sp|A0AVF1|IFT56_HUMAN	tr|G1PJR1|G1PJR1_MYOLU
OG0007880	sp|A6NH57|ARL5C_HUMAN	tr|G1PXX2|G1PXX2_MYOLU
OG0007881	sp|A8MTA8|F166B_HUMAN	tr|G1Q726|G1Q726_MYOLU
OG0007882	sp|O00238|BMR1B_HUMAN	tr|G1PCW7|G1PCW7_MYOLU
OG0007883	sp|O15403|MOT7_HUMAN	tr|G1Q0C7|G1Q0C7_MYOLU
OG0007884	sp|O15446|RPA34_HUMAN	tr|G1PKA2|G1PKA2_MYOLU
OG0007885	sp|O43684|BUB3_HUMAN	tr|G1PXK0|G1PXK0_MYOLU
OG0007886	sp|O75712|CXB3_HUMAN	tr|G1PSE3|G1PSE3_MYOLU
OG0007889	sp|P13498|CY24A_HUMAN	tr|G1PCD3|G1PCD3_MYOLU
OG0007890	sp|P15884|ITF2_HUMAN	tr|G1PLM3|G1PLM3_MYOLU
OG0007891	sp|P24385|CCND1_HUMAN	tr|G1PHM5|G1PHM5_MYOLU
OG0007892	sp|P26572|MGAT1_HUMAN	tr|G1Q5H5|G1Q5H5_MYOLU
OG0007893	sp|P30043|BLVRB_HUMAN	tr|G1P4F0|G1P4F0_MYOLU
OG0007894	sp|P42357|HUTH_HUMAN	tr|G1PN83|G1PN83_MYOLU
OG0007895	sp|P60880|SNP25_HUMAN	tr|G1P8S1|G1P8S1_MYOLU
OG0007896	sp|P78332|RBM6_HUMAN	tr|G1PA70|G1PA70_MYOLU
OG0007897	sp|P80365|DHI2_HUMAN	tr|G1Q4T4|G1Q4T4_MYOLU
OG0007898	sp|Q03188|CENPC_HUMAN	tr|G1QE22|G1QE22_MYOLU
OG0007899	sp|Q13336|UT1_HUMAN	tr|G1P3F7|G1P3F7_MYOLU
OG0007900	sp|Q14146|URB2_HUMAN	tr|G1P6K7|G1P6K7_MYOLU
OG0007901	sp|Q14209|E2F2_HUMAN	tr|G1PCB7|G1PCB7_MYOLU
OG0007902	sp|Q15800|MSMO1_HUMAN	tr|G1PP53|G1PP53_MYOLU
OG0007903	sp|Q16512|PKN1_HUMAN	tr|G1PBA9|G1PBA9_MYOLU
OG0007904	sp|Q16819|MEP1A_HUMAN	tr|G1P4S7|G1P4S7_MYOLU
OG0007905	sp|Q49AM3|TTC31_HUMAN	tr|G1NYD6|G1NYD6_MYOLU
OG0007906	sp|Q5TD97|FHL5_HUMAN	tr|G1P633|G1P633_MYOLU
OG0007907	sp|Q68CP4|HGNAT_HUMAN	tr|G1NSQ5|G1NSQ5_MYOLU
OG0007908	sp|Q6PGQ7|BORA_HUMAN	tr|G1NTJ4|G1NTJ4_MYOLU
OG0007909	sp|Q6WBX8|RAD9B_HUMAN	tr|G1PSL6|G1PSL6_MYOLU
OG0007910	sp|Q6ZRI8|RHG36_HUMAN	tr|G1PPG5|G1PPG5_MYOLU
OG0007911	sp|Q71RS6|NCKX5_HUMAN	tr|G1P7R5|G1P7R5_MYOLU
OG0007912	sp|Q7KZN9|COX15_HUMAN	tr|G1PLT0|G1PLT0_MYOLU
OG0007913	sp|Q7Z3E2|CC186_HUMAN	tr|G1PFF7|G1PFF7_MYOLU
OG0007914	sp|Q7Z7J7|LHPL4_HUMAN	tr|G1QD88|G1QD88_MYOLU
OG0007915	sp|Q86X40|LRC28_HUMAN	tr|G1NWG2|G1NWG2_MYOLU
OG0007916	sp|Q8IVS2|FABD_HUMAN	tr|G1PFD0|G1PFD0_MYOLU
OG0007917	sp|Q8IZF2|AGRF5_HUMAN	tr|G1P4T3|G1P4T3_MYOLU
OG0007918	sp|Q8NCY6|MSD4_HUMAN	tr|G1P504|G1P504_MYOLU
OG0007919	sp|Q8NEY8|PPHLN_HUMAN	tr|G1P7G8|G1P7G8_MYOLU
OG0007920	sp|Q8TC29|ENKUR_HUMAN	tr|G1PAG6|G1PAG6_MYOLU
OG0007921	sp|Q8TDC0|MYOZ3_HUMAN	tr|G1PCQ2|G1PCQ2_MYOLU
OG0007922	sp|Q8WWV6|FCAMR_HUMAN	tr|G1PXJ1|G1PXJ1_MYOLU
OG0007923	sp|Q92643|GPI8_HUMAN	tr|G1QC25|G1QC25_MYOLU
OG0007924	sp|Q96G27|WBP1_HUMAN	tr|G1Q263|G1Q263_MYOLU
OG0007925	sp|Q96MG8|PCMD1_HUMAN	tr|G1NXH3|G1NXH3_MYOLU
OG0007926	sp|Q96SC8|DMTA2_HUMAN	tr|G1P6K9|G1P6K9_MYOLU
OG0007927	sp|Q9H0A0|NAT10_HUMAN	tr|G1PUQ3|G1PUQ3_MYOLU
OG0007928	sp|Q9H116|GZF1_HUMAN	tr|G1NXB0|G1NXB0_MYOLU
OG0007929	sp|Q9H227|GBA3_HUMAN	tr|G1PD63|G1PD63_MYOLU
OG0007930	sp|Q9NX95|SYBU_HUMAN	tr|G1P4W7|G1P4W7_MYOLU
OG0007931	sp|Q9NXS2|QPCTL_HUMAN	tr|G1NVA7|G1NVA7_MYOLU
OG0007932	sp|Q9NZU5|LMCD1_HUMAN	tr|G1PUP7|G1PUP7_MYOLU
OG0007933	sp|Q9P2F8|SI1L2_HUMAN	tr|G1PXF9|G1PXF9_MYOLU
OG0007934	sp|Q9UKN8|TF3C4_HUMAN	tr|G1PII4|G1PII4_MYOLU
OG0007935	sp|Q9Y2Y4|ZBT32_HUMAN	tr|G1PI64|G1PI64_MYOLU
OG0007936	sp|Q9Y315|DEOC_HUMAN	tr|G1NYN7|G1NYN7_MYOLU
OG0007937	sp|A6NK58|LIPT2_HUMAN	tr|G1Q1L4|G1Q1L4_MYOLU
OG0007938	sp|A8MV24|CQ098_HUMAN	tr|G1Q5H1|G1Q5H1_MYOLU
OG0007939	sp|H0UI37|TSTD3_HUMAN	tr|G1PYL7|G1PYL7_MYOLU
OG0007940	sp|O14610|GBGT2_HUMAN	tr|G1PLP0|G1PLP0_MYOLU
OG0007941	sp|O14744|ANM5_HUMAN	tr|G1PLM4|G1PLM4_MYOLU
OG0007942	sp|O75762|TRPA1_HUMAN	tr|G1PQU5|G1PQU5_MYOLU
OG0007943	sp|P02778|CXL10_HUMAN	tr|G1P4G3|G1P4G3_MYOLU
OG0007944	sp|P03971|MIS_HUMAN	tr|G1P2E6|G1P2E6_MYOLU
OG0007945	sp|P0CG13|CTF8_HUMAN	tr|G1QCT6|G1QCT6_MYOLU
OG0007947	sp|P15260|INGR1_HUMAN	tr|G1PBU1|G1PBU1_MYOLU
OG0007948	sp|P16949|STMN1_HUMAN	tr|G1PGN2|G1PGN2_MYOLU
OG0007949	sp|P21583|SCF_HUMAN	tr|G1NWC8|G1NWC8_MYOLU
OG0007950	sp|P21860|ERBB3_HUMAN	tr|G1NU59|G1NU59_MYOLU
OG0007951	sp|P30519|HMOX2_HUMAN	tr|G1P1Y8|G1P1Y8_MYOLU
OG0007952	sp|P42768|WASP_HUMAN	tr|G1PUU9|G1PUU9_MYOLU
OG0007953	sp|P58743|S26A5_HUMAN	tr|G1PCI8|G1PCI8_MYOLU
OG0007954	sp|P78383|S35B1_HUMAN	tr|G1PHC1|G1PHC1_MYOLU
OG0007955	sp|Q13145|BAMBI_HUMAN	tr|G1NVI2|G1NVI2_MYOLU
OG0007956	sp|Q14644|RASA3_HUMAN	tr|G1PAU5|G1PAU5_MYOLU
OG0007957	sp|Q14690|RRP5_HUMAN	tr|G1P3R1|G1P3R1_MYOLU
OG0007958	sp|Q6DD88|ATLA3_HUMAN	tr|G1PNC2|G1PNC2_MYOLU
OG0007959	sp|Q6IAN0|DRS7B_HUMAN	tr|G1P9H8|G1P9H8_MYOLU
OG0007960	sp|Q6IBW4|CNDH2_HUMAN	tr|G1PGD3|G1PGD3_MYOLU
OG0007961	sp|Q6PD62|CTR9_HUMAN	tr|G1P6J0|G1P6J0_MYOLU
OG0007963	sp|Q6ZV50|RFX8_HUMAN	tr|G1PXP3|G1PXP3_MYOLU
OG0007964	sp|Q8IZ81|ELMD2_HUMAN	tr|G1PDZ0|G1PDZ0_MYOLU
OG0007965	sp|Q8N158|GPC2_HUMAN	tr|G1PWV2|G1PWV2_MYOLU
OG0007966	sp|Q8N8K9|K1958_HUMAN	tr|G1PMM3|G1PMM3_MYOLU
OG0007967	sp|Q8NGC2|OR4E2_HUMAN	tr|G1Q5Q8|G1Q5Q8_MYOLU
OG0007968	sp|Q8WZ19|BACD1_HUMAN	tr|G1PLM0|G1PLM0_MYOLU
OG0007969	sp|Q96LT9|RNPC3_HUMAN	tr|G1Q5B4|G1Q5B4_MYOLU
OG0007970	sp|Q96MY7|F161B_HUMAN	tr|G1PBZ6|G1PBZ6_MYOLU
OG0007971	sp|Q96RL7|VP13A_HUMAN	tr|G1P0U4|G1P0U4_MYOLU
OG0007972	sp|Q9BRX9|WDR83_HUMAN	tr|G1PKZ9|G1PKZ9_MYOLU
OG0007973	sp|Q9BV99|LRC61_HUMAN	tr|G1P5K0|G1P5K0_MYOLU
OG0007974	sp|Q9BVK8|TM147_HUMAN	tr|G1PUH3|G1PUH3_MYOLU
OG0007975	sp|Q9BYD1|RM13_HUMAN	tr|G1PEF1|G1PEF1_MYOLU
OG0007976	sp|Q9H251|CAD23_HUMAN	tr|G1PT12|G1PT12_MYOLU
OG0007977	sp|Q9H4A6|GOLP3_HUMAN	tr|G1P975|G1P975_MYOLU
OG0007978	sp|Q9H788|SH24A_HUMAN	tr|G1PM48|G1PM48_MYOLU
OG0007979	sp|Q9HBE4|IL21_HUMAN	tr|G1PH22|G1PH22_MYOLU
OG0007980	sp|Q9NQG1|MANBL_HUMAN	tr|G1Q892|G1Q892_MYOLU
OG0007981	sp|Q9NR12|PDLI7_HUMAN	tr|G1P233|G1P233_MYOLU
OG0007982	sp|Q9NS93|TM7S3_HUMAN	tr|G1P9T3|G1P9T3_MYOLU
OG0007983	sp|Q9NV79|PCMD2_HUMAN	tr|G1NT17|G1NT17_MYOLU
OG0007984	sp|Q9NWS0|PIHD1_HUMAN	tr|G1P3I8|G1P3I8_MYOLU
OG0007985	sp|Q9P0K1|ADA22_HUMAN	tr|G1PP18|G1PP18_MYOLU
OG0007986	sp|Q9UBN4|TRPC4_HUMAN	tr|G1NST8|G1NST8_MYOLU
OG0007987	sp|Q9UK96|FBX10_HUMAN	tr|G1PL46|G1PL46_MYOLU
OG0007988	sp|A6NFY4|NEMP2_HUMAN	tr|G1PH25|G1PH25_MYOLU
OG0007989	sp|O14841|OPLA_HUMAN	tr|G1PRM8|G1PRM8_MYOLU
OG0007990	sp|O60307|MAST3_HUMAN	tr|G1P1B7|G1P1B7_MYOLU
OG0007991	sp|O60832|DKC1_HUMAN	tr|G1PJE3|G1PJE3_MYOLU
OG0007992	sp|P04085|PDGFA_HUMAN	tr|G1Q708|G1Q708_MYOLU
OG0007993	sp|P06756|ITAV_HUMAN	tr|G1P9X0|G1P9X0_MYOLU
OG0007994	sp|P08133|ANXA6_HUMAN	tr|G1PM14|G1PM14_MYOLU
OG0007995	sp|P08397|HEM3_HUMAN	tr|G1P396|G1P396_MYOLU
OG0007996	sp|P10914|IRF1_HUMAN	tr|G1PUV5|G1PUV5_MYOLU
OG0007997	sp|P14635|CCNB1_HUMAN	tr|G1PLG5|G1PLG5_MYOLU
OG0007998	sp|P16333|NCK1_HUMAN	tr|G1NVU5|G1NVU5_MYOLU
OG0007999	sp|P24310|CX7A1_HUMAN	tr|G1PKB0|G1PKB0_MYOLU
OG0008000	sp|P32926|DSG3_HUMAN	tr|G1P0M0|G1P0M0_MYOLU
OG0008001	sp|P48165|CXA8_HUMAN	tr|G1PZ72|G1PZ72_MYOLU
OG0008002	sp|P48556|PSMD8_HUMAN	tr|G1PES2|G1PES2_MYOLU
OG0008003	sp|P49798|RGS4_HUMAN	tr|G1NW83|G1NW83_MYOLU
OG0008004	sp|P51570|GALK1_HUMAN	tr|G1PSC3|G1PSC3_MYOLU
OG0008005	sp|P52333|JAK3_HUMAN	tr|G1P7K0|G1P7K0_MYOLU
OG0008006	sp|P55011|S12A2_HUMAN	tr|G1PBA5|G1PBA5_MYOLU
OG0008007	sp|Q03154|ACY1_HUMAN	tr|G1PRH0|G1PRH0_MYOLU
OG0008008	sp|Q0VDF9|HSP7E_HUMAN	tr|G1PUG6|G1PUG6_MYOLU
OG0008009	sp|Q0VFZ6|CF210_HUMAN	tr|G1PM17|G1PM17_MYOLU
OG0008010	sp|Q15406|NR6A1_HUMAN	tr|G1PQM4|G1PQM4_MYOLU
OG0008011	sp|Q3KNS1|PTHD3_HUMAN	tr|G1PRM5|G1PRM5_MYOLU
OG0008013	sp|Q5JUQ0|FA78A_HUMAN	tr|G1P3G8|G1P3G8_MYOLU
OG0008014	sp|Q63HQ0|AP1AR_HUMAN	tr|G1PRN2|G1PRN2_MYOLU
OG0008015	sp|Q6DKJ4|NXN_HUMAN	tr|G1NVR9|G1NVR9_MYOLU
OG0008016	sp|Q6PIL6|KCIP4_HUMAN	tr|G1PUL7|G1PUL7_MYOLU
OG0008017	sp|Q6UQ28|PLET1_HUMAN	tr|G1PDH8|G1PDH8_MYOLU
OG0008018	sp|Q71RH2|TLC3B_HUMAN	tr|G1PCI3|G1PCI3_MYOLU
OG0008019	sp|Q7Z4H8|PLGT3_HUMAN	tr|G1PBM5|G1PBM5_MYOLU
OG0008020	sp|Q86WK9|PAQR7_HUMAN	tr|G1Q2R5|G1Q2R5_MYOLU
OG0008021	sp|Q8IVL6|P3H3_HUMAN	tr|G1P7S4|G1P7S4_MYOLU
OG0008022	sp|Q8IZF0|NALCN_HUMAN	tr|G1PTV3|G1PTV3_MYOLU
OG0008023	sp|Q8N3J2|METL4_HUMAN	tr|G1NZY0|G1NZY0_MYOLU
OG0008024	sp|Q8N807|PDILT_HUMAN	tr|G1PX72|G1PX72_MYOLU
OG0008025	sp|Q8NBF6|AVL9_HUMAN	tr|G1NUY8|G1NUY8_MYOLU
OG0008027	sp|Q8WUH2|TGFA1_HUMAN	tr|G1PMR8|G1PMR8_MYOLU
OG0008028	sp|Q8WUS8|D42E1_HUMAN	tr|G1PZ97|G1PZ97_MYOLU
OG0008029	sp|Q96HS1|PGAM5_HUMAN	tr|G1PNB0|G1PNB0_MYOLU
OG0008030	sp|Q96KC2|ARL5B_HUMAN	tr|G1NWG3|G1NWG3_MYOLU
OG0008031	sp|Q96SD1|DCR1C_HUMAN	tr|G1PTL3|G1PTL3_MYOLU
OG0008032	sp|Q99460|PSMD1_HUMAN	tr|G1P487|G1P487_MYOLU
OG0008033	sp|Q99541|PLIN2_HUMAN	tr|G1PH01|G1PH01_MYOLU
OG0008034	sp|Q9BRB3|PIGQ_HUMAN	tr|G1PFH9|G1PFH9_MYOLU
OG0008035	sp|Q9BVT8|TMUB1_HUMAN	tr|G1Q7X9|G1Q7X9_MYOLU
OG0008036	sp|Q9GZV7|HPLN2_HUMAN	tr|G1PFP8|G1PFP8_MYOLU
OG0008037	sp|Q9GZZ1|NAA50_HUMAN	tr|G1PN21|G1PN21_MYOLU
OG0008038	sp|Q9H5U6|ZCHC4_HUMAN	tr|G1P1X7|G1P1X7_MYOLU
OG0008039	sp|Q9HBY8|SGK2_HUMAN	tr|G1PV37|G1PV37_MYOLU
OG0008040	sp|Q9NQ38|ISK5_HUMAN	tr|G1PGK9|G1PGK9_MYOLU
OG0008041	sp|Q9NQ76|MEPE_HUMAN	tr|G1PF96|G1PF96_MYOLU
OG0008042	sp|Q9NXV6|CARF_HUMAN	tr|G1PEW4|G1PEW4_MYOLU
OG0008043	sp|Q9NZV1|CRIM1_HUMAN	tr|G1PCD5|G1PCD5_MYOLU
OG0008044	sp|Q9P1W3|CSC1_HUMAN	tr|G1P3Z9|G1P3Z9_MYOLU
OG0008045	sp|Q9UBK8|MTRR_HUMAN	tr|G1PFV0|G1PFV0_MYOLU
OG0008046	sp|Q9UBP6|TRMB_HUMAN	tr|G1P5W4|G1P5W4_MYOLU
OG0008047	sp|Q9UIJ5|ZDHC2_HUMAN	tr|G1NW00|G1NW00_MYOLU
OG0008048	sp|Q9ULT0|TTC7A_HUMAN	tr|G1P1W8|G1P1W8_MYOLU
OG0008049	sp|Q9UPM9|B9D1_HUMAN	tr|G1QAL0|G1QAL0_MYOLU
OG0008050	sp|Q9UQK1|PPR3C_HUMAN	tr|G1PYF0|G1PYF0_MYOLU
OG0008051	sp|Q9Y248|PSF2_HUMAN	tr|G1NXD3|G1NXD3_MYOLU
OG0008052	sp|Q9Y2K6|UBP20_HUMAN	tr|G1P857|G1P857_MYOLU
OG0008053	sp|A4FU69|EFCB5_HUMAN	tr|G1NZD9|G1NZD9_MYOLU
OG0008054	sp|A6NCN8|TEX52_HUMAN	tr|G1P4E2|G1P4E2_MYOLU
OG0008055	sp|O15393|TMPS2_HUMAN	tr|G1PIF1|G1PIF1_MYOLU
OG0008056	sp|O43692|PI15_HUMAN	tr|G1PVU9|G1PVU9_MYOLU
OG0008057	sp|O60936|NOL3_HUMAN	tr|G1PHI6|G1PHI6_MYOLU
OG0008058	sp|O75509|TNR21_HUMAN	tr|G1NYF1|G1NYF1_MYOLU
OG0008059	sp|O75751|S22A3_HUMAN	tr|G1P519|G1P519_MYOLU
OG0008060	sp|P06681|CO2_HUMAN	tr|G1NTP1|G1NTP1_MYOLU
OG0008061	sp|P10451|OSTP_HUMAN	tr|G1PFK5|G1PFK5_MYOLU
OG0008062	sp|P22223|CADH3_HUMAN	tr|G1P2Z5|G1P2Z5_MYOLU
OG0008063	sp|P23769|GATA2_HUMAN	tr|G1P4X3|G1P4X3_MYOLU
OG0008064	sp|P28070|PSB4_HUMAN	tr|G1NX74|G1NX74_MYOLU
OG0008065	sp|P28749|RBL1_HUMAN	tr|G1NXF3|G1NXF3_MYOLU
OG0008066	sp|P31942|HNRH3_HUMAN	tr|G1NSL9|G1NSL9_MYOLU
OG0008067	sp|P49767|VEGFC_HUMAN	tr|G1PRC6|G1PRC6_MYOLU
OG0008068	sp|P62266|RS23_HUMAN	tr|G1PNY4|G1PNY4_MYOLU
OG0008070	sp|Q12816|TROP_HUMAN	tr|G1PU89|G1PU89_MYOLU
OG0008071	sp|Q12879|NMDE1_HUMAN	tr|G1PSP9|G1PSP9_MYOLU
OG0008072	sp|Q12893|TM115_HUMAN	tr|G1NY22|G1NY22_MYOLU
OG0008073	sp|Q14863|PO6F1_HUMAN	tr|G1PEV2|G1PEV2_MYOLU
OG0008074	sp|Q16880|CGT_HUMAN	tr|G1P6U1|G1P6U1_MYOLU
OG0008075	sp|Q3ZCT1|ZN260_HUMAN	tr|G1Q8S8|G1Q8S8_MYOLU
OG0008076	sp|Q499Z3|SLNL1_HUMAN	tr|G1P920|G1P920_MYOLU
OG0008077	sp|Q5HYC2|K2026_HUMAN	tr|G1QAT3|G1QAT3_MYOLU
OG0008078	sp|Q5TAH2|SL9C2_HUMAN	tr|G1PRX6|G1PRX6_MYOLU
OG0008079	sp|Q6Y7W6|GGYF2_HUMAN	tr|G1PWR4|G1PWR4_MYOLU
OG0008080	sp|Q6ZUX7|LHPL2_HUMAN	tr|G1P7K4|G1P7K4_MYOLU
OG0008082	sp|Q86V35|CABP7_HUMAN	tr|G1PWS4|G1PWS4_MYOLU
OG0008083	sp|Q8IYN2|TCAL8_HUMAN	tr|G1QEM1|G1QEM1_MYOLU
OG0008084	sp|Q8N1W2|ZN710_HUMAN	tr|G1NZ26|G1NZ26_MYOLU
OG0008085	sp|Q8N2H9|PELI3_HUMAN	tr|G1P1J8|G1P1J8_MYOLU
OG0008086	sp|Q92806|KCNJ9_HUMAN	tr|G1NV50|G1NV50_MYOLU
OG0008087	sp|Q92886|NGN1_HUMAN	tr|G1P2Q8|G1P2Q8_MYOLU
OG0008088	sp|Q96HP8|T176A_HUMAN	tr|G1P904|G1P904_MYOLU
OG0008089	sp|Q96JT2|S45A3_HUMAN	tr|G1PIH3|G1PIH3_MYOLU
OG0008090	sp|Q96LK8|SPT32_HUMAN	tr|G1P529|G1P529_MYOLU
OG0008091	sp|Q96N23|CFA54_HUMAN	tr|G1PJH4|G1PJH4_MYOLU
OG0008092	sp|Q96PB1|CASD1_HUMAN	tr|G1PV91|G1PV91_MYOLU
OG0008093	sp|Q96QK8|SIM14_HUMAN	tr|G1P584|G1P584_MYOLU
OG0008094	sp|Q96RN1|S26A8_HUMAN	tr|G1P0Q8|G1P0Q8_MYOLU
OG0008095	sp|Q96S65|CSRN1_HUMAN	tr|G1P575|G1P575_MYOLU
OG0008096	sp|Q9BSK4|FEM1A_HUMAN	tr|G1QEJ2|G1QEJ2_MYOLU
OG0008097	sp|Q9BWT6|MND1_HUMAN	tr|G1NXC8|G1NXC8_MYOLU
OG0008098	sp|Q9BY49|PECR_HUMAN	tr|G1PNB5|G1PNB5_MYOLU
OG0008099	sp|Q9BZR8|B2L14_HUMAN	tr|G1PGJ4|G1PGJ4_MYOLU
OG0008100	sp|Q9H3K2|GHITM_HUMAN	tr|G1P2Z9|G1P2Z9_MYOLU
OG0008101	sp|Q9H9Y6|RPA2_HUMAN	tr|G1P3I0|G1P3I0_MYOLU
OG0008102	sp|Q9NVP2|ASF1B_HUMAN	tr|G1NTI3|G1NTI3_MYOLU
OG0008103	sp|Q9NW07|ZN358_HUMAN	tr|G1Q5T0|G1Q5T0_MYOLU
OG0008104	sp|Q9UJC3|HOOK1_HUMAN	tr|G1PSK7|G1PSK7_MYOLU
OG0008105	sp|Q9UKL6|PPCT_HUMAN	tr|G1NY55|G1NY55_MYOLU
OG0008106	sp|Q9UQQ2|SH2B3_HUMAN	tr|G1PSL1|G1PSL1_MYOLU
OG0008107	sp|Q9Y234|LIPT_HUMAN	tr|G1PIJ1|G1PIJ1_MYOLU
OG0008108	sp|Q9Y2K1|ZBTB1_HUMAN	tr|G1PUW0|G1PUW0_MYOLU
OG0008109	sp|Q9Y4U1|MMAC_HUMAN	tr|G1P5A1|G1P5A1_MYOLU
OG0008110	sp|Q9Y580|RBM7_HUMAN	tr|G1PZE8|G1PZE8_MYOLU
OG0008111	sp|Q9Y5T4|DJC15_HUMAN	tr|G1PBZ0|G1PBZ0_MYOLU
OG0008112	sp|A1YPR0|ZBT7C_HUMAN	tr|G1Q3J0|G1Q3J0_MYOLU
OG0008113	sp|O15055|PER2_HUMAN	tr|G1PXP2|G1PXP2_MYOLU
OG0008114	sp|O60543|CIDEA_HUMAN	tr|G1PHN7|G1PHN7_MYOLU
OG0008115	sp|O75167|PHAR2_HUMAN	tr|G1PW06|G1PW06_MYOLU
OG0008116	sp|O75391|SPAG7_HUMAN	tr|G1PP54|G1PP54_MYOLU
OG0008117	sp|P09884|DPOLA_HUMAN	tr|G1P2P0|G1P2P0_MYOLU
OG0008118	sp|P0C7P3|SLN14_HUMAN	tr|G1NYR9|G1NYR9_MYOLU
OG0008119	sp|P0DP42|T225B_HUMAN	tr|G1Q488|G1Q488_MYOLU
OG0008120	sp|P14151|LYAM1_HUMAN	tr|G1PBQ7|G1PBQ7_MYOLU
OG0008121	sp|P14784|IL2RB_HUMAN	tr|G1Q8J5|G1Q8J5_MYOLU
OG0008122	sp|P15735|PHKG2_HUMAN	tr|G1PH20|G1PH20_MYOLU
OG0008123	sp|P23921|RIR1_HUMAN	tr|G1P005|G1P005_MYOLU
OG0008124	sp|P25067|CO8A2_HUMAN	tr|G1PH94|G1PH94_MYOLU
OG0008125	sp|P25786|PSA1_HUMAN	tr|G1PD92|G1PD92_MYOLU
OG0008126	sp|P26196|DDX6_HUMAN	tr|G1P0Q1|G1P0Q1_MYOLU
OG0008127	sp|P28331|NDUS1_HUMAN	tr|G1PUY8|G1PUY8_MYOLU
OG0008128	sp|P58549|FXYD7_HUMAN	tr|G1P713|G1P713_MYOLU
OG0008129	sp|P61956|SUMO2_HUMAN	tr|G1Q4R9|G1Q4R9_MYOLU
OG0008130	sp|P68402|PA1B2_HUMAN	tr|G1P9W0|G1P9W0_MYOLU
OG0008131	sp|Q02641|CACB1_HUMAN	tr|G1PKS4|G1PKS4_MYOLU
OG0008132	sp|Q02818|NUCB1_HUMAN	tr|G1PRQ5|G1PRQ5_MYOLU
OG0008133	sp|Q14508|WFDC2_HUMAN	tr|G1P5X0|G1P5X0_MYOLU
OG0008134	sp|Q14624|ITIH4_HUMAN	tr|G1PD69|G1PD69_MYOLU
OG0008135	sp|Q14D04|MELT_HUMAN	tr|G1NTE7|G1NTE7_MYOLU
OG0008136	sp|Q15075|EEA1_HUMAN	tr|G1P0A0|G1P0A0_MYOLU
OG0008137	sp|Q1ED39|KNOP1_HUMAN	tr|G1QGB4|G1QGB4_MYOLU
OG0008138	sp|Q537H7|SPT45_HUMAN	tr|G1PEA7|G1PEA7_MYOLU
OG0008139	sp|Q5FWF4|ZRAB3_HUMAN	tr|G1PF01|G1PF01_MYOLU
OG0008140	sp|Q5TG30|RHG40_HUMAN	tr|G1PE04|G1PE04_MYOLU
OG0008141	sp|Q63HM1|KFA_HUMAN	tr|G1Q3T0|G1Q3T0_MYOLU
OG0008142	sp|Q68BL7|OLM2A_HUMAN	tr|G1PXE8|G1PXE8_MYOLU
OG0008143	sp|Q6NUJ2|CK087_HUMAN	tr|G1Q2I8|G1Q2I8_MYOLU
OG0008144	sp|Q6PID6|TTC33_HUMAN	tr|G1PJL9|G1PJL9_MYOLU
OG0008145	sp|Q7Z624|CMKMT_HUMAN	tr|G1PTX0|G1PTX0_MYOLU
OG0008146	sp|Q8IWW8|HOT_HUMAN	tr|G1NZG8|G1NZG8_MYOLU
OG0008147	sp|Q8N119|MMP21_HUMAN	tr|G1PPZ8|G1PPZ8_MYOLU
OG0008148	sp|Q8N8R5|CB069_HUMAN	tr|G1Q764|G1Q764_MYOLU
OG0008149	sp|Q8N8V4|ANS4B_HUMAN	tr|G1PJS3|G1PJS3_MYOLU
OG0008150	sp|Q8NB66|UN13C_HUMAN	tr|G1NYE0|G1NYE0_MYOLU
OG0008151	sp|Q8NBU5|ATAD1_HUMAN	tr|G1NYP2|G1NYP2_MYOLU
OG0008152	sp|Q8NGE5|O10A7_HUMAN	tr|G1P272|G1P272_MYOLU
OG0008153	sp|Q8TED9|AF1L1_HUMAN	tr|G1NYX5|G1NYX5_MYOLU
OG0008154	sp|Q8WU90|ZC3HF_HUMAN	tr|G1P9Y7|G1P9Y7_MYOLU
OG0008155	sp|Q8WW01|SEN15_HUMAN	tr|G1P524|G1P524_MYOLU
OG0008156	sp|Q92558|WASF1_HUMAN	tr|G1NWE0|G1NWE0_MYOLU
OG0008157	sp|Q96BX8|MOB3A_HUMAN	tr|G1NZE0|G1NZE0_MYOLU
OG0008158	sp|Q96ID5|IGS21_HUMAN	tr|G1PKL7|G1PKL7_MYOLU
OG0008159	sp|Q96PL5|ERMAP_HUMAN	tr|G1PN97|G1PN97_MYOLU
OG0008160	sp|Q96Q42|ALS2_HUMAN	tr|G1PX60|G1PX60_MYOLU
OG0008161	sp|Q99417|MYCBP_HUMAN	tr|G1Q4P4|G1Q4P4_MYOLU
OG0008162	sp|Q99747|SNAG_HUMAN	tr|G1NWN6|G1NWN6_MYOLU
OG0008163	sp|Q9C037|TRIM4_HUMAN	tr|G1NWV1|G1NWV1_MYOLU
