Orthogroup	Homo_sapiens	Nomascus_leucogenys
OG0006193	sp|P09871|C1S_HUMAN	tr|G1QZ50|G1QZ50_NOMLE
OG0006194	sp|P13716|HEM2_HUMAN	tr|G1S433|G1S433_NOMLE
OG0006195	sp|P15173|MYOG_HUMAN	tr|G1S910|G1S910_NOMLE
OG0006196	sp|P17213|BPI_HUMAN	tr|G1R3E6|G1R3E6_NOMLE
OG0006197	sp|P28223|5HT2A_HUMAN	tr|A0A2I3H7S9|A0A2I3H7S9_NOMLE
OG0006198	sp|P30989|NTR1_HUMAN	tr|G1RFR9|G1RFR9_NOMLE
OG0006199	sp|P37173|TGFR2_HUMAN	tr|G1QVR5|G1QVR5_NOMLE
OG0006200	sp|P55273|CDN2D_HUMAN	tr|G1RNT0|G1RNT0_NOMLE
OG0006201	sp|P55851|UCP2_HUMAN	tr|G1S5F6|G1S5F6_NOMLE
OG0006202	sp|P55895|RAG2_HUMAN	tr|G1S8G8|G1S8G8_NOMLE
OG0006203	sp|P56199|ITA1_HUMAN	tr|G1RJ15|G1RJ15_NOMLE
OG0006204	sp|P56749|CLD12_HUMAN	tr|G1RYU3|G1RYU3_NOMLE
OG0006205	sp|P61964|WDR5_HUMAN	tr|G1RSU2|G1RSU2_NOMLE
OG0006206	sp|Q04844|ACHE_HUMAN	tr|G1S6K1|G1S6K1_NOMLE
OG0006207	sp|Q07973|CP24A_HUMAN	tr|G1R5T8|G1R5T8_NOMLE
OG0006208	sp|Q12905|ILF2_HUMAN	tr|G1RHX7|G1RHX7_NOMLE
OG0006209	sp|Q14657|LAGE3_HUMAN	tr|A0A2I3H2M0|A0A2I3H2M0_NOMLE
OG0006210	sp|Q14739|LBR_HUMAN	tr|A0A2I3H2J3|A0A2I3H2J3_NOMLE
OG0006211	sp|Q14973|NTCP_HUMAN	tr|G1QM99|G1QM99_NOMLE
OG0006212	sp|Q15013|MD2BP_HUMAN	tr|A0A2I3HZE1|A0A2I3HZE1_NOMLE
OG0006213	sp|Q16769|QPCT_HUMAN	tr|G1S2M5|G1S2M5_NOMLE
OG0006214	sp|Q58WW2|DCAF6_HUMAN	tr|A0A2I3GPV9|A0A2I3GPV9_NOMLE
OG0006215	sp|Q63ZE4|S22AA_HUMAN	tr|G1QWU8|G1QWU8_NOMLE
OG0006216	sp|Q6PI47|KCD18_HUMAN	tr|G1R5E9|G1R5E9_NOMLE
OG0006217	sp|Q6PKG0|LARP1_HUMAN	tr|G1S3P7|G1S3P7_NOMLE
OG0006218	sp|Q6ZN04|MEX3B_HUMAN	tr|A0A2I3HIB4|A0A2I3HIB4_NOMLE
OG0006219	sp|Q70HW3|SAMC_HUMAN	tr|A0A2I3HXP5|A0A2I3HXP5_NOMLE
OG0006220	sp|Q86UA1|PRP39_HUMAN	tr|G1QWI0|G1QWI0_NOMLE
OG0006221	sp|Q8IY49|PAQRA_HUMAN	tr|G1RZW2|G1RZW2_NOMLE
OG0006222	sp|Q8IZK6|MCLN2_HUMAN	tr|G1RG31|G1RG31_NOMLE
OG0006223	sp|Q8N6M8|IQCF1_HUMAN	tr|G1R5X3|G1R5X3_NOMLE
OG0006224	sp|Q8N987|NECA1_HUMAN	tr|A0A2I3FYM8|A0A2I3FYM8_NOMLE
OG0006225	sp|Q8N9H8|MUT7_HUMAN	tr|G1RCX6|G1RCX6_NOMLE
OG0006226	sp|Q8N9T8|KRI1_HUMAN	tr|G1RNS5|G1RNS5_NOMLE
OG0006227	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A2I3GK17|A0A2I3GK17_NOMLE
OG0006228	sp|Q8WWN8|ARAP3_HUMAN	tr|G1REX6|G1REX6_NOMLE
OG0006229	sp|Q92764|KRT35_HUMAN	tr|G1RIG1|G1RIG1_NOMLE
OG0006230	sp|Q969H6|POP5_HUMAN	tr|G1S126|G1S126_NOMLE
OG0006231	sp|Q969Q1|TRI63_HUMAN	tr|G1RD89|G1RD89_NOMLE
OG0006232	sp|Q96DT0|LEG12_HUMAN	tr|G1QX21|G1QX21_NOMLE
OG0006233	sp|Q96EP5|DAZP1_HUMAN	tr|A0A2I3HHM7|A0A2I3HHM7_NOMLE
OG0006234	sp|Q96HE9|PRR11_HUMAN	tr|G1RB20|G1RB20_NOMLE
OG0006235	sp|Q9BQN1|FA83C_HUMAN	tr|G1RGV3|G1RGV3_NOMLE
OG0006236	sp|Q9BRH9|ZN251_HUMAN	tr|G1RJ56|G1RJ56_NOMLE
OG0006237	sp|Q9BS18|APC13_HUMAN	tr|G1QUB7|G1QUB7_NOMLE
OG0006238	sp|Q9BUN5|CC28B_HUMAN	tr|G1QPL3|G1QPL3_NOMLE
OG0006239	sp|Q9BXU3|TX13A_HUMAN	tr|G1RTF5|G1RTF5_NOMLE
OG0006240	sp|Q9BY08|EBPL_HUMAN	tr|A0A2I3GKR9|A0A2I3GKR9_NOMLE
OG0006241	sp|Q9BYI3|HYCCI_HUMAN	tr|G1S4F1|G1S4F1_NOMLE
OG0006242	sp|Q9C0C9|UBE2O_HUMAN	tr|G1QPT8|G1QPT8_NOMLE
OG0006243	sp|Q9HAC7|SUCHY_HUMAN	tr|A0A2I3GQT5|A0A2I3GQT5_NOMLE
OG0006244	sp|Q9NUL5|SHFL_HUMAN	tr|G1RN08|G1RN08_NOMLE
OG0006245	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A2I3HN07|A0A2I3HN07_NOMLE
OG0006246	sp|Q9P2J5|SYLC_HUMAN	tr|G1RFN6|G1RFN6_NOMLE
OG0006247	sp|Q9UBI9|HDC_HUMAN	tr|A0A2I3GMR1|A0A2I3GMR1_NOMLE
OG0006248	sp|Q9UBN1|CCG4_HUMAN	tr|A0A2I3GWI5|A0A2I3GWI5_NOMLE
OG0006249	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A2I3GPN7|A0A2I3GPN7_NOMLE
OG0006250	sp|A0A0A6YYD4|TVB13_HUMAN	tr|A0A2I3HHN6|A0A2I3HHN6_NOMLE
OG0006251	sp|A0A1B0GTQ4|MYMX_HUMAN	tr|G1SBI1|G1SBI1_NOMLE
OG0006252	sp|A0AV02|S12A8_HUMAN	tr|G1QIZ9|G1QIZ9_NOMLE
OG0006253	sp|A6H8Y1|BDP1_HUMAN	tr|G1QWW0|G1QWW0_NOMLE
OG0006254	sp|A8K979|ERI2_HUMAN	tr|G1RP35|G1RP35_NOMLE
OG0006255	sp|C9JJ37|BTBDJ_HUMAN	tr|G1RVE1|G1RVE1_NOMLE
OG0006256	sp|O14949|QCR8_HUMAN	tr|G1RQV7|G1RQV7_NOMLE
OG0006257	sp|O43889|CREB3_HUMAN	tr|G1QVY5|G1QVY5_NOMLE
OG0006258	sp|O60437|PEPL_HUMAN	tr|G1RG22|G1RG22_NOMLE
OG0006259	sp|O60861|GAS7_HUMAN	tr|A0A2I3GSQ3|A0A2I3GSQ3_NOMLE
OG0006260	sp|P05230|FGF1_HUMAN	tr|G1RF73|G1RF73_NOMLE
OG0006261	sp|P18850|ATF6A_HUMAN	tr|G1RWQ2|G1RWQ2_NOMLE
OG0006262	sp|P19544|WT1_HUMAN	tr|A0A2I3HTM5|A0A2I3HTM5_NOMLE
OG0006263	sp|P30988|CALCR_HUMAN	tr|G1RZK7|G1RZK7_NOMLE
OG0006264	sp|P35270|SPRE_HUMAN	tr|A0A2I3GCA6|A0A2I3GCA6_NOMLE
OG0006265	sp|P35348|ADA1A_HUMAN	tr|A0A2I3HJJ7|A0A2I3HJJ7_NOMLE
OG0006266	sp|P43119|PI2R_HUMAN	tr|G1QR01|G1QR01_NOMLE
OG0006267	sp|P50219|MNX1_HUMAN	tr|A0A2I3FP28|A0A2I3FP28_NOMLE
OG0006268	sp|P57735|RAB25_HUMAN	tr|G1RNZ5|G1RNZ5_NOMLE
OG0006269	sp|P58340|MLF1_HUMAN	tr|A0A2I3HNH3|A0A2I3HNH3_NOMLE
OG0006270	sp|P78333|GPC5_HUMAN	tr|G1S3B1|G1S3B1_NOMLE
OG0006271	sp|Q13423|NNTM_HUMAN	tr|G1RHY8|G1RHY8_NOMLE
OG0006272	sp|Q13585|MTR1L_HUMAN	tr|G1RTJ0|G1RTJ0_NOMLE
OG0006273	sp|Q13796|SHRM2_HUMAN	tr|G1RBY6|G1RBY6_NOMLE
OG0006274	sp|Q14442|PIGH_HUMAN	tr|G1QIV9|G1QIV9_NOMLE
OG0006275	sp|Q2M329|CCD96_HUMAN	tr|A0A2I3GL47|A0A2I3GL47_NOMLE
OG0006276	sp|Q2TAL5|SMTL2_HUMAN	tr|A0A2I3GKI6|A0A2I3GKI6_NOMLE
OG0006277	sp|Q3LI61|KR202_HUMAN	tr|G1QT85|G1QT85_NOMLE
OG0006278	sp|Q5EE01|CENPW_HUMAN	tr|A0A2I3GJQ9|A0A2I3GJQ9_NOMLE
OG0006279	sp|Q5GAN4|RNS12_HUMAN	tr|G1SB36|G1SB36_NOMLE
OG0006280	sp|Q5JNZ3|ZN311_HUMAN	tr|G1QXD2|G1QXD2_NOMLE
OG0006281	sp|Q5JSH3|WDR44_HUMAN	tr|G1RXK1|G1RXK1_NOMLE
OG0006282	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A2I3H0N4|A0A2I3H0N4_NOMLE
OG0006283	sp|Q5U5Z8|CBPC2_HUMAN	tr|G1RXB5|G1RXB5_NOMLE
OG0006284	sp|Q5VV43|K0319_HUMAN	tr|G1QPT2|G1QPT2_NOMLE
OG0006285	sp|Q5W0N0|CI057_HUMAN	tr|A0A2I3FXT7|A0A2I3FXT7_NOMLE
OG0006286	sp|Q6PIY7|GLD2_HUMAN	tr|A0A2I3H756|A0A2I3H756_NOMLE
OG0006287	sp|Q709F0|ACD11_HUMAN	tr|G1QSQ8|G1QSQ8_NOMLE
OG0006288	sp|Q86W24|NAL14_HUMAN	tr|G1S6S9|G1S6S9_NOMLE
OG0006289	sp|Q86XJ1|GA2L3_HUMAN	tr|G1R2K7|G1R2K7_NOMLE
OG0006290	sp|Q8IZQ5|SELH_HUMAN	tr|A0A2I3GLN8|A0A2I3GLN8_NOMLE
OG0006291	sp|Q8N3F8|MILK1_HUMAN	tr|G1RY79|G1RY79_NOMLE
OG0006292	sp|Q8N690|DB119_HUMAN	tr|G1REJ0|G1REJ0_NOMLE
OG0006293	sp|Q8N7Z5|ANR31_HUMAN	tr|A0A2I3GK91|A0A2I3GK91_NOMLE
OG0006294	sp|Q8N998|CCD89_HUMAN	tr|G1SBQ6|G1SBQ6_NOMLE
OG0006295	sp|Q8NCU8|MTLN_HUMAN	tr|A0A2I3HP30|A0A2I3HP30_NOMLE
OG0006296	sp|Q8WTV1|THAP3_HUMAN	tr|A0A2I3HFW0|A0A2I3HFW0_NOMLE
OG0006297	sp|Q8WXG6|MADD_HUMAN	tr|G1RWN2|G1RWN2_NOMLE
OG0006298	sp|Q92993|KAT5_HUMAN	tr|A0A2I3H092|A0A2I3H092_NOMLE
OG0006299	sp|Q96HT8|MR1L1_HUMAN	tr|G1RM76|G1RM76_NOMLE
OG0006300	sp|Q96JM4|LRIQ1_HUMAN	tr|G1QZY9|G1QZY9_NOMLE
OG0006301	sp|Q96RV3|PCX1_HUMAN	tr|M3Z9M6|M3Z9M6_NOMLE
OG0006302	sp|Q96SA4|SERC2_HUMAN	tr|A0A2I3HTQ0|A0A2I3HTQ0_NOMLE
OG0006303	sp|Q99581|FEV_HUMAN	tr|G1RCM4|G1RCM4_NOMLE
OG0006304	sp|Q9BXC1|GP174_HUMAN	tr|G1SBK8|G1SBK8_NOMLE
OG0006305	sp|Q9H1X3|DJC25_HUMAN	tr|A0A2I3H3B9|A0A2I3H3B9_NOMLE
OG0006306	sp|Q9HCE6|ARGAL_HUMAN	tr|G1R8E8|G1R8E8_NOMLE
OG0006307	sp|Q9NRM0|GTR9_HUMAN	tr|A0A2I3H9J0|A0A2I3H9J0_NOMLE
OG0006308	sp|Q9NX36|DJC28_HUMAN	tr|G1QUT8|G1QUT8_NOMLE
OG0006309	sp|Q9NZK5|ADA2_HUMAN	tr|A0A2I3HTP1|A0A2I3HTP1_NOMLE
OG0006310	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A2I3G7J4|A0A2I3G7J4_NOMLE
OG0006311	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A2I3H8F2|A0A2I3H8F2_NOMLE
OG0006312	sp|Q9Y3Y2|CHTOP_HUMAN	tr|G1RHI8|G1RHI8_NOMLE
OG0006313	sp|A0A1B0GVH4|PRS51_HUMAN	tr|A0A2I3HGT7|A0A2I3HGT7_NOMLE
OG0006314	sp|A0AVK6|E2F8_HUMAN	tr|G1S7Y4|G1S7Y4_NOMLE
OG0006315	sp|O43556|SGCE_HUMAN	tr|G1S098|G1S098_NOMLE
OG0006316	sp|O43829|ZBT14_HUMAN	tr|G1R5F3|G1R5F3_NOMLE
OG0006317	sp|O43909|EXTL3_HUMAN	tr|G1S3W3|G1S3W3_NOMLE
OG0006318	sp|O75150|BRE1B_HUMAN	tr|G1S1Q6|G1S1Q6_NOMLE
OG0006319	sp|P01583|IL1A_HUMAN	tr|G1QMS9|G1QMS9_NOMLE
OG0006320	sp|P08118|MSMB_HUMAN	tr|G1S1P0|G1S1P0_NOMLE
OG0006321	sp|P0C7Q2|ARMS2_HUMAN	tr|A0A2I3GCX1|A0A2I3GCX1_NOMLE
OG0006323	sp|P28074|PSB5_HUMAN	tr|A0A2I3HBS2|A0A2I3HBS2_NOMLE
OG0006324	sp|P36888|FLT3_HUMAN	tr|G1QHS0|G1QHS0_NOMLE
OG0006325	sp|P41134|ID1_HUMAN	tr|G1REQ9|G1REQ9_NOMLE
OG0006326	sp|P43681|ACHA4_HUMAN	tr|A0A2I3G1W2|A0A2I3G1W2_NOMLE
OG0006327	sp|P49643|PRI2_HUMAN	tr|G1QQU8|G1QQU8_NOMLE
OG0006328	sp|P50461|CSRP3_HUMAN	tr|G1S7X9|G1S7X9_NOMLE
OG0006329	sp|P53674|CRBB1_HUMAN	tr|A0A2I3G937|A0A2I3G937_NOMLE
OG0006330	sp|P61587|RND3_HUMAN	tr|G1RIZ5|G1RIZ5_NOMLE
OG0006331	sp|Q13237|KGP2_HUMAN	tr|G1RB14|G1RB14_NOMLE
OG0006332	sp|Q14667|K0100_HUMAN	tr|G1QQQ2|G1QQQ2_NOMLE
OG0006333	sp|Q15053|K0040_HUMAN	tr|G1SBW5|G1SBW5_NOMLE
OG0006334	sp|Q16563|SYPL1_HUMAN	tr|A0A2I3GD34|A0A2I3GD34_NOMLE
OG0006335	sp|Q17RB8|LONF1_HUMAN	tr|A0A2I3HBL0|A0A2I3HBL0_NOMLE
OG0006336	sp|Q2M3C6|TM266_HUMAN	tr|G1R9Q4|G1R9Q4_NOMLE
OG0006337	sp|Q2NL67|PARP6_HUMAN	tr|G1RUF2|G1RUF2_NOMLE
OG0006338	sp|Q3KNT9|TMM95_HUMAN	tr|G1RDZ1|G1RDZ1_NOMLE
OG0006339	sp|Q3T906|GNPTA_HUMAN	tr|A0A2I3HFN8|A0A2I3HFN8_NOMLE
OG0006340	sp|Q5T4S7|UBR4_HUMAN	tr|G1R8K9|G1R8K9_NOMLE
OG0006341	sp|Q5T4T1|T170B_HUMAN	tr|A0A2I3HTD3|A0A2I3HTD3_NOMLE
OG0006342	sp|Q6UWQ7|IGFL2_HUMAN	tr|G1QPU5|G1QPU5_NOMLE
OG0006343	sp|Q70YC5|ZN365_HUMAN	tr|A0A2I3HA45|A0A2I3HA45_NOMLE
OG0006344	sp|Q75V66|ANO5_HUMAN	tr|G1S826|G1S826_NOMLE
OG0006345	sp|Q7L211|ABHDD_HUMAN	tr|A0A2I3GYC7|A0A2I3GYC7_NOMLE
OG0006346	sp|Q86YT6|MIB1_HUMAN	tr|G1R523|G1R523_NOMLE
OG0006347	sp|Q8N111|CEND_HUMAN	tr|A0A2I3GDL1|A0A2I3GDL1_NOMLE
OG0006348	sp|Q8N365|CIART_HUMAN	tr|G1RFH6|G1RFH6_NOMLE
OG0006349	sp|Q8N3T1|GLT15_HUMAN	tr|G1QK79|G1QK79_NOMLE
OG0006350	sp|Q8NDI1|EHBP1_HUMAN	tr|G1RFE3|G1RFE3_NOMLE
OG0006351	sp|Q8NFG4|FLCN_HUMAN	tr|G1RSS0|G1RSS0_NOMLE
OG0006352	sp|Q8TA86|RP9_HUMAN	tr|G1RZN7|G1RZN7_NOMLE
OG0006353	sp|Q8TAP9|MPLKI_HUMAN	tr|A0A2I3GJ99|A0A2I3GJ99_NOMLE
OG0006354	sp|Q8TBY9|CF251_HUMAN	tr|G1QKZ1|G1QKZ1_NOMLE
OG0006355	sp|Q8TC59|PIWL2_HUMAN	tr|G1S033|G1S033_NOMLE
OG0006356	sp|Q8TEV9|SMCR8_HUMAN	tr|G1RUV2|G1RUV2_NOMLE
OG0006357	sp|Q8WWI5|CTL1_HUMAN	tr|A0A2I3HIT5|A0A2I3HIT5_NOMLE
OG0006358	sp|Q8WXI8|CLC4D_HUMAN	tr|G1QMT9|G1QMT9_NOMLE
OG0006359	sp|Q96AY2|EME1_HUMAN	tr|G1RCT6|G1RCT6_NOMLE
OG0006360	sp|Q96C86|DCPS_HUMAN	tr|A0A2I3G3G5|A0A2I3G3G5_NOMLE
OG0006361	sp|Q96DF8|ESS2_HUMAN	tr|G1QZC9|G1QZC9_NOMLE
OG0006362	sp|Q96MY1|NOL4L_HUMAN	tr|G1RFF4|G1RFF4_NOMLE
OG0006363	sp|Q96Q91|B3A4_HUMAN	tr|G1RDE8|G1RDE8_NOMLE
OG0006364	sp|Q99469|STAC_HUMAN	tr|G1QY77|G1QY77_NOMLE
OG0006365	sp|Q9H2D6|TARA_HUMAN	tr|G1RXV3|G1RXV3_NOMLE
OG0006366	sp|Q9NUK0|MBNL3_HUMAN	tr|G1QMM5|G1QMM5_NOMLE
OG0006367	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A2I3HKX0|A0A2I3HKX0_NOMLE
OG0006368	sp|Q9Y5K8|VATD_HUMAN	tr|A0A2I3HFT2|A0A2I3HFT2_NOMLE
OG0006369	sp|A4D0Y5|CG077_HUMAN	tr|A0A2I3HKV1|A0A2I3HKV1_NOMLE
OG0006370	sp|A8K830|OCAT2_HUMAN	tr|A0A2I3HSA9|A0A2I3HSA9_NOMLE
OG0006371	sp|H3BV60|TGR3L_HUMAN	tr|G1QKM4|G1QKM4_NOMLE
OG0006372	sp|O15484|CAN5_HUMAN	tr|A0A2I3GRH9|A0A2I3GRH9_NOMLE
OG0006373	sp|O15496|PA2GX_HUMAN	tr|G1QKX4|G1QKX4_NOMLE
OG0006374	sp|O60478|G137B_HUMAN	tr|G1QSD4|G1QSD4_NOMLE
OG0006375	sp|P07949|RET_HUMAN	tr|G1S142|G1S142_NOMLE
OG0006376	sp|P52594|AGFG1_HUMAN	tr|M3ZB47|M3ZB47_NOMLE
OG0006377	sp|P53814|SMTN_HUMAN	tr|A0A2I3HI17|A0A2I3HI17_NOMLE
OG0006378	sp|P54578|UBP14_HUMAN	tr|M3ZAG6|M3ZAG6_NOMLE
OG0006379	sp|P55198|AF17_HUMAN	tr|A0A2I3GA91|A0A2I3GA91_NOMLE
OG0006380	sp|P61604|CH10_HUMAN	tr|G1SAF6|G1SAF6_NOMLE
OG0006381	sp|P68543|UBX2A_HUMAN	tr|G1QIZ2|G1QIZ2_NOMLE
OG0006382	sp|P85037|FOXK1_HUMAN	tr|G1RZT1|G1RZT1_NOMLE
OG0006383	sp|Q12846|STX4_HUMAN	tr|G1S1Y7|G1S1Y7_NOMLE
OG0006384	sp|Q13536|CROC4_HUMAN	tr|G1RPY7|G1RPY7_NOMLE
OG0006385	sp|Q15022|SUZ12_HUMAN	tr|G1RJY2|G1RJY2_NOMLE
OG0006386	sp|Q30KQ5|DB115_HUMAN	tr|G1REI6|G1REI6_NOMLE
OG0006387	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A2I3FZ44|A0A2I3FZ44_NOMLE
OG0006388	sp|Q4VC44|FWCH1_HUMAN	tr|G1RE86|G1RE86_NOMLE
OG0006389	sp|Q53TN4|CYBR1_HUMAN	tr|G1R031|G1R031_NOMLE
OG0006390	sp|Q5FBB7|SGO1_HUMAN	tr|G1QTK3|G1QTK3_NOMLE
OG0006391	sp|Q5JS54|PSMG4_HUMAN	tr|A0A2I3G3A1|A0A2I3G3A1_NOMLE
OG0006392	sp|Q5T5U3|RHG21_HUMAN	tr|A0A2I3GYE3|A0A2I3GYE3_NOMLE
OG0006393	sp|Q5VVM6|CCD30_HUMAN	tr|G1RNY0|G1RNY0_NOMLE
OG0006394	sp|Q68DQ2|CRBG3_HUMAN	tr|G1QNB6|G1QNB6_NOMLE
OG0006395	sp|Q6DN12|MCTP2_HUMAN	tr|G1RP97|G1RP97_NOMLE
OG0006396	sp|Q6ZVW7|I17EL_HUMAN	tr|G1QHN4|G1QHN4_NOMLE
OG0006397	sp|Q7Z2Z1|TICRR_HUMAN	tr|G1RLY2|G1RLY2_NOMLE
OG0006398	sp|Q7Z422|SZRD1_HUMAN	tr|G1R8I4|G1R8I4_NOMLE
OG0006399	sp|Q7Z4T9|CFA91_HUMAN	tr|G1QYU9|G1QYU9_NOMLE
OG0006400	sp|Q7Z794|K2C1B_HUMAN	tr|G1S7P2|G1S7P2_NOMLE
OG0006401	sp|Q86V40|TIKI1_HUMAN	tr|G1QL35|G1QL35_NOMLE
OG0006402	sp|Q86V88|MGDP1_HUMAN	tr|A0A2I3HTJ9|A0A2I3HTJ9_NOMLE
OG0006403	sp|Q86VP1|TAXB1_HUMAN	tr|M3ZBE7|M3ZBE7_NOMLE
OG0006404	sp|Q8IWG1|DNAI3_HUMAN	tr|G1RG56|G1RG56_NOMLE
OG0006405	sp|Q8N2R0|OSR2_HUMAN	tr|A0A2I3GU96|A0A2I3GU96_NOMLE
OG0006406	sp|Q8N755|S66A3_HUMAN	tr|G1RUX0|G1RUX0_NOMLE
OG0006407	sp|Q8N999|CL029_HUMAN	tr|A0A2I3HY36|A0A2I3HY36_NOMLE
OG0006408	sp|Q8NE01|CNNM3_HUMAN	tr|A0A2I3GUU4|A0A2I3GUU4_NOMLE
OG0006409	sp|Q8NFH3|NUP43_HUMAN	tr|A0A2I3GAD7|A0A2I3GAD7_NOMLE
OG0006410	sp|Q8NHU3|SMS2_HUMAN	tr|G1RR96|G1RR96_NOMLE
OG0006411	sp|Q8TB37|NUBPL_HUMAN	tr|G1QSA4|G1QSA4_NOMLE
OG0006412	sp|Q8TD91|MAGC3_HUMAN	tr|G1QL30|G1QL30_NOMLE
OG0006413	sp|Q8TDB4|HUMMR_HUMAN	tr|A0A2I3GY11|A0A2I3GY11_NOMLE
OG0006414	sp|Q8TF61|FBX41_HUMAN	tr|A0A2I3GQ46|A0A2I3GQ46_NOMLE
OG0006415	sp|Q8TF64|GIPC3_HUMAN	tr|A0A2I3H1W9|A0A2I3H1W9_NOMLE
OG0006416	sp|Q8WVX9|FACR1_HUMAN	tr|G1S7I6|G1S7I6_NOMLE
OG0006417	sp|Q96BD5|PF21A_HUMAN	tr|G1RUS1|G1RUS1_NOMLE
OG0006418	sp|Q96DR5|BPIA2_HUMAN	tr|G1RFQ7|G1RFQ7_NOMLE
OG0006419	sp|Q96N28|PLD3A_HUMAN	tr|G1RCN6|G1RCN6_NOMLE
OG0006420	sp|Q96NJ6|ZFP3_HUMAN	tr|A0A2I3GHW5|A0A2I3GHW5_NOMLE
OG0006421	sp|Q96Q04|LMTK3_HUMAN	tr|A0A2I3HES3|A0A2I3HES3_NOMLE
OG0006422	sp|Q96QR1|SG3A1_HUMAN	tr|G1QPH2|G1QPH2_NOMLE
OG0006423	sp|Q99714|HCD2_HUMAN	tr|G1S1N0|G1S1N0_NOMLE
OG0006424	sp|Q9BRI3|ZNT2_HUMAN	tr|G1RD69|G1RD69_NOMLE
OG0006425	sp|Q9GZY4|COA1_HUMAN	tr|G1QSW2|G1QSW2_NOMLE
OG0006426	sp|Q9H3H5|GPT_HUMAN	tr|G1R737|G1R737_NOMLE
OG0006427	sp|Q9H6X2|ANTR1_HUMAN	tr|G1RGD9|G1RGD9_NOMLE
OG0006428	sp|Q9HAY6|BCDO1_HUMAN	tr|G1RI45|G1RI45_NOMLE
OG0006429	sp|Q9NV92|NFIP2_HUMAN	tr|G1S382|G1S382_NOMLE
OG0006430	sp|Q9NW64|RBM22_HUMAN	tr|A0A2I3HJC4|A0A2I3HJC4_NOMLE
OG0006431	sp|Q9NWQ4|GPT2L_HUMAN	tr|A0A2I3GAK6|A0A2I3GAK6_NOMLE
OG0006432	sp|Q9UK23|NAGPA_HUMAN	tr|G1RG36|G1RG36_NOMLE
OG0006433	sp|Q9UKL4|CXD2_HUMAN	tr|G1RJX7|G1RJX7_NOMLE
OG0006434	sp|Q9UNE7|CHIP_HUMAN	tr|G1R9S9|G1R9S9_NOMLE
OG0006435	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A2I3GJN5|A0A2I3GJN5_NOMLE
OG0006436	sp|Q9Y2Z9|COQ6_HUMAN	tr|G1S245|G1S245_NOMLE
OG0006437	sp|Q9Y3B2|EXOS1_HUMAN	tr|G1RUD6|G1RUD6_NOMLE
OG0006438	sp|Q9Y466|NR2E1_HUMAN	tr|G1RTH6|G1RTH6_NOMLE
OG0006439	sp|A0A1B0GTR0|EDD13_HUMAN	tr|A0A2I3G9D3|A0A2I3G9D3_NOMLE
OG0006440	sp|A0A1B0GWG4|SRTM2_HUMAN	tr|A0A2I3FSJ2|A0A2I3FSJ2_NOMLE
OG0006441	sp|A6NI15|MSGN1_HUMAN	tr|G1SAY6|G1SAY6_NOMLE
OG0006442	sp|O15060|ZBT39_HUMAN	tr|G1SC59|G1SC59_NOMLE
OG0006443	sp|O15354|GPR37_HUMAN	tr|G1RNJ1|G1RNJ1_NOMLE
OG0006444	sp|O43826|G6PT1_HUMAN	tr|G1R729|G1R729_NOMLE
OG0006445	sp|O95149|SPN1_HUMAN	tr|A0A2I3HFQ5|A0A2I3HFQ5_NOMLE
OG0006446	sp|O95567|CV031_HUMAN	tr|G1QQ96|G1QQ96_NOMLE
OG0006447	sp|O95944|NCTR2_HUMAN	tr|A0A2I3HTX9|A0A2I3HTX9_NOMLE
OG0006448	sp|O95999|BCL10_HUMAN	tr|A0A2I3HAY2|A0A2I3HAY2_NOMLE
OG0006449	sp|P01031|CO5_HUMAN	tr|G1S5G0|G1S5G0_NOMLE
OG0006450	sp|P01148|GON1_HUMAN	tr|A0A2I3G313|A0A2I3G313_NOMLE
OG0006451	sp|P14652|HXB2_HUMAN	tr|G1QQ76|G1QQ76_NOMLE
OG0006452	sp|P16070|CD44_HUMAN	tr|G1S8E6|G1S8E6_NOMLE
OG0006453	sp|P16109|LYAM3_HUMAN	tr|G1RYC2|G1RYC2_NOMLE
OG0006454	sp|P21580|TNAP3_HUMAN	tr|G1RY29|G1RY29_NOMLE
OG0006455	sp|P30550|GRPR_HUMAN	tr|G1REB3|G1REB3_NOMLE
OG0006456	sp|P35542|SAA4_HUMAN	tr|A0A2I3HN72|A0A2I3HN72_NOMLE
OG0006457	sp|P43005|EAA3_HUMAN	tr|A0A2I3HNF8|A0A2I3HNF8_NOMLE
OG0006458	sp|P46087|NOP2_HUMAN	tr|G1QWA7|G1QWA7_NOMLE
OG0006459	sp|P49736|MCM2_HUMAN	tr|G1RV91|G1RV91_NOMLE
OG0006460	sp|P62487|RPB7_HUMAN	tr|A0A2I3GPP4|A0A2I3GPP4_NOMLE
OG0006461	sp|P63215|GBG3_HUMAN	tr|G1QVF4|G1QVF4_NOMLE
OG0006462	sp|Q03060|CREM_HUMAN	tr|A0A2I3GBY8|A0A2I3GBY8_NOMLE
